date,year,month,v_flow_mean_lower,v_loss_cover_lower,v_rainfall_total_lower,v_flow_mean_mean,v_loss_cover_mean,v_rainfall_total_mean,v_flow_mean_upper,v_loss_cover_upper,v_rainfall_total_upper
2020-01-01,2020,1,-21.41393862786387,0.11549873158009245,-124.47219031292619,-3.2049524842193478,0.11564841721211844,55.784258804170804,15.004033659425176,0.11579810284414442,236.0407079212678
2020-02-01,2020,2,-15.659611512650049,0.11635906728770985,-66.03968774580522,5.9221202592732425,0.11666774045432377,116.98047071547217,27.503852031196534,0.11697641362093768,300.00062917674956
2020-03-01,2020,3,-12.875578139732408,0.11717691987468887,-79.67032262932204,9.321927653480543,0.11765588741630428,104.45252868319358,31.519433446693494,0.1181348549579197,288.5753799957092
2020-04-01,2020,4,-13.67592291012583,0.11798813268215898,-69.23994894225984,9.046206972614755,0.11864062731208116,115.96189915917557,31.76833685535534,0.11929312194200335,301.163747260611
2020-05-01,2020,5,-13.161668693490395,0.11876165180534674,-100.49275422209698,10.388493397675347,0.11958966856347673,85.31342215369887,33.93865548884109,0.12041768532160672,271.11959852949474
2020-06-01,2020,6,-14.447961251221432,0.11950686530787277,-114.64423856433757,9.833082171211117,0.12051313642419742,74.92987840636715,34.114125593643664,0.12151940754052207,264.5039953770719
2020-07-01,2020,7,-18.097713143478718,0.12022614787717674,-118.83675580122181,6.8730324332893815,0.1214150264530422,72.35993893293289,31.84377801005748,0.12260390502890765,263.55663366708757
2020-08-01,2020,8,-20.394203926175553,0.12091406276325875,-123.98460376638343,5.991591051231126,0.12228844193129598,77.70338004425139,32.3773860286378,0.12366282109933321,279.3913638548862
2020-09-01,2020,9,-21.091305699075047,0.1215875743963806,-114.4082419182215,6.033091441126089,0.12315056899283977,89.69327807876925,33.15748858132723,0.12471356358929894,293.79479807576
2020-10-01,2020,10,-20.0957551747603,0.12224915506773618,-81.75638160469413,7.720225270115634,0.12400404511901406,124.52916785372645,35.53620571499157,0.12575893517029194,330.814717312147
2020-11-01,2020,11,-17.866278306079128,0.12290663541664133,-83.28586586683289,10.335995313997046,0.12485472210445847,124.46036559202685,38.538268934073216,0.1268028087922756,332.20659705088656
2020-12-01,2020,12,-20.48261299842923,0.12357539670269643,-124.15227934969846,8.01927954629241,0.12571395259240353,83.91140342834615,36.52117209101405,0.12785250848211063,291.97508620639076
2021-01-01,2021,1,-25.512225111382683,0.12425614225321753,-155.17741702197446,3.116022702476357,0.12656906244665164,59.56246884261782,31.744270516335398,0.12888198264008574,274.3023547072101
2021-02-01,2021,2,-23.562012388779014,0.124967842000468,-122.69405194045129,5.5711503819579775,0.12743467366815514,95.19573491891379,34.704313152694965,0.1299015053358423,313.08552177827886
2021-03-01,2021,3,-21.65558382641521,0.12570979035162191,-109.94352949742168,7.671105117722163,0.12830973089895337,109.16811657202106,36.99779406185954,0.13090967144628482,328.2797626414638
2021-04-01,2021,4,-22.1994093901418,0.12647579922538052,-123.29295028464301,7.175165529941751,0.12918974461152197,96.07028236860288,36.5497404500253,0.13190368999766341,315.43351502184873
2021-05-01,2021,5,-22.98614236127962,0.12726503086563778,-139.82406039069903,6.436984319797375,0.13007662893732877,79.68658068110472,35.86011100087437,0.13288822700901975,299.1972217529085
2021-06-01,2021,6,-25.196483758648494,0.12807564373420735,-160.27475198300297,4.274961992515273,0.1309716107022343,59.99307831948681,33.74640774367904,0.13386757767026122,280.26090862197657
2021-07-01,2021,7,-28.362449390872754,0.1289086575253082,-175.01072722779338,1.1844769524905132,0.13187773731573454,45.92784888042297,30.73140329585378,0.1348468171061609,266.8664249886393
2021-08-01,2021,8,-30.112594860938767,0.1297642707464577,-163.72041979956327,-0.38324934732600013,0.1327965144762947,58.88384317618602,29.346096166286767,0.13582875820613172,281.4881061519353
2021-09-01,2021,9,-30.11683613793499,0.13063964300646747,-155.32886975850593,-0.2667817909448331,0.13372753826435935,68.35749586867087,29.583272556045323,0.13681543352225123,292.04386149584764
2021-10-01,2021,10,-29.375283096641112,0.1315306899464596,-148.70860688182535,0.5438612733789796,0.13466792853469287,76.18109398842716,30.46300564339907,0.13780516712292612,301.0707948586797
2021-11-01,2021,11,-28.870734786552372,0.13243523930326268,-150.14698960054116,1.1318771599162574,0.13561639548166116,75.36805892236634,31.134489106384887,0.13879755166005964,300.8831074452738
2021-12-01,2021,12,-30.34675731474847,0.13335108662788336,-173.79740767885357,-0.27185954485094044,0.13657141008481644,52.03921954195266,29.80303822504659,0.1397917335417495,277.8758467627589
2022-01-01,2022,1,-33.15320267611491,0.1342772110925073,-187.1211636704121,-3.029540273422299,0.1375335500093245,39.954515142645505,27.09412212927031,0.1407898889261417,267.0301939557031
2022-02-01,2022,2,-32.59084780769099,0.13521338263406238,-165.82826762582653,-2.362366177297872,0.13850400330759985,62.162479620878,27.866115453095247,0.14179462398113732,290.15322686758253
2022-03-01,2022,3,-30.2655286718781,0.13615404858259758,-149.5729013840311,0.07620220695457647,0.13947838943771243,79.15021087130845,30.417933085787254,0.14280273029282728,307.87332312664796
2022-04-01,2022,4,-29.803730190029736,0.1370975357035968,-157.28819823733508,0.6615335093906651,0.1404558942795734,71.89902848605061,31.126797208811066,0.14381425285554997,301.08625520943633
2022-05-01,2022,5,-30.365448707131378,0.1380430611546569,-172.34878806013884,0.14050472660051128,0.14143636011214344,57.00211971818544,30.6464581603324,0.14482965906963,286.35302749650975
2022-06-01,2022,6,-31.56814497489099,0.13898920282730257,-188.3411212266897,-1.0260676161037736,0.1424186287938567,41.57904409276671,29.516009742683444,0.14584805476041082,271.4992094122231
2022-07-01,2022,7,-33.39071984892654,0.1399378258414329,-196.4340747637235,-2.7721788283217847,0.14340485575718057,34.31827017274463,27.84636219228297,0.14687188567292822,265.0706151092128
2022-08-01,2022,8,-34.112300330353825,0.14088801789534175,-187.37949168530858,-3.367068724482806,0.1443944886094355,44.07028170485046,27.378162881388214,0.14790095932352923,275.5200550950095
2022-09-01,2022,9,-33.32445773875793,0.1418369886097293,-178.72367483599203,-2.4690248240285655,0.14538490291050313,53.28400698087307,28.386408090700794,0.14893281721127696,285.2916887977382
2022-10-01,2022,10,-32.61947623366383,0.1427837655931089,-178.81047624508813,-1.6856060957270529,0.146375199531937,53.78495271782276,29.24826404220973,0.1499666334707651,286.38038168073365
2022-11-01,2022,11,-32.84726925186936,0.1437276869220759,-187.7638416870757,-1.861599461627975,0.14736457631759298,44.99047886376502,29.12407032861341,0.15100146571311004,277.7447994146057
2022-12-01,2022,12,-34.26649652510442,0.14466962174430775,-203.74367512485995,-3.263519856324592,0.14835381319359867,29.209407336383265,27.739456812455238,0.15203800464288958,262.16248979762645
2023-01-01,2023,1,-36.14388789973346,0.14561055368626663,-210.42314958097933,-5.112401954059806,0.14934373336117088,23.130575323899393,25.91908399161385,0.15307691303607512,256.6843002287781
2023-02-01,2023,2,-36.19291262111699,0.146551324873628,-197.91362963731524,-5.107412189021488,0.15033495436247757,35.976626603103796,25.978088243074012,0.15411858385132712,269.86688284352283
2023-03-01,2023,3,-34.802538009720045,0.1474918845560644,-185.99541678669294,-3.6812435920405733,0.15132721095258794,48.20958128098482,27.4400508256389,0.15516253734911148,282.4145793486626
2023-04-01,2023,4,-34.44915723725359,0.14843176901995087,-192.32495910751777,-3.2915285408651016,0.15231970276188297,42.201175561020136,27.866100155523384,0.15620763650381508,276.72731022955804
2023-05-01,2023,5,-35.40386147160687,0.1493716908812725,-207.88091403924176,-4.232993762844671,0.15331271268628432,26.800089622582163,26.937873945917524,0.15725373449129615,261.4810932844061
2023-06-01,2023,6,-36.921255165091296,0.15031317404587854,-221.18462605639934,-5.7363802935065,0.1543073560139002,13.992258740994657,25.448494578078293,0.15830153798192184,249.16914353838865
2023-07-01,2023,7,-38.469808105729015,0.1512578051902073,-225.99413203371375,-7.241877596629365,0.15530493294042208,9.763835054738593,23.98605291247028,0.15935206069063687,245.52180214319094
2023-08-01,2023,8,-39.04418627674346,0.15220597537822864,-219.47244668938362,-7.765084056687101,0.15630560356267578,16.555938447872904,23.51401816336926,0.16040523174712293,252.58432358512943
2023-09-01,2023,9,-38.557679727966125,0.15315699420543313,-213.15983065299352,-7.260130765396298,0.15730850347038056,23.076757710622587,24.03741819717353,0.16146001273532798,259.31334607423867
2023-10-01,2023,10,-38.36618183008001,0.15411028020967835,-217.56167959568802,-7.061191744152438,0.15831285853989097,18.93290098200214,24.24379834177513,0.16251543687010359,255.4274815596923
2023-11-01,2023,11,-39.238118126882,0.15506613577657213,-229.4960952917809,-7.923638288262282,0.15931871617067622,7.065431782290034,23.390841550357436,0.1635712965647803,243.62695885636097
2023-12-01,2023,12,-40.849711661701534,0.15602556381231797,-241.52572418985264,-9.527642970293527,0.16032686370063018,-4.73180968293309,21.794425721114482,0.1646281635889424,232.06210482398646
