date,year,month,v_flow_mean_lower,v_loss_cover_lower,v_rainfall_total_lower,v_flow_mean_mean,v_loss_cover_mean,v_rainfall_total_mean,v_flow_mean_upper,v_loss_cover_upper,v_rainfall_total_upper
2020-01-01,2020,1,-0.22864313155787563,0.026193612747500327,66.5801833073116,5.434691615704068,0.02622398756012456,160.81458456108885,11.098026362966012,0.02625436237274879,255.0489858148661
2020-02-01,2020,2,1.6714408187312833,0.026367002353873487,57.599301874761,8.47028278897605,0.02643333082159426,155.48505101381488,15.269124759220816,0.026499659289315032,253.37080015286875
2020-03-01,2020,3,4.0840981168317025,0.026538078891330464,28.868692283620604,11.318732484634879,0.026647696613135204,128.01948878065923,18.553366852438053,0.026757314334939945,227.17028527769787
2020-04-01,2020,4,7.184479457815588,0.02670593508231682,40.298953887544414,14.501363941702692,0.02686339001997484,140.10502088114845,21.818248425589797,0.027020844957632857,239.91108787475247
2020-05-01,2020,5,6.466124945358847,0.026879184229052954,61.83224993514311,13.880580080398204,0.027088175596148473,162.0339793866733,21.29503521543756,0.027297166963243993,262.2357088382035
2020-06-01,2020,6,9.965119842738147,0.027046343470074192,80.75277844372904,17.408460548221868,0.027310750892420233,181.9012326456068,24.851801253705588,0.027575158314766274,283.04968684748457
2020-07-01,2020,7,9.675436225525175,0.027202950956244108,49.14179873029957,17.332877520122153,0.02752681996193689,150.73825378901893,24.99031881471913,0.02785068896762967,252.33470884773828
2020-08-01,2020,8,7.995855023653655,0.02736751494501416,39.50856298315419,15.842531551544425,0.02775182900335115,143.35583056644464,23.689208079435197,0.028136143061688143,247.20309814973507
2020-09-01,2020,9,4.45212275004599,0.02754291943428609,28.372698418248874,12.365980922870591,0.027986871133779023,132.75428749428465,20.27983909569519,0.028430822833271956,237.13587657032042
2020-10-01,2020,10,3.095050042128512,0.027717886692902396,14.531333779127607,11.070672315720984,0.0282224175603091,120.53051259768108,19.046294589313455,0.028726948427715806,226.52969141623456
2020-11-01,2020,11,0.38786511003419477,0.027885619444075662,-6.672709842954049,8.388782700080071,0.02845097742918606,99.60974635591629,16.389700290125948,0.02901633541429646,205.89220255478662
2020-12-01,2020,12,-0.49626527058431336,0.02806310940670394,15.699905321117953,7.511479628085368,0.02868910352947814,122.76671638795233,15.51922452675505,0.029315097652252337,229.8335274547867
2021-01-01,2021,1,0.0490406931452636,0.028240272531359325,43.98031182615169,8.30234759367859,0.02892730974924295,152.6665422885053,16.555654494211915,0.029614346967126576,261.3527727508589
2021-02-01,2021,2,2.859010515353704,0.028422880859299504,66.41598445248172,11.280481271861532,0.029170237449566535,175.37761621866593,19.701952028369362,0.029917594039833566,284.33924798485015
2021-03-01,2021,3,3.6571251867567174,0.02860381219814202,40.429698924372104,12.171656780177045,0.029410393948660837,149.48331834601595,20.686188373597375,0.030216975699179655,258.53693776765977
2021-04-01,2021,4,5.136074759298355,0.02878651677989079,62.294954973133684,13.663193158428527,0.029651393531962826,171.52132169878678,22.1903115575587,0.030516270284034863,280.74768842443984
2021-05-01,2021,5,5.971293035796226,0.028969227156270608,59.50092969068592,14.511965016514253,0.0298913720277582,169.92226753099385,23.05263699723228,0.030813516899245795,280.3436053713018
2021-06-01,2021,6,7.510940100816066,0.02914973889474441,55.10498562177257,16.1074255402292,0.0301279694593522,166.4916486373586,24.703910979642338,0.03110620002395999,277.8783116529446
2021-07-01,2021,7,6.520479739910112,0.029329879338948157,44.32652674617995,15.230319224753814,0.030362663676619283,155.88696343798983,23.940158709597515,0.03139544801429041,267.4474001297997
2021-08-01,2021,8,5.3335859998740975,0.02951401192961653,47.277259021913466,14.11680911034864,0.030599673569051286,159.3229085650073,22.900032220823185,0.03168533520848604,271.3685581081012
2021-09-01,2021,9,3.7518857688479272,0.029700174777119476,37.736899676824876,12.566924996216386,0.03083684672609726,149.82606588517774,21.381964223584845,0.031973518675075044,261.9152320935306
2021-10-01,2021,10,2.2883754913867467,0.02988493295636303,17.517933698612026,11.135903517144953,0.03107063705002813,129.92372548242747,19.983431542903162,0.032256341143693225,242.32951726624293
2021-11-01,2021,11,0.5001308861416867,0.030069503063010015,17.48470893782087,9.356177898716624,0.03130235201042478,129.9789996970012,18.21222491129156,0.03253520095783954,242.47329045618153
2021-12-01,2021,12,-0.014566104567677485,0.030256574049791478,30.42124497916805,8.85841089872855,0.03153432425480992,142.9894318224142,17.731387902024778,0.03281207445982836,255.55761866566033
2022-01-01,2022,1,0.7669711608368548,0.030442963787229178,42.745185560956415,9.716401060632776,0.03176367851862434,155.46373851628778,18.6658309604287,0.0330843932500195,268.1822914716191
2022-02-01,2022,2,2.157911116009805,0.030627756304703973,50.22177549622229,11.161483040592117,0.031989183820888285,163.03297959322117,20.165054965174427,0.033350611337072594,275.84418369022006
2022-03-01,2022,3,2.8854033764742724,0.030813413082674747,48.65108589474292,11.920837919309605,0.032213130324709516,161.50563663529283,20.956272462144938,0.033612847566744285,274.36018737584277
2022-04-01,2022,4,4.0860319246303085,0.03099833389860463,57.002494320666315,13.131149640881091,0.032433869761241255,169.89737950441122,22.176267357131874,0.03386940562387788,282.79226468815614
2022-05-01,2022,5,4.7371413668942886,0.03118145835701749,50.280116062377985,13.786709140391736,0.03265043882655654,163.62084125506408,22.836276913889183,0.03411941929609559,276.96156644775016
2022-06-01,2022,6,4.985315116589543,0.031361770305511766,44.46962846970226,14.063569397621364,0.03286184009374725,158.05717403423841,23.141823678653186,0.03436190988198273,271.6447195987746
2022-07-01,2022,7,4.232171320030677,0.03154195613718537,41.53845897069678,13.352789911204269,0.0330707141203329,155.14245836138616,22.47340850237786,0.034599472103480425,268.74645775207557
2022-08-01,2022,8,3.5695038929287044,0.03172220256707342,41.2089006995687,12.721113372779769,0.03327730103749588,154.90787486484987,21.872722852630833,0.03483239950791833,268.60684903013106
2022-09-01,2022,9,2.507807825534817,0.03190128411569167,31.535404667986256,11.676926569301003,0.033480357025675526,145.2976179142952,20.846045313067187,0.035059429935659386,259.0598311606041
2022-10-01,2022,10,1.2577966064749884,0.03207932234318127,23.189432070704584,10.438933956717051,0.03368005436395914,136.96714014563986,19.62007130695911,0.035280786384737015,250.74484822057514
2022-11-01,2022,11,0.18999021650193804,0.03225597946955867,23.218940164906158,9.379682824081527,0.033876190691238435,137.10084059771725,18.569375431661115,0.0354964019129182,250.98274103052836
2022-12-01,2022,12,0.06807703465577752,0.03243190181288336,31.593675898121774,9.27553507371293,0.03406948777972298,145.5220549590249,18.48299311277008,0.03570707374656261,259.450434019928
2023-01-01,2023,1,0.5158123904001393,0.03260517252953748,33.55894793080384,9.75504468925213,0.03425815647607038,147.53339011361095,18.994276988104122,0.03591114042260329,261.5078322964181
2023-02-01,2023,2,1.2703782779603632,0.032776565832214076,41.77565088887107,10.537725973040821,0.03444302242119908,155.86112135894473,19.80507366812128,0.03610947901018408,269.9465918290184
2023-03-01,2023,3,1.938543041975322,0.0329465494865237,43.50932003400456,11.224359712743478,0.034624630837277445,157.62116390703522,20.510176383511634,0.03630271218803119,271.7330077800659
2023-04-01,2023,4,2.783677245535374,0.033114019218444646,45.89386910049417,12.075912753118246,0.034802010887472805,160.03469161992143,21.36814826070112,0.036490002556500964,274.1755141393487
2023-05-01,2023,5,3.0931362096008765,0.0332782880826113,39.48486923214125,12.388916862597597,0.0349746064620669,153.73814253487035,21.684697515594316,0.03667092484152249,267.99141583759945
2023-06-01,2023,6,3.00505028419931,0.03343984695224672,36.6275275230942,12.31367217143439,0.03514305172900196,150.9388749328882,21.62229405866947,0.036846256505757194,265.2502223426822
2023-07-01,2023,7,2.547371514307919,0.033599476046884874,34.90421634235264,11.872593656110652,0.035308255782236,149.23811773784473,21.197815797913385,0.03701703551758713,263.5720191333368
2023-08-01,2023,8,2.0153538090479,0.03375689625460643,31.603512267772544,11.354900037565471,0.03547008937375734,145.98370260840238,20.69444626608304,0.037183282492908254,260.3638929490322
2023-09-01,2023,9,1.2301071167769067,0.03391183590967777,26.10976148570238,10.579223010392482,0.03562841479690909,140.54670350044762,19.928338904008058,0.03734499368414041,254.98364551519285
2023-10-01,2023,10,0.37199412433610846,0.034064788135102164,22.868218686914474,9.72747239183036,0.0357838630837972,137.34652355462822,19.082950659324613,0.03750293803249223,251.82482842234197
2023-11-01,2023,11,-0.14775193510096685,0.034215424567509714,23.585577657094163,9.215471343992718,0.03593626487657468,138.11552831583504,18.578694623086403,0.03765710518563965,252.6454789745759
2023-12-01,2023,12,-0.20229617462914717,0.03436330091660946,26.462274848630884,9.17255914999376,0.03608531970959742,141.02926683353508,18.547414474616666,0.03780733850258538,255.59625881843925
