codigo,cuenca,variable
11045010,311,TMX_CON
11115040,191,TMX_CON
21115060,22,TMX_CON
21135050,32,TMX_CON
21255120,56,TMX_CON
23085140,83,TMX_CON
24055040,89,TMX_CON
26025100,5,TMX_CON
26185020,64,TMX_CON
26255020,77,TMX_CON
47015040,262,TMX_CON
52025010,244,TMX_CON
