date,year,month,mc,v_flow_mean_forecast,v_loss_cover,v_rainfall_total,scenario
2020-01-01,2020,1,1,1.0823584685997092,7.693,210.44,Def_25%_P_A1
2020-02-01,2020,2,1,1.028719592047695,7.702000000000001,135.49,Def_25%_P_A1
2020-03-01,2020,3,1,1.3609600666108652,7.71,259.4,Def_25%_P_A1
2020-04-01,2020,4,1,1.6134874843660145,7.718,61.71,Def_25%_P_A1
2020-05-01,2020,5,1,2.095971726063964,7.725999999999999,202.86,Def_25%_P_A1
2020-06-01,2020,6,1,2.58310323487682,7.735,137.33,Def_25%_P_A1
2020-07-01,2020,7,1,2.9594328522565543,7.743,14.2,Def_25%_P_A1
2020-08-01,2020,8,1,2.9203772108198534,7.7509999999999994,20.29,Def_25%_P_A1
2020-09-01,2020,9,1,2.3945452337873987,7.759,3.46,Def_25%_P_A1
2020-10-01,2020,10,1,2.3217961870633057,7.768,78.47,Def_25%_P_A1
2020-11-01,2020,11,1,2.24943890973404,7.776,285.87,Def_25%_P_A1
2020-12-01,2020,12,1,2.5183364924165113,7.784000000000001,293.65,Def_25%_P_A1
2021-01-01,2021,1,1,2.0158182821028094,7.792000000000001,114.9,Def_25%_P_A1
2021-02-01,2021,2,1,2.091010358956544,7.800999999999999,97.13,Def_25%_P_A1
2021-03-01,2021,3,1,2.090968487538597,7.809000000000001,104.92,Def_25%_P_A1
2021-04-01,2021,4,1,2.4678569873499923,7.817,123.63,Def_25%_P_A1
2021-05-01,2021,5,1,2.894928852008631,7.825,190.42,Def_25%_P_A1
2021-06-01,2021,6,1,3.4925373668698314,7.8340000000000005,149.28,Def_25%_P_A1
2021-07-01,2021,7,1,3.69232237848498,7.8420000000000005,23.72,Def_25%_P_A1
2021-08-01,2021,8,1,3.509707402019534,7.85,1.68,Def_25%_P_A1
2021-09-01,2021,9,1,3.0762755592544413,7.858,0.84,Def_25%_P_A1
2021-10-01,2021,10,1,2.911267438069148,7.867,38.94,Def_25%_P_A1
2021-11-01,2021,11,1,2.9360452805772193,7.875,102.93,Def_25%_P_A1
2021-12-01,2021,12,1,2.9335154680812465,7.883,288.84,Def_25%_P_A1
2020-01-01,2020,1,2,8.923179001952354,6.117,276.11,Def_25%_P_A1
2020-02-01,2020,2,2,14.35044854412822,6.123,152.33,Def_25%_P_A1
2020-03-01,2020,3,2,21.7582152051469,6.129,236.37,Def_25%_P_A1
2020-04-01,2020,4,2,26.50729021121696,6.135,192.22,Def_25%_P_A1
2020-05-01,2020,5,2,27.28069666081598,6.141,209.7,Def_25%_P_A1
2020-06-01,2020,6,2,23.5577211755846,6.146999999999999,381.38,Def_25%_P_A1
2020-07-01,2020,7,2,18.703924235103674,6.1530000000000005,175.51,Def_25%_P_A1
2020-08-01,2020,8,2,18.08564333252734,6.159,102.94,Def_25%_P_A1
2020-09-01,2020,9,2,20.20050197666734,6.165,48.36,Def_25%_P_A1
2020-10-01,2020,10,2,25.756363250556827,6.171,169.3,Def_25%_P_A1
2020-11-01,2020,11,2,30.074108310288732,6.177,346.12,Def_25%_P_A1
2020-12-01,2020,12,2,30.939037020167635,6.183000000000001,441.01,Def_25%_P_A1
2021-01-01,2021,1,2,27.440616044217922,6.189,43.3,Def_25%_P_A1
2021-02-01,2021,2,2,25.910852413228795,6.194999999999999,75.91,Def_25%_P_A1
2021-03-01,2021,3,2,29.252893061611275,6.2010000000000005,219.32,Def_25%_P_A1
2021-04-01,2021,4,2,34.038722519124434,6.207,239.29,Def_25%_P_A1
2021-05-01,2021,5,2,36.37389678331303,6.213,251.85,Def_25%_P_A1
2021-06-01,2021,6,2,34.07911828244106,6.219,269.02,Def_25%_P_A1
2021-07-01,2021,7,2,30.25139077406934,6.225,97.03,Def_25%_P_A1
2021-08-01,2021,8,2,28.158767667506094,6.231,87.37,Def_25%_P_A1
2021-09-01,2021,9,2,29.44932303587826,6.237,0.0,Def_25%_P_A1
2021-10-01,2021,10,2,32.825920687011106,6.243,149.92,Def_25%_P_A1
2021-11-01,2021,11,2,35.3164064633885,6.249,245.41,Def_25%_P_A1
2021-12-01,2021,12,2,34.83976463449892,6.254999999999999,307.34,Def_25%_P_A1
2020-01-01,2020,1,3,53.12055209660851,2.633,224.4,Def_25%_P_A1
2020-02-01,2020,2,3,39.55608505510602,2.636,129.95,Def_25%_P_A1
2020-03-01,2020,3,3,46.804307598235496,2.6390000000000002,96.66,Def_25%_P_A1
2020-04-01,2020,4,3,58.88130306080146,2.642,162.37,Def_25%_P_A1
2020-05-01,2020,5,3,95.58544219199612,2.644,148.55,Def_25%_P_A1
2020-06-01,2020,6,3,112.77130105677287,2.6470000000000002,94.65,Def_25%_P_A1
2020-07-01,2020,7,3,112.72792789032458,2.65,89.5,Def_25%_P_A1
2020-08-01,2020,8,3,104.09606265788679,2.653,85.97,Def_25%_P_A1
2020-09-01,2020,9,3,94.63331873820054,2.6550000000000002,54.99,Def_25%_P_A1
2020-10-01,2020,10,3,93.94102567805686,2.658,98.27,Def_25%_P_A1
2020-11-01,2020,11,3,97.75098855269424,2.661,193.75,Def_25%_P_A1
2020-12-01,2020,12,3,89.09192317679,2.664,231.14,Def_25%_P_A1
2021-01-01,2021,1,3,76.10790441429072,2.666,67.46,Def_25%_P_A1
2021-02-01,2021,2,3,65.44559484057524,2.669,152.65,Def_25%_P_A1
2021-03-01,2021,3,3,65.7995603937203,2.672,147.18,Def_25%_P_A1
2021-04-01,2021,4,3,83.42265050515161,2.675,236.31,Def_25%_P_A1
2021-05-01,2021,5,3,109.48480813385014,2.677,178.89,Def_25%_P_A1
2021-06-01,2021,6,3,124.4102697570166,2.68,278.46,Def_25%_P_A1
2021-07-01,2021,7,3,125.3581057439734,2.683,67.93,Def_25%_P_A1
2021-08-01,2021,8,3,116.21726733928625,2.686,55.34,Def_25%_P_A1
2021-09-01,2021,9,3,108.03372557563527,2.688,28.28,Def_25%_P_A1
2021-10-01,2021,10,3,106.1803240510823,2.691,28.85,Def_25%_P_A1
2021-11-01,2021,11,3,105.10308909175123,2.694,189.49,Def_25%_P_A1
2021-12-01,2021,12,3,97.77737925683822,2.697,184.89,Def_25%_P_A1
2020-01-01,2020,1,4,3.6183080013533546,8.302,159.41,Def_25%_P_A1
2020-02-01,2020,2,4,4.138958595987122,8.311,143.0,Def_25%_P_A1
2020-03-01,2020,3,4,5.499605053571173,8.32,455.37,Def_25%_P_A1
2020-04-01,2020,4,4,6.11388547419871,8.329,262.94,Def_25%_P_A1
2020-05-01,2020,5,4,6.839739322825217,8.337,255.26,Def_25%_P_A1
2020-06-01,2020,6,4,7.630178410510372,8.346,336.85,Def_25%_P_A1
2020-07-01,2020,7,4,5.737411992848967,8.355,138.25,Def_25%_P_A1
2020-08-01,2020,8,4,6.127746444326172,8.364,102.36,Def_25%_P_A1
2020-09-01,2020,9,4,5.9703560065279575,8.372,123.01,Def_25%_P_A1
2020-10-01,2020,10,4,7.2527505792008355,8.381,228.52,Def_25%_P_A1
2020-11-01,2020,11,4,7.797046813347008,8.39,478.89,Def_25%_P_A1
2020-12-01,2020,12,4,8.665255178462047,8.399,374.16,Def_25%_P_A1
2021-01-01,2021,1,4,7.468776538185569,8.407,164.06,Def_25%_P_A1
2021-02-01,2021,2,4,7.17159924583901,8.416,124.54,Def_25%_P_A1
2021-03-01,2021,3,4,7.677145630345348,8.425,229.84,Def_25%_P_A1
2021-04-01,2021,4,4,8.180002801906943,8.434,276.73,Def_25%_P_A1
2021-05-01,2021,5,4,9.391839837501497,8.442,386.84,Def_25%_P_A1
2021-06-01,2021,6,4,9.47083999937265,8.451,435.33,Def_25%_P_A1
2021-07-01,2021,7,4,8.568049136861115,8.459999999999999,151.02,Def_25%_P_A1
2021-08-01,2021,8,4,7.965891732383116,8.469,111.41,Def_25%_P_A1
2021-09-01,2021,9,4,8.132486936003765,8.477,56.94,Def_25%_P_A1
2021-10-01,2021,10,4,8.718274106039132,8.486,182.76,Def_25%_P_A1
2021-11-01,2021,11,4,9.727114765185895,8.495,243.71,Def_25%_P_A1
2021-12-01,2021,12,4,9.838642678459712,8.504000000000001,358.07,Def_25%_P_A1
2020-01-01,2020,1,5,39.393799211758676,3.2520000000000002,0.0,Def_25%_P_A1
2020-02-01,2020,2,5,40.18516418222244,3.2550000000000003,31.55,Def_25%_P_A1
2020-03-01,2020,3,5,39.87510301962412,3.258,58.59,Def_25%_P_A1
2020-04-01,2020,4,5,47.702602320972616,3.261,57.61,Def_25%_P_A1
2020-05-01,2020,5,5,59.373850052502384,3.2649999999999997,215.49,Def_25%_P_A1
2020-06-01,2020,6,5,58.479324387053616,3.2680000000000002,191.01,Def_25%_P_A1
2020-07-01,2020,7,5,67.63653668140915,3.2710000000000004,118.15,Def_25%_P_A1
2020-08-01,2020,8,5,62.341001252540316,3.274,130.88,Def_25%_P_A1
2020-09-01,2020,9,5,54.71335790851372,3.2779999999999996,24.15,Def_25%_P_A1
2020-10-01,2020,10,5,58.190035966032355,3.2809999999999997,34.25,Def_25%_P_A1
2020-11-01,2020,11,5,64.90760986360945,3.2840000000000003,54.98,Def_25%_P_A1
2020-12-01,2020,12,5,73.01222123151734,3.2870000000000004,27.68,Def_25%_P_A1
2021-01-01,2021,1,5,73.5379645847853,3.2910000000000004,20.99,Def_25%_P_A1
2021-02-01,2021,2,5,74.41166040188475,3.2939999999999996,47.97,Def_25%_P_A1
2021-03-01,2021,3,5,71.06024351664081,3.2969999999999997,31.44,Def_25%_P_A1
2021-04-01,2021,4,5,74.53175063025019,3.3000000000000003,62.42,Def_25%_P_A1
2021-05-01,2021,5,5,80.8744993380149,3.304,193.15,Def_25%_P_A1
2021-06-01,2021,6,5,82.7657026310513,3.3070000000000004,97.83,Def_25%_P_A1
2021-07-01,2021,7,5,86.42929295414638,3.3099999999999996,103.58,Def_25%_P_A1
2021-08-01,2021,8,5,81.31824498481777,3.313,72.11,Def_25%_P_A1
2021-09-01,2021,9,5,76.52421499998977,3.3169999999999997,9.91,Def_25%_P_A1
2021-10-01,2021,10,5,78.6166313276955,3.32,24.34,Def_25%_P_A1
2021-11-01,2021,11,5,84.12880421950084,3.3230000000000004,80.97,Def_25%_P_A1
2021-12-01,2021,12,5,87.53546864295802,3.3259999999999996,165.69,Def_25%_P_A1
2020-01-01,2020,1,6,17.578834369426595,2.084,238.88,Def_25%_P_A1
2020-02-01,2020,2,6,23.52381843729325,2.086,97.09,Def_25%_P_A1
2020-03-01,2020,3,6,26.668548996575623,2.088,165.44,Def_25%_P_A1
2020-04-01,2020,4,6,33.92902851589394,2.09,189.06,Def_25%_P_A1
2020-05-01,2020,5,6,42.013427582435355,2.093,191.26,Def_25%_P_A1
2020-06-01,2020,6,6,50.26560564512015,2.095,115.76,Def_25%_P_A1
2020-07-01,2020,7,6,50.83803522372723,2.097,80.11,Def_25%_P_A1
2020-08-01,2020,8,6,48.551488172204174,2.099,28.16,Def_25%_P_A1
2020-09-01,2020,9,6,46.16607354553793,2.102,41.51,Def_25%_P_A1
2020-10-01,2020,10,6,47.92924883037193,2.104,70.73,Def_25%_P_A1
2020-11-01,2020,11,6,50.843849572486945,2.106,366.13,Def_25%_P_A1
2020-12-01,2020,12,6,52.28121601475798,2.108,307.93,Def_25%_P_A1
2021-01-01,2021,1,6,50.32701420388042,2.111,12.47,Def_25%_P_A1
2021-02-01,2021,2,6,48.73974566475556,2.113,75.9,Def_25%_P_A1
2021-03-01,2021,3,6,48.97875927378759,2.1149999999999998,158.16,Def_25%_P_A1
2021-04-01,2021,4,6,52.40186634891436,2.117,212.31,Def_25%_P_A1
2021-05-01,2021,5,6,56.83542248002018,2.12,173.23,Def_25%_P_A1
2021-06-01,2021,6,6,59.418103582229236,2.122,263.65,Def_25%_P_A1
2021-07-01,2021,7,6,58.176900969390545,2.1239999999999997,104.96,Def_25%_P_A1
2021-08-01,2021,8,6,55.39243369672568,2.1260000000000003,78.09,Def_25%_P_A1
2021-09-01,2021,9,6,53.400331108195175,2.129,1.99,Def_25%_P_A1
2021-10-01,2021,10,6,53.84921796622873,2.131,87.53,Def_25%_P_A1
2021-11-01,2021,11,6,54.92477998060752,2.133,212.45,Def_25%_P_A1
2021-12-01,2021,12,6,54.887078320802196,2.1350000000000002,263.98,Def_25%_P_A1
2020-01-01,2020,1,7,67.17896445468172,3.4770000000000003,186.36,Def_25%_P_A1
2020-02-01,2020,2,7,74.45413109502913,3.481,213.38,Def_25%_P_A1
2020-03-01,2020,3,7,119.35701506163821,3.4840000000000004,49.39,Def_25%_P_A1
2020-04-01,2020,4,7,171.68091176460166,3.488,438.88,Def_25%_P_A1
2020-05-01,2020,5,7,224.06631853332456,3.4909999999999997,276.37,Def_25%_P_A1
2020-06-01,2020,6,7,242.8046793261385,3.495,116.48,Def_25%_P_A1
2020-07-01,2020,7,7,221.63275373677925,3.4979999999999998,82.0,Def_25%_P_A1
2020-08-01,2020,8,7,196.90275238231897,3.5020000000000002,19.57,Def_25%_P_A1
2020-09-01,2020,9,7,191.1829118319838,3.505,177.97,Def_25%_P_A1
2020-10-01,2020,10,7,212.9978745473523,3.5090000000000003,480.81,Def_25%_P_A1
2020-11-01,2020,11,7,227.98159076721362,3.512,362.47,Def_25%_P_A1
2020-12-01,2020,12,7,248.58527255208094,3.5159999999999996,52.18,Def_25%_P_A1
2021-01-01,2021,1,7,227.97230881389183,3.519,88.99,Def_25%_P_A1
2021-02-01,2021,2,7,208.70238894150583,3.5229999999999997,155.61,Def_25%_P_A1
2021-03-01,2021,3,7,229.27656209274267,3.526,363.59,Def_25%_P_A1
2021-04-01,2021,4,7,269.96020807197306,3.53,408.13,Def_25%_P_A1
2021-05-01,2021,5,7,311.5574185519471,3.533,400.68,Def_25%_P_A1
2021-06-01,2021,6,7,330.4254391282376,3.537,41.93,Def_25%_P_A1
2021-07-01,2021,7,7,315.25625572991066,3.54,23.85,Def_25%_P_A1
2021-08-01,2021,8,7,290.42581176586265,3.544,1.86,Def_25%_P_A1
2021-09-01,2021,9,7,280.68884035906865,3.547,130.45,Def_25%_P_A1
2021-10-01,2021,10,7,296.10393167668576,3.551,157.48,Def_25%_P_A1
2021-11-01,2021,11,7,308.19702233953694,3.5540000000000003,393.22,Def_25%_P_A1
2021-12-01,2021,12,7,311.5489250363503,3.558,246.93,Def_25%_P_A1
2020-01-01,2020,1,8,10.18812797639001,2.315,464.77,Def_25%_P_A1
2020-02-01,2020,2,8,11.284537543661983,2.318,157.52,Def_25%_P_A1
2020-03-01,2020,3,8,15.103124044223712,2.32,245.54,Def_25%_P_A1
2020-04-01,2020,4,8,22.941848364473152,2.323,297.8,Def_25%_P_A1
2020-05-01,2020,5,8,36.15119755903237,2.325,276.86,Def_25%_P_A1
2020-06-01,2020,6,8,40.9468262623997,2.328,60.69,Def_25%_P_A1
2020-07-01,2020,7,8,40.97050782072097,2.33,12.69,Def_25%_P_A1
2020-08-01,2020,8,8,34.43850593628741,2.333,40.86,Def_25%_P_A1
2020-09-01,2020,9,8,30.028284297572064,2.335,86.17,Def_25%_P_A1
2020-10-01,2020,10,8,31.43824339555747,2.338,230.07,Def_25%_P_A1
2020-11-01,2020,11,8,35.48185846062579,2.34,302.44,Def_25%_P_A1
2020-12-01,2020,12,8,37.589484433219134,2.343,55.69,Def_25%_P_A1
2021-01-01,2021,1,8,34.96696996979344,2.3449999999999998,64.3,Def_25%_P_A1
2021-02-01,2021,2,8,30.354674472214803,2.348,158.17,Def_25%_P_A1
2021-03-01,2021,3,8,31.563505289914907,2.35,231.64,Def_25%_P_A1
2021-04-01,2021,4,8,37.402096831192004,2.3529999999999998,378.41,Def_25%_P_A1
2021-05-01,2021,5,8,46.87136467018577,2.355,298.91,Def_25%_P_A1
2021-06-01,2021,6,8,52.09154644110513,2.358,14.83,Def_25%_P_A1
2021-07-01,2021,7,8,50.822786976374104,2.36,40.49,Def_25%_P_A1
2021-08-01,2021,8,8,45.611502806891494,2.363,0.0,Def_25%_P_A1
2021-09-01,2021,9,8,41.72386372620697,2.365,108.78,Def_25%_P_A1
2021-10-01,2021,10,8,41.80217813427436,2.368,230.35,Def_25%_P_A1
2021-11-01,2021,11,8,44.58855299324722,2.37,312.26,Def_25%_P_A1
2021-12-01,2021,12,8,45.842202214743196,2.373,408.16,Def_25%_P_A1
2020-01-01,2020,1,9,13.087205513150751,0.641,13.26,Def_25%_P_A1
2020-02-01,2020,2,9,17.558649032142707,0.641,11.37,Def_25%_P_A1
2020-03-01,2020,3,9,23.835622801265725,0.642,59.69,Def_25%_P_A1
2020-04-01,2020,4,9,24.97632044493387,0.643,162.01,Def_25%_P_A1
2020-05-01,2020,5,9,21.076324023359824,0.644,178.11,Def_25%_P_A1
2020-06-01,2020,6,9,23.239923388564716,0.644,215.06,Def_25%_P_A1
2020-07-01,2020,7,9,26.391583926191537,0.645,197.06,Def_25%_P_A1
2020-08-01,2020,8,9,29.654387739149488,0.6459999999999999,192.33,Def_25%_P_A1
2020-09-01,2020,9,9,29.436744020012956,0.647,119.37,Def_25%_P_A1
2020-10-01,2020,10,9,23.587200460591763,0.647,99.48,Def_25%_P_A1
2020-11-01,2020,11,9,21.789288698632298,0.6479999999999999,23.69,Def_25%_P_A1
2020-12-01,2020,12,9,20.449154523176826,0.649,0.0,Def_25%_P_A1
2021-01-01,2021,1,9,21.7705638238543,0.65,28.42,Def_25%_P_A1
2021-02-01,2021,2,9,25.384815730579763,0.65,6.63,Def_25%_P_A1
2021-03-01,2021,3,9,27.8944360292834,0.651,18.0,Def_25%_P_A1
2021-04-01,2021,4,9,28.669618017652674,0.652,54.95,Def_25%_P_A1
2021-05-01,2021,5,9,29.42890607607268,0.653,150.64,Def_25%_P_A1
2021-06-01,2021,6,9,31.767533481219708,0.653,237.8,Def_25%_P_A1
2021-07-01,2021,7,9,35.09539664209767,0.654,172.24,Def_25%_P_A1
2021-08-01,2021,8,9,36.354960080597536,0.655,187.59,Def_25%_P_A1
2021-09-01,2021,9,9,34.459472719191936,0.656,72.95,Def_25%_P_A1
2021-10-01,2021,10,9,30.577453402459746,0.656,54.95,Def_25%_P_A1
2021-11-01,2021,11,9,27.263621141308942,0.657,30.32,Def_25%_P_A1
2021-12-01,2021,12,9,25.25540148112762,0.658,8.53,Def_25%_P_A1
2020-01-01,2020,1,10,12.05138063130796,6.927,162.7,Def_25%_P_A1
2020-02-01,2020,2,10,13.27989533311462,6.934,399.9,Def_25%_P_A1
2020-03-01,2020,3,10,19.091160773857993,6.941,275.43,Def_25%_P_A1
2020-04-01,2020,4,10,21.11563174147517,6.948,296.17,Def_25%_P_A1
2020-05-01,2020,5,10,23.49074940522086,6.955,215.39,Def_25%_P_A1
2020-06-01,2020,6,10,18.12391005308028,6.962,99.63,Def_25%_P_A1
2020-07-01,2020,7,10,11.409941510135644,6.969,74.5,Def_25%_P_A1
2020-08-01,2020,8,10,10.000362395081757,6.976,55.76,Def_25%_P_A1
2020-09-01,2020,9,10,13.658283273303674,6.9830000000000005,73.15,Def_25%_P_A1
2020-10-01,2020,10,10,20.344213896286178,6.99,520.27,Def_25%_P_A1
2020-11-01,2020,11,10,25.072985676942057,6.997000000000001,306.64,Def_25%_P_A1
2020-12-01,2020,12,10,26.483106473560827,7.0040000000000004,86.05,Def_25%_P_A1
2021-01-01,2021,1,10,21.99961976247412,7.011000000000001,137.92,Def_25%_P_A1
2021-02-01,2021,2,10,19.179784295156843,7.018000000000001,167.72,Def_25%_P_A1
2021-03-01,2021,3,10,20.78294754979585,7.025,169.15,Def_25%_P_A1
2021-04-01,2021,4,10,25.302131720902477,7.031999999999999,376.78,Def_25%_P_A1
2021-05-01,2021,5,10,28.045629578446388,7.039,180.72,Def_25%_P_A1
2021-06-01,2021,6,10,26.498168560935696,7.045999999999999,99.46,Def_25%_P_A1
2021-07-01,2021,7,10,21.151729375106015,7.053,42.33,Def_25%_P_A1
2021-08-01,2021,8,10,17.4161346298723,7.06,1.97,Def_25%_P_A1
2021-09-01,2021,9,10,18.15533856891902,7.066999999999999,88.02,Def_25%_P_A1
2021-10-01,2021,10,10,22.488986899679457,7.074,224.74,Def_25%_P_A1
2021-11-01,2021,11,10,26.83665250062406,7.0809999999999995,432.55,Def_25%_P_A1
2021-12-01,2021,12,10,27.90517045120185,7.088,241.66,Def_25%_P_A1
2020-01-01,2020,1,11,12.609366586911781,2.478,70.39,Def_25%_P_A1
2020-02-01,2020,2,11,16.1234582973943,2.481,122.81,Def_25%_P_A1
2020-03-01,2020,3,11,13.488569744519342,2.484,46.71,Def_25%_P_A1
2020-04-01,2020,4,11,16.21061757260111,2.486,179.06,Def_25%_P_A1
2020-05-01,2020,5,11,19.480322408301912,2.489,187.77,Def_25%_P_A1
2020-06-01,2020,6,11,19.734867524558062,2.492,30.8,Def_25%_P_A1
2020-07-01,2020,7,11,17.908606159896216,2.495,67.67,Def_25%_P_A1
2020-08-01,2020,8,11,16.155725213679926,2.497,29.39,Def_25%_P_A1
2020-09-01,2020,9,11,15.807605123091328,2.5,77.5,Def_25%_P_A1
2020-10-01,2020,10,11,16.952737547005757,2.503,104.83,Def_25%_P_A1
2020-11-01,2020,11,11,18.791545997429594,2.506,72.82,Def_25%_P_A1
2020-12-01,2020,12,11,21.640413656288295,2.508,9.08,Def_25%_P_A1
2021-01-01,2021,1,11,18.842707776602232,2.511,27.71,Def_25%_P_A1
2021-02-01,2021,2,11,18.395755407613496,2.514,49.52,Def_25%_P_A1
2021-03-01,2021,3,11,17.14957501666417,2.5170000000000003,87.8,Def_25%_P_A1
2021-04-01,2021,4,11,18.987389327001427,2.519,134.79,Def_25%_P_A1
2021-05-01,2021,5,11,21.77886020851452,2.522,152.1,Def_25%_P_A1
2021-06-01,2021,6,11,22.79447383873685,2.5250000000000004,43.53,Def_25%_P_A1
2021-07-01,2021,7,11,21.38767145857555,2.528,36.5,Def_25%_P_A1
2021-08-01,2021,8,11,19.26302233446485,2.53,22.09,Def_25%_P_A1
2021-09-01,2021,9,11,18.736465676727367,2.533,76.1,Def_25%_P_A1
2021-10-01,2021,10,11,19.564387913157148,2.536,134.41,Def_25%_P_A1
2021-11-01,2021,11,11,22.35291670559525,2.539,167.08,Def_25%_P_A1
2021-12-01,2021,12,11,23.673229349706606,2.541,19.94,Def_25%_P_A1
2020-01-01,2020,1,12,6.879876383562221,3.197,78.41,Def_25%_P_A1
2020-02-01,2020,2,12,10.74573408553338,3.2,52.01,Def_25%_P_A1
2020-03-01,2020,3,12,12.769018869203267,3.2039999999999997,71.31,Def_25%_P_A1
2020-04-01,2020,4,12,15.392848618748074,3.2070000000000003,120.16,Def_25%_P_A1
2020-05-01,2020,5,12,16.334781427640593,3.211,222.53,Def_25%_P_A1
2020-06-01,2020,6,12,17.004239536248562,3.2140000000000004,207.46,Def_25%_P_A1
2020-07-01,2020,7,12,16.741457575615918,3.218,301.13,Def_25%_P_A1
2020-08-01,2020,8,12,16.961882499191667,3.221,275.62,Def_25%_P_A1
2020-09-01,2020,9,12,17.72709268758365,3.225,128.43,Def_25%_P_A1
2020-10-01,2020,10,12,20.111367400446934,3.228,145.73,Def_25%_P_A1
2020-11-01,2020,11,12,20.33182665040883,3.232,68.78,Def_25%_P_A1
2020-12-01,2020,12,12,20.46040162659763,3.235,138.77,Def_25%_P_A1
2021-01-01,2021,1,12,20.584592851062336,3.2390000000000003,89.91,Def_25%_P_A1
2021-02-01,2021,2,12,20.27338745949654,3.2419999999999995,44.64,Def_25%_P_A1
2021-03-01,2021,3,12,21.326572728414202,3.2460000000000004,52.11,Def_25%_P_A1
2021-04-01,2021,4,12,22.66071868810848,3.2489999999999997,132.03,Def_25%_P_A1
2021-05-01,2021,5,12,23.04401227399667,3.253,61.18,Def_25%_P_A1
2021-06-01,2021,6,12,22.725209885123036,3.256,115.81,Def_25%_P_A1
2021-07-01,2021,7,12,22.04932052201969,3.26,41.39,Def_25%_P_A1
2021-08-01,2021,8,12,21.95384678075047,3.263,45.3,Def_25%_P_A1
2021-09-01,2021,9,12,22.604271786099584,3.267,8.45,Def_25%_P_A1
2021-10-01,2021,10,12,23.50921515475852,3.27,189.1,Def_25%_P_A1
2021-11-01,2021,11,12,23.88176855084218,3.274,191.69,Def_25%_P_A1
2021-12-01,2021,12,12,23.348145668034718,3.277,56.68,Def_25%_P_A1
2020-01-01,2020,1,13,95.07648317216815,5.7860000000000005,391.64,Def_25%_P_A1
2020-02-01,2020,2,13,128.42318514609605,5.792,183.73,Def_25%_P_A1
2020-03-01,2020,3,13,203.19859119630968,5.798,274.9,Def_25%_P_A1
2020-04-01,2020,4,13,279.82583281118434,5.803,338.75,Def_25%_P_A1
2020-05-01,2020,5,13,284.87979125325955,5.809,634.11,Def_25%_P_A1
2020-06-01,2020,6,13,219.4885044878963,5.815,48.06,Def_25%_P_A1
2020-07-01,2020,7,13,154.16665625906674,5.821,112.57,Def_25%_P_A1
2020-08-01,2020,8,13,122.40268558859057,5.826,183.9,Def_25%_P_A1
2020-09-01,2020,9,13,135.5371917621527,5.832,309.11,Def_25%_P_A1
2020-10-01,2020,10,13,175.09684944150862,5.838,644.54,Def_25%_P_A1
2020-11-01,2020,11,13,179.66845712538148,5.844,450.19,Def_25%_P_A1
2020-12-01,2020,12,13,171.57685700242854,5.849,202.04,Def_25%_P_A1
2021-01-01,2021,1,13,167.09991839633372,5.8549999999999995,193.57,Def_25%_P_A1
2021-02-01,2021,2,13,190.00958706125908,5.861000000000001,301.0,Def_25%_P_A1
2021-03-01,2021,3,13,243.82471493523911,5.867,507.11,Def_25%_P_A1
2021-04-01,2021,4,13,298.24153705044716,5.872,490.2,Def_25%_P_A1
2021-05-01,2021,5,13,305.0027360881795,5.878,302.33,Def_25%_P_A1
2021-06-01,2021,6,13,262.16847546374845,5.884,133.21,Def_25%_P_A1
2021-07-01,2021,7,13,207.9242624875382,5.89,157.31,Def_25%_P_A1
2021-08-01,2021,8,13,180.18390505545503,5.8950000000000005,80.71,Def_25%_P_A1
2021-09-01,2021,9,13,187.8017616088737,5.901,369.7,Def_25%_P_A1
2021-10-01,2021,10,13,212.50968737396275,5.907,367.91,Def_25%_P_A1
2021-11-01,2021,11,13,217.57897484943,5.913,358.89,Def_25%_P_A1
2021-12-01,2021,12,13,197.98085098873682,5.918,367.52,Def_25%_P_A1
2020-01-01,2020,1,14,48.12579319052567,1.7510000000000001,94.94,Def_25%_P_A1
2020-02-01,2020,2,14,60.00375995396589,1.7530000000000001,24.17,Def_25%_P_A1
2020-03-01,2020,3,14,49.10948908433559,1.754,188.52,Def_25%_P_A1
2020-04-01,2020,4,14,55.00217591149817,1.756,215.72,Def_25%_P_A1
2020-05-01,2020,5,14,67.9058169104193,1.7579999999999998,330.81,Def_25%_P_A1
2020-06-01,2020,6,14,77.9717427491102,1.76,186.17,Def_25%_P_A1
2020-07-01,2020,7,14,79.65691280021454,1.7610000000000001,239.79,Def_25%_P_A1
2020-08-01,2020,8,14,69.95144315340298,1.763,150.27,Def_25%_P_A1
2020-09-01,2020,9,14,72.21316033488128,1.765,154.63,Def_25%_P_A1
2020-10-01,2020,10,14,80.74684366002484,1.7670000000000001,299.51,Def_25%_P_A1
2020-11-01,2020,11,14,90.01705154201895,1.7680000000000002,110.36,Def_25%_P_A1
2020-12-01,2020,12,14,88.10345188052231,1.77,14.78,Def_25%_P_A1
2021-01-01,2021,1,14,88.80296398920424,1.772,56.79,Def_25%_P_A1
2021-02-01,2021,2,14,84.16484431683615,1.7739999999999998,68.57,Def_25%_P_A1
2021-03-01,2021,3,14,79.47881501884434,1.775,104.07,Def_25%_P_A1
2021-04-01,2021,4,14,88.99177546183276,1.7770000000000001,184.84,Def_25%_P_A1
2021-05-01,2021,5,14,101.41651659337329,1.779,290.51,Def_25%_P_A1
2021-06-01,2021,6,14,106.01500699969475,1.781,140.92,Def_25%_P_A1
