mc,Bias,MAE,MSE,RMSE
1,0.17268613457679752,0.7311462446053824,0.8883965563549467,0.9425479066630761
2,-0.1348203150431321,8.725725440979003,101.96430133144479,10.097737436250004
3,22.52563063303629,53.51346858978271,5231.42681087501,72.32860299269585
4,-2.101611516475677,2.492605171998342,8.055050641540927,2.838142110878334
5,12.949175573984784,15.034461358388265,414.0695116276361,20.348698032739982
6,6.249706989924111,11.8213805103302,268.89286682494674,16.397953129123973
7,31.73466870626113,72.29609352112713,8157.640835006688,90.3196591834064
8,5.28645374932822,12.891250362392539,288.35557688808467,16.981035801389876
9,3.478974587955397,4.548055735865991,42.51458557141809,6.520320971502714
10,3.608238325648843,4.415805310143367,33.6667737971101,5.802307626893812
11,2.372654840137757,8.016866592375433,118.83940774665274,10.901348895740046
12,8.475947564442952,12.219934724171955,281.3890714432234,16.77465562815593
13,-208.57224562585472,208.57224562585475,50336.45441429996,224.35787130007265
14,-2.0032478849646354,25.99253867848373,1021.4887214598175,31.960737185800603
15,10.31471749515935,21.423176296430857,749.7182607762485,27.380983561155148
16,-43.845724667024,143.29168732028805,26157.459421975993,161.73267889321562
17,4.150355143703737,4.150355143703737,23.48435524276769,4.846065955263887
18,4.589676400189947,9.237302196653712,169.07594188008122,13.002920513487776
19,1.820799464148604,5.012563262374623,60.35240692716284,7.768681157517204
20,-63.30061793517669,72.7756992645278,6669.1259388552535,81.66471660916514
21,0.3940600156784056,1.7119659805297853,4.818315514063046,2.1950661753266223
22,-77.84380924861833,100.2650843956276,18675.443457318408,136.6581262030122
23,54.11204152743022,64.16424761772156,8939.045124652926,94.54652359898235
24,1.7290021794813264,5.584346854522855,78.22600854074837,8.844546825063926
25,1.370519559383392,2.3879643591245014,11.621763064973445,3.409070704015017
26,97.65733218711024,97.65733218711023,47463.22476661874,217.86056266937973
27,0.5118904781341546,6.343832883834839,159.75165115556834,12.639289978300535
28,-32.61081639155727,33.99475846467727,2089.740983215124,45.71368485710951
29,1.4259070078531908,3.857547721862794,21.814350242752607,4.670583501314649
30,0.4931231967573595,3.5045509156086614,25.903971177241075,5.0895944020364805
31,1.0082032407654649,1.5567945901551965,3.6040884072044537,1.8984436802824711
32,-0.6720541000366209,8.577301769256593,103.31861028995115,10.164576247436543
33,-1.08273197054863,1.8309600802262622,4.35133670427336,2.085985787169548
34,79.10536137456592,93.07997168204753,16547.49859241962,128.637080938661
35,50.09971363348458,76.06723513142606,8635.125155794925,92.92537412243722
36,37.01331609090223,61.155332787830325,6968.090027029838,83.47508626548306
37,-0.39391874974363095,38.645745778659325,2111.206304660964,45.94786507185034
38,12.821297148810487,14.28091194068061,352.77003407473086,18.782173305417317
39,60.70792577109949,220.08254969279133,86295.42607197382,293.7608314121776
40,200.61842391967744,605.5830354309961,660901.9541192803,812.9587653253271
41,640.2190141465875,1494.966624620233,4110552.3898134753,2027.4497255945646
42,84.51591135660266,700.6067977905344,677855.1152976596,823.3195705785571
43,90.01249092830794,181.33795819536036,48157.39383632329,219.44792966971298
44,-525.5604217122409,624.818511067721,530370.6117813251,728.2654816626455
45,214.00075536090182,475.1637545267463,497722.91786944476,705.4948035736654
46,258.9171004231551,1064.4144130452144,1978331.7067949593,1406.5318008473748
47,841.1344125366189,2000.0430087280445,6984891.030039337,2642.8944417133534
48,722.881366170241,2443.128260945645,8431747.739381343,2903.747189302358
