MC,date,year,month,flow,model_type,climate_change_scenario,loss_cover_scenario
21,2021-01,2021,1,10.456770569392752,VAR,1,0
21,2021-02,2021,2,10.144555238900075,VAR,1,0
21,2021-03,2021,3,10.175499482528906,VAR,1,0
21,2021-04,2021,4,10.474104312978822,VAR,1,0
21,2021-05,2021,5,11.260646799559748,VAR,1,0
21,2021-06,2021,6,12.242038775860387,VAR,1,0
21,2021-07,2021,7,12.783436629014249,VAR,1,0
21,2021-08,2021,8,12.048278092351095,VAR,1,0
21,2021-09,2021,9,11.191614890733314,VAR,1,0
21,2021-10,2021,10,10.735359759932633,VAR,1,0
21,2021-11,2021,11,10.823111755160305,VAR,1,0
21,2021-12,2021,12,10.994125690841972,VAR,1,0
21,2020-01,2020,1,78.51634819870756,VAR,1,25
21,2020-02,2020,2,69.02786820091339,VAR,1,25
21,2020-03,2020,3,54.444048326030035,VAR,1,25
21,2020-04,2020,4,165.28904837049816,VAR,1,25
21,2020-05,2020,5,340.4921004326736,VAR,1,25
21,2020-06,2020,6,405.4905799697404,VAR,1,25
21,2020-07,2020,7,360.3904705254738,VAR,1,25
21,2020-08,2020,8,256.0081653487383,VAR,1,25
21,2020-09,2020,9,201.420914483439,VAR,1,25
21,2020-10,2020,10,164.2450884181605,VAR,1,25
21,2020-11,2020,11,103.03460738071804,VAR,1,25
21,2020-12,2020,12,63.748452022247925,VAR,1,25
21,2021-01,2021,1,60.719655733616115,VAR,1,25
21,2021-02,2021,2,58.32714470189677,VAR,1,25
21,2021-03,2021,3,72.61946247909687,VAR,1,25
21,2021-04,2021,4,152.03730745809872,VAR,1,25
21,2021-05,2021,5,258.0705742536375,VAR,1,25
21,2021-06,2021,6,306.79278475687636,VAR,1,25
21,2021-07,2021,7,288.16290243942296,VAR,1,25
21,2021-08,2021,8,235.39149583111026,VAR,1,25
21,2021-09,2021,9,181.10231415580967,VAR,1,25
21,2021-10,2021,10,128.78011083447913,VAR,1,25
21,2021-11,2021,11,80.121335158063,VAR,1,25
21,2021-12,2021,12,51.504384920849525,VAR,1,25
23,2020-01,2020,1,42.01503821072611,VAR,1,0
23,2020-02,2020,2,36.27627156980175,VAR,1,0
23,2020-03,2020,3,88.534766932204,VAR,1,0
23,2020-04,2020,4,171.37826261551197,VAR,1,0
23,2020-05,2020,5,217.8062603598572,VAR,1,0
23,2020-06,2020,6,215.89783028211752,VAR,1,0
23,2020-07,2020,7,164.63443973399652,VAR,1,0
23,2020-08,2020,8,125.72177872613022,VAR,1,0
23,2020-09,2020,9,116.17711588791346,VAR,1,0
23,2020-10,2020,10,122.65955225585682,VAR,1,0
23,2020-11,2020,11,115.17845363618387,VAR,1,0
23,2020-12,2020,12,78.56561435600456,VAR,1,0
23,2021-01,2021,1,50.18056483687252,VAR,1,0
23,2021-02,2021,2,51.97408727549362,VAR,1,0
23,2021-03,2021,3,97.27626363741484,VAR,1,0
23,2021-04,2021,4,164.44460897789122,VAR,1,0
23,2021-05,2021,5,203.26640424783906,VAR,1,0
23,2021-06,2021,6,200.70195349120976,VAR,1,0
23,2021-07,2021,7,163.92386343525573,VAR,1,0
23,2021-08,2021,8,128.67543474450358,VAR,1,0
23,2021-09,2021,9,118.21974432502384,VAR,1,0
23,2021-10,2021,10,118.11211224845249,VAR,1,0
23,2021-11,2021,11,108.38495931146299,VAR,1,0
23,2021-12,2021,12,82.73659095650393,VAR,1,0
24,2020-01,2020,1,15.775048287793732,VAR,1,0
24,2020-02,2020,2,16.162318434920834,VAR,1,0
24,2020-03,2020,3,16.806175726058108,VAR,1,0
24,2020-04,2020,4,17.519332701255387,VAR,1,0
24,2020-05,2020,5,19.222903882602814,VAR,1,0
24,2020-06,2020,6,17.92751818624537,VAR,1,0
24,2020-07,2020,7,17.13193861679898,VAR,1,0
24,2020-08,2020,8,17.146078335254646,VAR,1,0
24,2020-09,2020,9,17.261433613892272,VAR,1,0
24,2020-10,2020,10,17.916343531546218,VAR,1,0
24,2020-11,2020,11,17.88385227076791,VAR,1,0
24,2020-12,2020,12,17.567001904488016,VAR,1,0
24,2021-01,2021,1,17.391933348483523,VAR,1,0
24,2021-02,2021,2,17.35639377738877,VAR,1,0
24,2021-03,2021,3,17.537318666323493,VAR,1,0
24,2021-04,2021,4,17.628460814783143,VAR,1,0
24,2021-05,2021,5,17.574393288144574,VAR,1,0
24,2021-06,2021,6,17.478442083098816,VAR,1,0
24,2021-07,2021,7,17.419121613578515,VAR,1,0
24,2021-08,2021,8,17.44389438283834,VAR,1,0
24,2021-09,2021,9,17.485677813622864,VAR,1,0
24,2021-10,2021,10,17.49030515169352,VAR,1,0
24,2021-11,2021,11,17.458194362373764,VAR,1,0
24,2021-12,2021,12,17.420509502802393,VAR,1,0
25,2020-01,2020,1,6.407160144924491,VAR,1,0
25,2020-02,2020,2,7.095779022266196,VAR,1,0
25,2020-03,2020,3,9.302216184309227,VAR,1,0
25,2020-04,2020,4,12.882273853453984,VAR,1,0
25,2020-05,2020,5,13.121802900616164,VAR,1,0
25,2020-06,2020,6,10.462954443839417,VAR,1,0
25,2020-07,2020,7,7.860992564923353,VAR,1,0
25,2020-08,2020,8,7.879523575602138,VAR,1,0
25,2020-09,2020,9,9.730785879713034,VAR,1,0
25,2020-10,2020,10,12.075870200507376,VAR,1,0
25,2020-11,2020,11,12.510835555667882,VAR,1,0
25,2020-12,2020,12,10.94754698129081,VAR,1,0
25,2021-01,2021,1,9.058379230724595,VAR,1,0
25,2021-02,2021,2,8.789445353263721,VAR,1,0
25,2021-03,2021,3,10.047199961689694,VAR,1,0
25,2021-04,2021,4,11.660581867264455,VAR,1,0
25,2021-05,2021,5,12.120210289502745,VAR,1,0
25,2021-06,2021,6,11.174340403929962,VAR,1,0
25,2021-07,2021,7,9.88038068201707,VAR,1,0
25,2021-08,2021,8,9.54273545962332,VAR,1,0
25,2021-09,2021,9,10.342890943263548,VAR,1,0
25,2021-10,2021,10,11.465250779801078,VAR,1,0
25,2021-11,2021,11,11.881365168993092,VAR,1,0
25,2021-12,2021,12,11.323744991743146,VAR,1,0
26,2020-01,2020,1,-13.018190514892304,VAR,1,0
26,2020-02,2020,2,-21.240295884266576,VAR,1,0
26,2020-03,2020,3,-11.383276062926855,VAR,1,0
26,2020-04,2020,4,-8.629503495080035,VAR,1,0
26,2020-05,2020,5,15.048735470273671,VAR,1,0
26,2020-06,2020,6,14.120235384375903,VAR,1,0
26,2020-07,2020,7,-28.29139521374877,VAR,1,0
26,2020-08,2020,8,-24.188538526223866,VAR,1,0
26,2020-09,2020,9,-31.91590836515882,VAR,1,0
26,2020-10,2020,10,-2.8543005379249564,VAR,1,0
26,2020-11,2020,11,10.437108093245458,VAR,1,0
26,2020-12,2020,12,6.3349294201243005,VAR,1,0
26,2021-01,2021,1,0.5682589261665179,VAR,1,0
26,2021-02,2021,2,-11.75707480309383,VAR,1,0
26,2021-03,2021,3,-11.625760956183033,VAR,1,0
26,2021-04,2021,4,-10.11303048643909,VAR,1,0
26,2021-05,2021,5,0.0589492594926142,VAR,1,0
26,2021-06,2021,6,1.84241719548308,VAR,1,0
26,2021-07,2021,7,-15.949258641535186,VAR,1,0
26,2021-08,2021,8,-19.37134359302604,VAR,1,0
26,2021-09,2021,9,-20.432340866942305,VAR,1,0
26,2021-10,2021,10,-6.403587618667403,VAR,1,0
26,2021-11,2021,11,2.9133283967009547,VAR,1,0
26,2021-12,2021,12,-1.8524616647021648,VAR,1,0
27,2020-01,2020,1,19.83516991813936,VAR,1,0
27,2020-02,2020,2,18.88422777813904,VAR,1,0
27,2020-03,2020,3,25.248701451005026,VAR,1,0
27,2020-04,2020,4,27.250422585482163,VAR,1,0
27,2020-05,2020,5,25.124528960499028,VAR,1,0
27,2020-06,2020,6,27.01387779078102,VAR,1,0
27,2020-07,2020,7,19.778883016239234,VAR,1,0
27,2020-08,2020,8,20.824115762051374,VAR,1,0
27,2020-09,2020,9,14.563538495739934,VAR,1,0
27,2020-10,2020,10,18.85859157164468,VAR,1,0
27,2020-11,2020,11,20.23387632377515,VAR,1,0
27,2020-12,2020,12,21.06006072513357,VAR,1,0
27,2021-01,2021,1,15.869596139400654,VAR,1,0
27,2021-02,2021,2,15.656792907039108,VAR,1,0
27,2021-03,2021,3,17.174546870596508,VAR,1,0
27,2021-04,2021,4,19.694398200356073,VAR,1,0
27,2021-05,2021,5,20.701485553487394,VAR,1,0
27,2021-06,2021,6,20.794556059956427,VAR,1,0
27,2021-07,2021,7,17.253992858036447,VAR,1,0
27,2021-08,2021,8,17.591978485662118,VAR,1,0
27,2021-09,2021,9,15.549862900831773,VAR,1,0
27,2021-10,2021,10,18.151674133303253,VAR,1,0
27,2021-11,2021,11,18.719840694131992,VAR,1,0
27,2021-12,2021,12,19.448460061368774,VAR,1,0
28,2020-01,2020,1,53.13061729987839,VAR,1,0
28,2020-02,2020,2,25.422017392676665,VAR,1,0
28,2020-03,2020,3,17.672949046012693,VAR,1,0
28,2020-04,2020,4,41.79133644942925,VAR,1,0
28,2020-05,2020,5,70.99148899882539,VAR,1,0
28,2020-06,2020,6,107.65702111826769,VAR,1,0
28,2020-07,2020,7,111.74630941581712,VAR,1,0
28,2020-08,2020,8,109.33822236913299,VAR,1,0
28,2020-09,2020,9,122.05814806376921,VAR,1,0
28,2020-10,2020,10,103.27854490460831,VAR,1,0
28,2020-11,2020,11,90.21200673783954,VAR,1,0
28,2020-12,2020,12,75.09959102503808,VAR,1,0
28,2021-01,2021,1,56.51517404338448,VAR,1,0
28,2021-02,2021,2,35.305375323368956,VAR,1,0
28,2021-03,2021,3,29.4343071079464,VAR,1,0
28,2021-04,2021,4,44.20658358285425,VAR,1,0
28,2021-05,2021,5,67.67736390663579,VAR,1,0
28,2021-06,2021,6,94.865962761098,VAR,1,0
28,2021-07,2021,7,107.16831149374133,VAR,1,0
28,2021-08,2021,8,111.16995389191774,VAR,1,0
28,2021-09,2021,9,112.14936002589687,VAR,1,0
28,2021-10,2021,10,104.19568439535747,VAR,1,0
28,2021-11,2021,11,91.9205946882064,VAR,1,0
28,2021-12,2021,12,75.84176065790953,VAR,1,0
29,2020-01,2020,1,53.007596853851005,VAR,1,0
29,2020-02,2020,2,59.02649067026906,VAR,1,0
29,2020-03,2020,3,57.240792056706496,VAR,1,0
29,2020-04,2020,4,55.47798550138397,VAR,1,0
29,2020-05,2020,5,61.41269810986498,VAR,1,0
29,2020-06,2020,6,56.3573147148369,VAR,1,0
29,2020-07,2020,7,57.86399477187294,VAR,1,0
29,2020-08,2020,8,55.2615946469283,VAR,1,0
29,2020-09,2020,9,56.11169974286007,VAR,1,0
29,2020-10,2020,10,56.908261738969784,VAR,1,0
29,2020-11,2020,11,55.72637159570446,VAR,1,0
29,2020-12,2020,12,56.72523617534566,VAR,1,0
29,2021-01,2021,1,56.61319449836442,VAR,1,0
29,2021-02,2021,2,55.972178099019935,VAR,1,0
29,2021-03,2021,3,56.18332334882845,VAR,1,0
29,2021-04,2021,4,55.38322068308421,VAR,1,0
29,2021-05,2021,5,55.89802319601553,VAR,1,0
29,2021-06,2021,6,55.56181395464838,VAR,1,0
29,2021-07,2021,7,55.45996851053098,VAR,1,0
29,2021-08,2021,8,55.65276880936482,VAR,1,0
29,2021-09,2021,9,55.30718080371827,VAR,1,0
29,2021-10,2021,10,55.37097844600535,VAR,1,0
29,2021-11,2021,11,55.139618608362106,VAR,1,0
29,2021-12,2021,12,55.02912113940711,VAR,1,0
30,2020-01,2020,1,20.78027915834384,VAR,1,0
30,2020-02,2020,2,19.218709896013085,VAR,1,0
30,2020-03,2020,3,18.90449581410069,VAR,1,0
30,2020-04,2020,4,23.29512479912172,VAR,1,0
30,2020-05,2020,5,17.757814778409966,VAR,1,0
30,2020-06,2020,6,12.281826220190293,VAR,1,0
30,2020-07,2020,7,7.268107507295678,VAR,1,0
30,2020-08,2020,8,4.120102574865657,VAR,1,0
30,2020-09,2020,9,3.2136935483934885,VAR,1,0
30,2020-10,2020,10,4.961234223112908,VAR,1,0
30,2020-11,2020,11,10.200535587927359,VAR,1,0
30,2020-12,2020,12,16.60073033830843,VAR,1,0
30,2021-01,2021,1,20.91964037204449,VAR,1,0
30,2021-02,2021,2,20.961194849905926,VAR,1,0
30,2021-03,2021,3,21.951603144141725,VAR,1,0
30,2021-04,2021,4,22.405672589881267,VAR,1,0
30,2021-05,2021,5,20.26866377178185,VAR,1,0
30,2021-06,2021,6,17.024911634553476,VAR,1,0
30,2021-07,2021,7,12.108403897032563,VAR,1,0
30,2021-08,2021,8,8.345823703867358,VAR,1,0
30,2021-09,2021,9,6.114550563775854,VAR,1,0
30,2021-10,2021,10,6.446152845025809,VAR,1,0
30,2021-11,2021,11,10.178461936921586,VAR,1,0
30,2021-12,2021,12,14.723167899502316,VAR,1,0
31,2020-01,2020,1,7.097182825974794,VAR,1,0
31,2020-02,2020,2,8.489527387987712,VAR,1,0
31,2020-03,2020,3,8.666777932673844,VAR,1,0
31,2020-04,2020,4,8.314536709865113,VAR,1,0
31,2020-05,2020,5,10.530916940322511,VAR,1,0
31,2020-06,2020,6,9.785585068065595,VAR,1,0
31,2020-07,2020,7,10.313724612540733,VAR,1,0
31,2020-08,2020,8,7.319306675137759,VAR,1,0
31,2020-09,2020,9,5.729213474133887,VAR,1,0
31,2020-10,2020,10,6.28130219435421,VAR,1,0
31,2020-11,2020,11,6.953657523339637,VAR,1,0
31,2020-12,2020,12,8.694728454291027,VAR,1,0
31,2021-01,2021,1,8.679431098989015,VAR,1,0
31,2021-02,2021,2,9.186642438811496,VAR,1,0
31,2021-03,2021,3,9.146124366042352,VAR,1,0
31,2021-04,2021,4,9.310901010664127,VAR,1,0
31,2021-05,2021,5,10.410220876908998,VAR,1,0
31,2021-06,2021,6,10.657004936095417,VAR,1,0
31,2021-07,2021,7,10.35089834084081,VAR,1,0
31,2021-08,2021,8,8.670105418155106,VAR,1,0
31,2021-09,2021,9,7.2825262195266935,VAR,1,0
31,2021-10,2021,10,7.294616787744419,VAR,1,0
31,2021-11,2021,11,7.727444730930626,VAR,1,0
31,2021-12,2021,12,8.698697664450307,VAR,1,0
31,2020-01,2020,1,43.78444849117654,VAR,1,25
31,2020-02,2020,2,35.03183906012628,VAR,1,25
31,2020-03,2020,3,36.734360718733114,VAR,1,25
31,2020-04,2020,4,39.51480649235293,VAR,1,25
31,2020-05,2020,5,40.360675073007,VAR,1,25
31,2020-06,2020,6,45.05659740113275,VAR,1,25
31,2020-07,2020,7,45.199550385356424,VAR,1,25
31,2020-08,2020,8,37.24941879828634,VAR,1,25
31,2020-09,2020,9,33.93251765964209,VAR,1,25
31,2020-10,2020,10,34.66452623922552,VAR,1,25
31,2020-11,2020,11,37.53811022192932,VAR,1,25
31,2020-12,2020,12,40.48690934891272,VAR,1,25
31,2021-01,2021,1,40.0355357822425,VAR,1,25
31,2021-02,2021,2,37.50664952111856,VAR,1,25
31,2021-03,2021,3,38.40197002509753,VAR,1,25
31,2021-04,2021,4,41.76064818323928,VAR,1,25
31,2021-05,2021,5,44.37748688384183,VAR,1,25
31,2021-06,2021,6,45.68367199712486,VAR,1,25
31,2021-07,2021,7,43.541753684159104,VAR,1,25
31,2021-08,2021,8,38.34065968132985,VAR,1,25
31,2021-09,2021,9,35.314286069294404,VAR,1,25
31,2021-10,2021,10,36.44588721290933,VAR,1,25
31,2021-11,2021,11,38.96268095937636,VAR,1,25
31,2021-12,2021,12,40.92933809907054,VAR,1,25
33,2020-01,2020,1,7.237583102021942,VAR,1,0
33,2020-02,2020,2,7.260503330412336,VAR,1,0
33,2020-03,2020,3,7.10204255879665,VAR,1,0
33,2020-04,2020,4,7.0592183221949645,VAR,1,0
33,2020-05,2020,5,6.270761467342116,VAR,1,0
33,2020-06,2020,6,5.127568089591742,VAR,1,0
33,2020-07,2020,7,4.339656009087906,VAR,1,0
33,2020-08,2020,8,3.4788149383569094,VAR,1,0
33,2020-09,2020,9,3.3209771025366934,VAR,1,0
33,2020-10,2020,10,4.078657077146659,VAR,1,0
33,2020-11,2020,11,5.831781506967579,VAR,1,0
33,2020-12,2020,12,7.331332782372508,VAR,1,0
33,2021-01,2021,1,7.340386039918629,VAR,1,0
33,2021-02,2021,2,7.4940289791997134,VAR,1,0
33,2021-03,2021,3,7.498880046720033,VAR,1,0
33,2021-04,2021,4,7.679386431554684,VAR,1,0
33,2021-05,2021,5,7.055621056575713,VAR,1,0
33,2021-06,2021,6,6.165550040287906,VAR,1,0
33,2021-07,2021,7,5.172855026461019,VAR,1,0
33,2021-08,2021,8,4.456065126286934,VAR,1,0
33,2021-09,2021,9,4.303525129210492,VAR,1,0
33,2021-10,2021,10,4.844765297075638,VAR,1,0
33,2021-11,2021,11,6.033324640805318,VAR,1,0
33,2021-12,2021,12,7.092915094506853,VAR,1,0
34,2020-01,2020,1,190.1812692634116,VAR,1,0
34,2020-02,2020,2,300.607084722468,VAR,1,0
34,2020-03,2020,3,334.9411026602553,VAR,1,0
34,2020-04,2020,4,396.3376988130556,VAR,1,0
34,2020-05,2020,5,416.7097670526202,VAR,1,0
34,2020-06,2020,6,399.598782707826,VAR,1,0
34,2020-07,2020,7,394.51784236788353,VAR,1,0
34,2020-08,2020,8,338.06521352211263,VAR,1,0
34,2020-09,2020,9,308.0025783696268,VAR,1,0
34,2020-10,2020,10,241.5092289707027,VAR,1,0
34,2020-11,2020,11,200.5835027951306,VAR,1,0
34,2020-12,2020,12,201.92437577404567,VAR,1,0
34,2021-01,2021,1,208.70173119999689,VAR,1,0
34,2021-02,2021,2,273.72157406430944,VAR,1,0
34,2021-03,2021,3,326.0994669680697,VAR,1,0
34,2021-04,2021,4,372.8017127793389,VAR,1,0
34,2021-05,2021,5,379.0191381350608,VAR,1,0
34,2021-06,2021,6,394.0556849012828,VAR,1,0
34,2021-07,2021,7,355.7422836993473,VAR,1,0
34,2021-08,2021,8,336.9082591259452,VAR,1,0
34,2021-09,2021,9,290.6555513186613,VAR,1,0
34,2021-10,2021,10,244.00197601508617,VAR,1,0
34,2021-11,2021,11,220.59849474910527,VAR,1,0
34,2021-12,2021,12,205.36888739980805,VAR,1,0
35,2020-01,2020,1,297.51634265452265,VAR,1,0
35,2020-02,2020,2,326.06913111271314,VAR,1,0
35,2020-03,2020,3,393.35545217431763,VAR,1,0
35,2020-04,2020,4,404.37795842021967,VAR,1,0
35,2020-05,2020,5,435.06658026499366,VAR,1,0
35,2020-06,2020,6,441.34318776157465,VAR,1,0
35,2020-07,2020,7,439.11727435984216,VAR,1,0
35,2020-08,2020,8,319.36406611566264,VAR,1,0
35,2020-09,2020,9,277.1927470806531,VAR,1,0
35,2020-10,2020,10,257.1019305948548,VAR,1,0
35,2020-11,2020,11,293.8667926332197,VAR,1,0
35,2020-12,2020,12,304.09202594367605,VAR,1,0
35,2021-01,2021,1,300.78144541883,VAR,1,0
35,2021-02,2021,2,337.8071693395312,VAR,1,0
35,2021-03,2021,3,379.74141098496966,VAR,1,0
35,2021-04,2021,4,404.23082379748587,VAR,1,0
35,2021-05,2021,5,424.65591989099386,VAR,1,0
35,2021-06,2021,6,428.18590790892455,VAR,1,0
35,2021-07,2021,7,400.89483652913253,VAR,1,0
35,2021-08,2021,8,337.1207189893288,VAR,1,0
35,2021-09,2021,9,278.153935753016,VAR,1,0
35,2021-10,2021,10,268.5374039425829,VAR,1,0
35,2021-11,2021,11,279.5003757538501,VAR,1,0
35,2021-12,2021,12,298.58915238305275,VAR,1,0
36,2020-01,2020,1,8.857413635005152,VAR,1,0
36,2020-02,2020,2,22.97220634470819,VAR,1,0
36,2020-03,2020,3,81.30756839281003,VAR,1,0
36,2020-04,2020,4,180.387409758066,VAR,1,0
36,2020-05,2020,5,230.29544024198813,VAR,1,0
36,2020-06,2020,6,215.00623116421275,VAR,1,0
36,2020-07,2020,7,159.32429558359513,VAR,1,0
36,2020-08,2020,8,130.62320168526043,VAR,1,0
36,2020-09,2020,9,133.6880607397243,VAR,1,0
36,2020-10,2020,10,140.8512478354863,VAR,1,0
36,2020-11,2020,11,125.72114138101662,VAR,1,0
36,2020-12,2020,12,55.66434817067094,VAR,1,0
36,2021-01,2021,1,15.177196040353847,VAR,1,0
36,2021-02,2021,2,23.842039277354964,VAR,1,0
36,2021-03,2021,3,90.61355314406168,VAR,1,0
36,2021-04,2021,4,168.247479618186,VAR,1,0
36,2021-05,2021,5,211.9142100517791,VAR,1,0
36,2021-06,2021,6,196.50697748345095,VAR,1,0
36,2021-07,2021,7,151.68572028163837,VAR,1,0
36,2021-08,2021,8,128.32513249381503,VAR,1,0
36,2021-09,2021,9,125.65552230069142,VAR,1,0
36,2021-10,2021,10,131.38782763509437,VAR,1,0
36,2021-11,2021,11,109.98827244798196,VAR,1,0
36,2021-12,2021,12,60.697995361473815,VAR,1,0
37,2020-01,2020,1,81.72772109166803,VAR,1,0
37,2020-02,2020,2,21.182730576365454,VAR,1,0
37,2020-03,2020,3,63.5415195739836,VAR,1,0
37,2020-04,2020,4,128.26877902871618,VAR,1,0
37,2020-05,2020,5,171.84057603644527,VAR,1,0
37,2020-06,2020,6,115.60932077498144,VAR,1,0
37,2020-07,2020,7,54.857474780509826,VAR,1,0
37,2020-08,2020,8,4.285485809939743,VAR,1,0
37,2020-09,2020,9,28.008999484420823,VAR,1,0
37,2020-10,2020,10,84.38890150176577,VAR,1,0
37,2020-11,2020,11,137.74968632783288,VAR,1,0
37,2020-12,2020,12,115.93875182008014,VAR,1,0
37,2021-01,2021,1,66.50618957842488,VAR,1,0
37,2021-02,2021,2,27.99243421783858,VAR,1,0
37,2021-03,2021,3,41.3592616048139,VAR,1,0
37,2021-04,2021,4,96.49012374966944,VAR,1,0
37,2021-05,2021,5,137.6061609832905,VAR,1,0
37,2021-06,2021,6,104.44072773745391,VAR,1,0
37,2021-07,2021,7,49.234071975260036,VAR,1,0
37,2021-08,2021,8,7.9316986470009425,VAR,1,0
37,2021-09,2021,9,24.609657281497988,VAR,1,0
37,2021-10,2021,10,82.61210710856582,VAR,1,0
37,2021-11,2021,11,126.71344795972492,VAR,1,0
37,2021-12,2021,12,115.82162600193467,VAR,1,0
38,2020-01,2020,1,61.98441374210371,VAR,1,0
38,2020-02,2020,2,58.1217441754811,VAR,1,0
38,2020-03,2020,3,74.29936098999315,VAR,1,0
38,2020-04,2020,4,73.52904986069126,VAR,1,0
38,2020-05,2020,5,86.59474007433005,VAR,1,0
38,2020-06,2020,6,77.5566453825782,VAR,1,0
38,2020-07,2020,7,75.18588518273377,VAR,1,0
38,2020-08,2020,8,66.78228615591485,VAR,1,0
38,2020-09,2020,9,58.73779241279293,VAR,1,0
38,2020-10,2020,10,53.42097516648086,VAR,1,0
38,2020-11,2020,11,51.601861020305854,VAR,1,0
38,2020-12,2020,12,50.9320917165514,VAR,1,0
38,2021-01,2021,1,60.13579042993607,VAR,1,0
38,2021-02,2021,2,63.267180035875356,VAR,1,0
38,2021-03,2021,3,72.57484108189013,VAR,1,0
38,2021-04,2021,4,75.11880841850856,VAR,1,0
38,2021-05,2021,5,81.88964847112953,VAR,1,0
38,2021-06,2021,6,80.41853104166022,VAR,1,0
38,2021-07,2021,7,77.17705774048746,VAR,1,0
38,2021-08,2021,8,71.26870382786947,VAR,1,0
38,2021-09,2021,9,64.90574740817054,VAR,1,0
38,2021-10,2021,10,59.54589632401742,VAR,1,0
38,2021-11,2021,11,57.03835135575756,VAR,1,0
38,2021-12,2021,12,56.372824413163,VAR,1,0
39,2020-01,2020,1,80.8755963675325,VAR,1,0
39,2020-02,2020,2,44.732358894130925,VAR,1,0
39,2020-03,2020,3,485.9431215282524,VAR,1,0
39,2020-04,2020,4,891.6945266797577,VAR,1,0
39,2020-05,2020,5,1306.3801683118695,VAR,1,0
39,2020-06,2020,6,1383.475278073482,VAR,1,0
39,2020-07,2020,7,1163.6293505764688,VAR,1,0
39,2020-08,2020,8,966.9018469671482,VAR,1,0
39,2020-09,2020,9,845.8818077829515,VAR,1,0
39,2020-10,2020,10,919.0531478650107,VAR,1,0
39,2020-11,2020,11,796.9501940369527,VAR,1,0
39,2020-12,2020,12,455.5146553475328,VAR,1,0
39,2021-01,2021,1,167.68684220199447,VAR,1,0
39,2021-02,2021,2,128.55390380184534,VAR,1,0
39,2021-03,2021,3,474.26284964412065,VAR,1,0
39,2021-04,2021,4,891.7642756274344,VAR,1,0
39,2021-05,2021,5,1218.501579428406,VAR,1,0
39,2021-06,2021,6,1277.3868947744436,VAR,1,0
39,2021-07,2021,7,1146.6640609619922,VAR,1,0
39,2021-08,2021,8,982.2621547635459,VAR,1,0
39,2021-09,2021,9,879.4662528742517,VAR,1,0
39,2021-10,2021,10,870.056581156805,VAR,1,0
39,2021-11,2021,11,745.789669814047,VAR,1,0
39,2021-12,2021,12,485.15788773818167,VAR,1,0
40,2020-01,2020,1,163.614830744006,VAR,1,0
40,2020-02,2020,2,79.47650859151986,VAR,1,0
40,2020-03,2020,3,474.0231224060303,VAR,1,0
40,2020-04,2020,4,1404.421375349487,VAR,1,0
40,2020-05,2020,5,2347.6189338838003,VAR,1,0
40,2020-06,2020,6,2855.7056270093103,VAR,1,0
40,2020-07,2020,7,2665.8518415720314,VAR,1,0
40,2020-08,2020,8,2110.265523695625,VAR,1,0
40,2020-09,2020,9,1724.2412693299154,VAR,1,0
40,2020-10,2020,10,1655.9093028064115,VAR,1,0
40,2020-11,2020,11,1329.6811153936976,VAR,1,0
40,2020-12,2020,12,712.5201719064422,VAR,1,0
40,2021-01,2021,1,227.54569093758502,VAR,1,0
40,2021-02,2021,2,137.6161500486911,VAR,1,0
40,2021-03,2021,3,618.9572518842692,VAR,1,0
40,2021-04,2021,4,1482.1386355690536,VAR,1,0
40,2021-05,2021,5,2275.4430739908466,VAR,1,0
40,2021-06,2021,6,2691.6367372823943,VAR,1,0
40,2021-07,2021,7,2591.029789815625,VAR,1,0
40,2021-08,2021,8,2166.847220051278,VAR,1,0
40,2021-09,2021,9,1792.6827663303573,VAR,1,0
40,2021-10,2021,10,1589.5551596383734,VAR,1,0
40,2021-11,2021,11,1283.3585909421067,VAR,1,0
40,2021-12,2021,12,770.5437601420423,VAR,1,0
41,2020-01,2020,1,674.6779420880189,VAR,1,0
41,2020-02,2020,2,582.5802436926547,VAR,1,0
41,2020-03,2020,3,856.2229848696786,VAR,1,0
41,2020-04,2020,4,2862.2759081504637,VAR,1,0
41,2020-05,2020,5,5219.535996267917,VAR,1,0
41,2020-06,2020,6,6883.3083840217905,VAR,1,0
41,2020-07,2020,7,6537.550643917674,VAR,1,0
41,2020-08,2020,8,4953.912386278774,VAR,1,0
41,2020-09,2020,9,4119.299666863729,VAR,1,0
41,2020-10,2020,10,3737.0982656761494,VAR,1,0
41,2020-11,2020,11,2790.580324768201,VAR,1,0
41,2020-12,2020,12,1638.116027329851,VAR,1,0
41,2021-01,2021,1,917.9966770118706,VAR,1,0
41,2021-02,2021,2,550.9422600812914,VAR,1,0
41,2021-03,2021,3,1185.449682042464,VAR,1,0
41,2021-04,2021,4,3107.7042769948216,VAR,1,0
41,2021-05,2021,5,5226.446487947757,VAR,1,0
41,2021-06,2021,6,6484.81049870435,VAR,1,0
41,2021-07,2021,7,6198.646621874761,VAR,1,0
41,2021-08,2021,8,5102.203043657707,VAR,1,0
41,2021-09,2021,9,4235.381949811308,VAR,1,0
41,2021-10,2021,10,3543.184142425942,VAR,1,0
41,2021-11,2021,11,2713.920567666999,VAR,1,0
41,2021-12,2021,12,1756.5360447863395,VAR,1,0
41,2020-01,2020,1,393.54449052077683,VAR,1,25
41,2020-02,2020,2,441.2497401888226,VAR,1,25
41,2020-03,2020,3,401.52238421986056,VAR,1,25
41,2020-04,2020,4,880.5574285192737,VAR,1,25
41,2020-05,2020,5,1298.117752118952,VAR,1,25
