mc,date,year,month,model_type,climate_change_scenario,loss_cover_scenario,model_optimum,v_flow_mean_pred,v_loss_cover_assum,v_rainfall_total_assum
1,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,1.7550255092497775,0.07693,210.44
1,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,1.6654933565106014,0.07702,135.49
1,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,2.082900820790424,0.0771,259.4
1,2020-04-01 00:00:00,2020.0,4,VAR,A1,25%,1,2.7118219295902906,0.07718,61.71
1,2020-05-01 00:00:00,2020.0,5,VAR,A1,25%,1,3.4747002557479565,0.07726,202.86
1,2020-06-01 00:00:00,2020.0,6,VAR,A1,25%,1,4.345078757012484,0.07735,137.33
1,2020-07-01 00:00:00,2020.0,7,VAR,A1,25%,1,4.4041476647333875,0.07743,14.2
1,2020-08-01 00:00:00,2020.0,8,VAR,A1,25%,1,3.7296688763842867,0.07751,20.29
1,2020-09-01 00:00:00,2020.0,9,VAR,A1,25%,1,2.702893274028485,0.07758999999999999,3.46
1,2020-10-01 00:00:00,2020.0,10,VAR,A1,25%,1,2.724919763790679,0.07768,78.47
1,2020-11-01 00:00:00,2020.0,11,VAR,A1,25%,1,2.7824413271443063,0.07776,285.87
1,2020-12-01 00:00:00,2020.0,12,VAR,A1,25%,1,2.798058080334726,0.07783999999999999,293.65
1,2021-01-01 00:00:00,2021.0,1,VAR,A1,25%,1,1.8725253031367204,0.07792,114.9
1,2021-02-01 00:00:00,2021.0,2,VAR,A1,25%,1,1.934632005981428,0.07801,97.13
1,2021-03-01 00:00:00,2021.0,3,VAR,A1,25%,1,2.165588001695602,0.07808999999999999,104.92
1,2021-04-01 00:00:00,2021.0,4,VAR,A1,25%,1,2.946694125859848,0.07817,123.63
1,2021-05-01 00:00:00,2021.0,5,VAR,A1,25%,1,3.632134122019688,0.07825,190.42
1,2021-06-01 00:00:00,2021.0,6,VAR,A1,25%,1,4.369828250641901,0.07833999999999999,149.28
1,2021-07-01 00:00:00,2021.0,7,VAR,A1,25%,1,4.300696452136187,0.07842,23.72
1,2021-08-01 00:00:00,2021.0,8,VAR,A1,25%,1,3.6969818653342665,0.0785,1.68
1,2021-09-01 00:00:00,2021.0,9,VAR,A1,25%,1,2.9912015496773194,0.07858,0.84
1,2021-10-01 00:00:00,2021.0,10,VAR,A1,25%,1,2.8580411010201567,0.07867,38.94
1,2021-11-01 00:00:00,2021.0,11,VAR,A1,25%,1,2.891539398959573,0.07875,102.93
1,2021-12-01 00:00:00,2021.0,12,VAR,A1,25%,1,2.6682428769266155,0.07883,288.84
2,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,12.781848578531331,0.06117,276.11
2,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,9.324969173890553,0.061229999999999986,152.33
2,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,25.073194007501787,0.06129,236.37
2,2020-04-01 00:00:00,2020.0,4,VAR,A1,25%,1,43.321113292711324,0.06135,192.22
2,2020-05-01 00:00:00,2020.0,5,VAR,A1,25%,1,42.7286984924546,0.06141,209.7
2,2020-06-01 00:00:00,2020.0,6,VAR,A1,25%,1,35.947716585200915,0.061470000000000004,381.38
2,2020-07-01 00:00:00,2020.0,7,VAR,A1,25%,1,17.241251772837025,0.061529999999999994,175.51
2,2020-08-01 00:00:00,2020.0,8,VAR,A1,25%,1,11.138770183109253,0.06159,102.94
2,2020-09-01 00:00:00,2020.0,9,VAR,A1,25%,1,15.220377357114325,0.06165,48.36
2,2020-10-01 00:00:00,2020.0,10,VAR,A1,25%,1,25.847432147118134,0.06171,169.3
2,2020-11-01 00:00:00,2020.0,11,VAR,A1,25%,1,35.40575155750548,0.06177000000000001,346.12
2,2020-12-01 00:00:00,2020.0,12,VAR,A1,25%,1,27.475682811781603,0.061829999999999996,441.01
2,2021-01-01 00:00:00,2021.0,1,VAR,A1,25%,1,14.936394982170428,0.06189,43.3
2,2021-02-01 00:00:00,2021.0,2,VAR,A1,25%,1,8.619092620619423,0.06195,75.91
2,2021-03-01 00:00:00,2021.0,3,VAR,A1,25%,1,18.821355821230767,0.06201,219.32
2,2021-04-01 00:00:00,2021.0,4,VAR,A1,25%,1,34.36270793801989,0.062070000000000014,239.29
2,2021-05-01 00:00:00,2021.0,5,VAR,A1,25%,1,38.07318489900179,0.06213,251.85
2,2021-06-01 00:00:00,2021.0,6,VAR,A1,25%,1,30.54878644034183,0.062189999999999995,269.02
2,2021-07-01 00:00:00,2021.0,7,VAR,A1,25%,1,16.74011788927229,0.06225,97.03
2,2021-08-01 00:00:00,2021.0,8,VAR,A1,25%,1,11.36521400039856,0.062310000000000004,87.37
2,2021-09-01 00:00:00,2021.0,9,VAR,A1,25%,1,17.260332008902527,0.06237,0.0
2,2021-10-01 00:00:00,2021.0,10,VAR,A1,25%,1,27.63823654051223,0.062429999999999986,149.92
2,2021-11-01 00:00:00,2021.0,11,VAR,A1,25%,1,33.12038804370615,0.06249,245.41
2,2021-12-01 00:00:00,2021.0,12,VAR,A1,25%,1,26.047744734936085,0.06255,307.34
3,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,97.61759271985076,0.026330000000000003,224.4
3,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,86.50921661197322,0.02636,129.95
3,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,105.31546225050177,0.026389999999999997,96.66
3,2020-04-01 00:00:00,2020.0,4,VAR,A1,25%,1,147.38332348844034,0.02642,162.37
3,2020-05-01 00:00:00,2020.0,5,VAR,A1,25%,1,217.291255248088,0.026439999999999998,148.55
3,2020-06-01 00:00:00,2020.0,6,VAR,A1,25%,1,228.08532001048172,0.02647,94.65
3,2020-07-01 00:00:00,2020.0,7,VAR,A1,25%,1,198.48242394531928,0.0265,89.5
3,2020-08-01 00:00:00,2020.0,8,VAR,A1,25%,1,150.51976763482074,0.02653,85.97
3,2020-09-01 00:00:00,2020.0,9,VAR,A1,25%,1,121.1300917262363,0.02655,54.99
3,2020-10-01 00:00:00,2020.0,10,VAR,A1,25%,1,122.09235081808698,0.02658,98.27
3,2020-11-01 00:00:00,2020.0,11,VAR,A1,25%,1,126.84880263761438,0.02661,193.75
3,2020-12-01 00:00:00,2020.0,12,VAR,A1,25%,1,115.76835361148984,0.026639999999999997,231.14
3,2021-01-01 00:00:00,2021.0,1,VAR,A1,25%,1,99.97562047805876,0.026660000000000003,67.46
3,2021-02-01 00:00:00,2021.0,2,VAR,A1,25%,1,91.05646424051523,0.02669,152.65
3,2021-03-01 00:00:00,2021.0,3,VAR,A1,25%,1,112.50162183103949,0.026719999999999997,147.18
3,2021-04-01 00:00:00,2021.0,4,VAR,A1,25%,1,153.6694008352748,0.02675,236.31
3,2021-05-01 00:00:00,2021.0,5,VAR,A1,25%,1,202.41523285462884,0.02677,178.89
3,2021-06-01 00:00:00,2021.0,6,VAR,A1,25%,1,211.7631655861804,0.0268,278.46
3,2021-07-01 00:00:00,2021.0,7,VAR,A1,25%,1,192.98807045293927,0.02683,67.93
3,2021-08-01 00:00:00,2021.0,8,VAR,A1,25%,1,157.10132233459476,0.026860000000000002,55.34
3,2021-09-01 00:00:00,2021.0,9,VAR,A1,25%,1,136.1117824743577,0.02688,28.28
3,2021-10-01 00:00:00,2021.0,10,VAR,A1,25%,1,128.66091489537217,0.026910000000000003,28.85
3,2021-11-01 00:00:00,2021.0,11,VAR,A1,25%,1,125.66023341020521,0.02694,189.49
3,2021-12-01 00:00:00,2021.0,12,VAR,A1,25%,1,113.71455014834879,0.026969999999999997,184.89
4,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,3.128560971235508,0.08302000000000001,159.41
4,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,2.098827291375545,0.08311,143.0
4,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,2.2698103322217844,0.0832,455.37
4,2020-04-01 00:00:00,2020.0,4,VAR,A1,25%,1,3.6727489058679073,0.08329,262.94
4,2020-05-01 00:00:00,2020.0,5,VAR,A1,25%,1,4.519757545266857,0.08337,255.26
4,2020-06-01 00:00:00,2020.0,6,VAR,A1,25%,1,4.429469880372874,0.08346,336.85
4,2020-07-01 00:00:00,2020.0,7,VAR,A1,25%,1,3.3055754074726806,0.08355,138.25
4,2020-08-01 00:00:00,2020.0,8,VAR,A1,25%,1,2.421113807255609,0.08363999999999999,102.36
4,2020-09-01 00:00:00,2020.0,9,VAR,A1,25%,1,2.4905121228291867,0.08372,123.01
4,2020-10-01 00:00:00,2020.0,10,VAR,A1,25%,1,3.348704784338265,0.08381,228.52
4,2020-11-01 00:00:00,2020.0,11,VAR,A1,25%,1,4.008838998587315,0.0839,478.89
4,2020-12-01 00:00:00,2020.0,12,VAR,A1,25%,1,3.9292870220040177,0.08399,374.16
4,2021-01-01 00:00:00,2021.0,1,VAR,A1,25%,1,3.208949598243663,0.08407,164.06
4,2021-02-01 00:00:00,2021.0,2,VAR,A1,25%,1,2.615582296676389,0.08416,124.54
4,2021-03-01 00:00:00,2021.0,3,VAR,A1,25%,1,2.6343465065787264,0.08425,229.84
4,2021-04-01 00:00:00,2021.0,4,VAR,A1,25%,1,3.137978457455864,0.08434,276.73
4,2021-05-01 00:00:00,2021.0,5,VAR,A1,25%,1,3.5548233948283983,0.08442000000000001,386.84
4,2021-06-01 00:00:00,2021.0,6,VAR,A1,25%,1,3.496378516798472,0.08451,435.33
4,2021-07-01 00:00:00,2021.0,7,VAR,A1,25%,1,3.0579067171299914,0.0846,151.02
4,2021-08-01 00:00:00,2021.0,8,VAR,A1,25%,1,2.6795390748471446,0.08469,111.41
4,2021-09-01 00:00:00,2021.0,9,VAR,A1,25%,1,2.6694446637096645,0.08477,56.94
4,2021-10-01 00:00:00,2021.0,10,VAR,A1,25%,1,2.9522630084039374,0.08486,182.76
4,2021-11-01 00:00:00,2021.0,11,VAR,A1,25%,1,3.194650367366409,0.08495,243.71
4,2021-12-01 00:00:00,2021.0,12,VAR,A1,25%,1,3.1550088127294336,0.08504,358.07
5,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,64.93045403123958,0.03252,0.0
5,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,58.68975424443303,0.03255,31.55
5,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,50.5815718801782,0.03258,58.59
5,2020-04-01 00:00:00,2020.0,4,VAR,A1,25%,1,48.92835278108429,0.03261,57.61
5,2020-05-01 00:00:00,2020.0,5,VAR,A1,25%,1,54.69580244250659,0.03265,215.49
5,2020-06-01 00:00:00,2020.0,6,VAR,A1,25%,1,54.692827856730574,0.03268,191.01
5,2020-07-01 00:00:00,2020.0,7,VAR,A1,25%,1,57.360861203496434,0.03271,118.15
5,2020-08-01 00:00:00,2020.0,8,VAR,A1,25%,1,54.81364779844132,0.03274,130.88
5,2020-09-01 00:00:00,2020.0,9,VAR,A1,25%,1,52.053216168866406,0.032780000000000004,24.15
5,2020-10-01 00:00:00,2020.0,10,VAR,A1,25%,1,51.4184571171256,0.03281,34.25
5,2020-11-01 00:00:00,2020.0,11,VAR,A1,25%,1,52.60196699916385,0.03284,54.98
5,2020-12-01 00:00:00,2020.0,12,VAR,A1,25%,1,53.363838254297406,0.032869999999999996,27.68
5,2021-01-01 00:00:00,2021.0,1,VAR,A1,25%,1,53.89983573269572,0.03291,20.99
5,2021-02-01 00:00:00,2021.0,2,VAR,A1,25%,1,52.978221583034,0.03294,47.97
5,2021-03-01 00:00:00,2021.0,3,VAR,A1,25%,1,51.96666120685463,0.03297,31.44
5,2021-04-01 00:00:00,2021.0,4,VAR,A1,25%,1,51.55659808017486,0.033,62.42
5,2021-05-01 00:00:00,2021.0,5,VAR,A1,25%,1,51.714007796170286,0.03304,193.15
5,2021-06-01 00:00:00,2021.0,6,VAR,A1,25%,1,52.058158739920685,0.03307,97.83
5,2021-07-01 00:00:00,2021.0,7,VAR,A1,25%,1,52.144280592802325,0.0331,103.58
5,2021-08-01 00:00:00,2021.0,8,VAR,A1,25%,1,51.75937940443895,0.03313,72.11
5,2021-09-01 00:00:00,2021.0,9,VAR,A1,25%,1,51.31328220678264,0.03317,9.91
5,2021-10-01 00:00:00,2021.0,10,VAR,A1,25%,1,51.02291843145804,0.0332,24.34
5,2021-11-01 00:00:00,2021.0,11,VAR,A1,25%,1,50.96941218320835,0.03323,80.97
5,2021-12-01 00:00:00,2021.0,12,VAR,A1,25%,1,51.0199978857977,0.033260000000000005,165.69
6,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,8.695723762752515,0.02084,238.88
6,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,15.336227130756425,0.02086,97.09
6,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,13.916634205209167,0.020880000000000003,165.44
6,2020-04-01 00:00:00,2020.0,4,VAR,A1,25%,1,19.48309230900389,0.0209,189.06
6,2020-05-01 00:00:00,2020.0,5,VAR,A1,25%,1,21.03260149167741,0.02093,191.26
6,2020-06-01 00:00:00,2020.0,6,VAR,A1,25%,1,26.758109837421323,0.02095,115.76
6,2020-07-01 00:00:00,2020.0,7,VAR,A1,25%,1,24.343169201181983,0.02097,80.11
6,2020-08-01 00:00:00,2020.0,8,VAR,A1,25%,1,21.67092284755757,0.02099,28.16
6,2020-09-01 00:00:00,2020.0,9,VAR,A1,25%,1,17.016343152104376,0.02102,41.51
6,2020-10-01 00:00:00,2020.0,10,VAR,A1,25%,1,19.71615342426269,0.02104,70.73
6,2020-11-01 00:00:00,2020.0,11,VAR,A1,25%,1,19.650834432023835,0.02106,366.13
6,2020-12-01 00:00:00,2020.0,12,VAR,A1,25%,1,19.921486906227692,0.02108,307.93
6,2021-01-01 00:00:00,2021.0,1,VAR,A1,25%,1,17.811632759290053,0.02111,12.47
6,2021-02-01 00:00:00,2021.0,2,VAR,A1,25%,1,17.48277942481164,0.02113,75.9
6,2021-03-01 00:00:00,2021.0,3,VAR,A1,25%,1,17.972280132947954,0.02115,158.16
6,2021-04-01 00:00:00,2021.0,4,VAR,A1,25%,1,19.74907147396076,0.021169999999999998,212.31
6,2021-05-01 00:00:00,2021.0,5,VAR,A1,25%,1,20.36703002363433,0.0212,173.23
6,2021-06-01 00:00:00,2021.0,6,VAR,A1,25%,1,20.826452027188008,0.02122,263.65
6,2021-07-01 00:00:00,2021.0,7,VAR,A1,25%,1,20.03264654518899,0.021240000000000002,104.96
6,2021-08-01 00:00:00,2021.0,8,VAR,A1,25%,1,19.31462274307102,0.02126,78.09
6,2021-09-01 00:00:00,2021.0,9,VAR,A1,25%,1,18.60978887256757,0.02129,1.99
6,2021-10-01 00:00:00,2021.0,10,VAR,A1,25%,1,18.597071365128567,0.02131,87.53
6,2021-11-01 00:00:00,2021.0,11,VAR,A1,25%,1,18.724617416985996,0.021330000000000002,212.45
6,2021-12-01 00:00:00,2021.0,12,VAR,A1,25%,1,18.820523759978272,0.02135,263.98
7,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,117.7206879110133,0.03477,186.36
7,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,99.44747634696564,0.03481,213.38
7,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,158.74705366331443,0.034839999999999996,49.39
7,2020-04-01 00:00:00,2020.0,4,VAR,A1,25%,1,248.35282247961976,0.03488,438.88
7,2020-05-01 00:00:00,2020.0,5,VAR,A1,25%,1,293.5187095202298,0.034910000000000004,276.37
7,2020-06-01 00:00:00,2020.0,6,VAR,A1,25%,1,303.4470348864458,0.03495,116.48
7,2020-07-01 00:00:00,2020.0,7,VAR,A1,25%,1,230.3626407949872,0.034980000000000004,82.0
7,2020-08-01 00:00:00,2020.0,8,VAR,A1,25%,1,153.30981826219502,0.035019999999999996,19.57
7,2020-09-01 00:00:00,2020.0,9,VAR,A1,25%,1,133.8746827958734,0.03505,177.97
7,2020-10-01 00:00:00,2020.0,10,VAR,A1,25%,1,177.43344158724685,0.035089999999999996,480.81
7,2020-11-01 00:00:00,2020.0,11,VAR,A1,25%,1,197.5639363766637,0.03512,362.47
7,2020-12-01 00:00:00,2020.0,12,VAR,A1,25%,1,185.4792043108691,0.035160000000000004,52.18
7,2021-01-01 00:00:00,2021.0,1,VAR,A1,25%,1,137.12813776957523,0.03519,88.99
7,2021-02-01 00:00:00,2021.0,2,VAR,A1,25%,1,103.9852463126906,0.035230000000000004,155.61
7,2021-03-01 00:00:00,2021.0,3,VAR,A1,25%,1,136.34678851485523,0.03526,363.59
7,2021-04-01 00:00:00,2021.0,4,VAR,A1,25%,1,208.98548432599827,0.0353,408.13
7,2021-05-01 00:00:00,2021.0,5,VAR,A1,25%,1,262.06371784680067,0.03533,400.68
7,2021-06-01 00:00:00,2021.0,6,VAR,A1,25%,1,267.26404085051706,0.03537,41.93
7,2021-07-01 00:00:00,2021.0,7,VAR,A1,25%,1,215.77399290920232,0.0354,23.85
7,2021-08-01 00:00:00,2021.0,8,VAR,A1,25%,1,154.4867373251948,0.03544,1.86
7,2021-09-01 00:00:00,2021.0,9,VAR,A1,25%,1,137.30604310723015,0.03547,130.45
7,2021-10-01 00:00:00,2021.0,10,VAR,A1,25%,1,170.73343970714922,0.03551,157.48
7,2021-11-01 00:00:00,2021.0,11,VAR,A1,25%,1,194.66619970260686,0.035539999999999995,393.22
7,2021-12-01 00:00:00,2021.0,12,VAR,A1,25%,1,185.26571830975632,0.03558,246.93
8,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,26.412196010532316,0.02315,464.77
8,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,24.05681190467942,0.023180000000000003,157.52
8,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,31.794115812089828,0.0232,245.54
8,2020-04-01 00:00:00,2020.0,4,VAR,A1,25%,1,48.02375062107356,0.02323,297.8
8,2020-05-01 00:00:00,2020.0,5,VAR,A1,25%,1,62.78536359878073,0.02325,276.86
8,2020-06-01 00:00:00,2020.0,6,VAR,A1,25%,1,63.54129096189713,0.023280000000000002,60.69
8,2020-07-01 00:00:00,2020.0,7,VAR,A1,25%,1,57.2449916823483,0.0233,12.69
8,2020-08-01 00:00:00,2020.0,8,VAR,A1,25%,1,42.178728550969694,0.02333,40.86
8,2020-09-01 00:00:00,2020.0,9,VAR,A1,25%,1,36.833543343069465,0.02335,86.17
8,2020-10-01 00:00:00,2020.0,10,VAR,A1,25%,1,43.52755460254187,0.02338,230.07
8,2020-11-01 00:00:00,2020.0,11,VAR,A1,25%,1,45.20760643840973,0.0234,302.44
8,2020-12-01 00:00:00,2020.0,12,VAR,A1,25%,1,42.93495349512064,0.02343,55.69
8,2021-01-01 00:00:00,2021.0,1,VAR,A1,25%,1,37.057762734438036,0.02345,64.3
8,2021-02-01 00:00:00,2021.0,2,VAR,A1,25%,1,33.23917902279624,0.02348,158.17
8,2021-03-01 00:00:00,2021.0,3,VAR,A1,25%,1,37.86477673444868,0.0235,231.64
8,2021-04-01 00:00:00,2021.0,4,VAR,A1,25%,1,50.390631082933595,0.023530000000000002,378.41
8,2021-05-01 00:00:00,2021.0,5,VAR,A1,25%,1,63.388132105968076,0.02355,298.91
8,2021-06-01 00:00:00,2021.0,6,VAR,A1,25%,1,66.28174761463069,0.02358,14.83
8,2021-07-01 00:00:00,2021.0,7,VAR,A1,25%,1,60.322887610636634,0.0236,40.49
8,2021-08-01 00:00:00,2021.0,8,VAR,A1,25%,1,49.96693676736314,0.02363,0.0
8,2021-09-01 00:00:00,2021.0,9,VAR,A1,25%,1,43.52259699556304,0.02365,108.78
8,2021-10-01 00:00:00,2021.0,10,VAR,A1,25%,1,45.173378482604754,0.02368,230.35
8,2021-11-01 00:00:00,2021.0,11,VAR,A1,25%,1,47.659798015161314,0.0237,312.26
8,2021-12-01 00:00:00,2021.0,12,VAR,A1,25%,1,46.48756658360631,0.02373,408.16
9,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,0.0011481542672480136,0.006409999999999999,13.26
9,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,0.4383766660972701,0.006409999999999999,11.37
9,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,2.942332581874098,0.00642,59.69
9,2020-04-01 00:00:00,2020.0,4,VAR,A1,25%,1,9.532931873118166,0.00643,162.01
9,2020-05-01 00:00:00,2020.0,5,VAR,A1,25%,1,18.28737094992572,0.00644,178.11
9,2020-06-01 00:00:00,2020.0,6,VAR,A1,25%,1,29.964746389850177,0.00644,215.06
9,2020-07-01 00:00:00,2020.0,7,VAR,A1,25%,1,30.60997912038135,0.00645,197.06
9,2020-08-01 00:00:00,2020.0,8,VAR,A1,25%,1,28.03581180267929,0.00646,192.33
9,2020-09-01 00:00:00,2020.0,9,VAR,A1,25%,1,21.477717823792855,0.00647,119.37
9,2020-10-01 00:00:00,2020.0,10,VAR,A1,25%,1,13.583460881373348,0.00647,99.48
9,2020-11-01 00:00:00,2020.0,11,VAR,A1,25%,1,6.3602332043647305,0.00648,23.69
9,2020-12-01 00:00:00,2020.0,12,VAR,A1,25%,1,0.4730587863379023,0.006490000000000001,0.0
9,2021-01-01 00:00:00,2021.0,1,VAR,A1,25%,1,-1.2266255076237125,0.0065,28.42
9,2021-02-01 00:00:00,2021.0,2,VAR,A1,25%,1,0.6526768538506484,0.0065,6.63
9,2021-03-01 00:00:00,2021.0,3,VAR,A1,25%,1,4.503176191867574,0.006509999999999999,18.0
9,2021-04-01 00:00:00,2021.0,4,VAR,A1,25%,1,11.219934524143197,0.006520000000000001,54.95
9,2021-05-01 00:00:00,2021.0,5,VAR,A1,25%,1,19.81799056685757,0.006529999999999999,150.64
9,2021-06-01 00:00:00,2021.0,6,VAR,A1,25%,1,27.303406465936146,0.006529999999999999,237.8
9,2021-07-01 00:00:00,2021.0,7,VAR,A1,25%,1,29.499256207600798,0.006540000000000001,172.24
9,2021-08-01 00:00:00,2021.0,8,VAR,A1,25%,1,27.22652907446432,0.00655,187.59
9,2021-09-01 00:00:00,2021.0,9,VAR,A1,25%,1,21.010702618526274,0.00656,72.95
9,2021-10-01 00:00:00,2021.0,10,VAR,A1,25%,1,13.258206713891914,0.00656,54.95
9,2021-11-01 00:00:00,2021.0,11,VAR,A1,25%,1,6.044632654048442,0.00657,30.32
9,2021-12-01 00:00:00,2021.0,12,VAR,A1,25%,1,1.1322864790956153,0.00658,8.53
10,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,11.080046708408464,0.06927,162.7
10,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,6.720558770145197,0.06934,399.9
10,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,14.325420293490273,0.06941,275.43
10,2020-04-01 00:00:00,2020.0,4,VAR,A1,25%,1,19.066729545328013,0.06948,296.17
10,2020-05-01 00:00:00,2020.0,5,VAR,A1,25%,1,16.81604711487958,0.06955,215.39
10,2020-06-01 00:00:00,2020.0,6,VAR,A1,25%,1,10.775001224096028,0.06962,99.63
10,2020-07-01 00:00:00,2020.0,7,VAR,A1,25%,1,7.541903438686515,0.06969,74.5
10,2020-08-01 00:00:00,2020.0,8,VAR,A1,25%,1,3.8753226345090255,0.06976,55.76
10,2020-09-01 00:00:00,2020.0,9,VAR,A1,25%,1,4.550794203074059,0.06982999999999999,73.15
10,2020-10-01 00:00:00,2020.0,10,VAR,A1,25%,1,11.324324819955704,0.0699,520.27
10,2020-11-01 00:00:00,2020.0,11,VAR,A1,25%,1,16.946389098064927,0.06997,306.64
10,2020-12-01 00:00:00,2020.0,12,VAR,A1,25%,1,15.431959656757725,0.07003999999999999,86.05
10,2021-01-01 00:00:00,2021.0,1,VAR,A1,25%,1,9.268311995086624,0.07011,137.92
10,2021-02-01 00:00:00,2021.0,2,VAR,A1,25%,1,7.4164111518902125,0.07017999999999999,167.72
10,2021-03-01 00:00:00,2021.0,3,VAR,A1,25%,1,10.734512727476194,0.07025,169.15
10,2021-04-01 00:00:00,2021.0,4,VAR,A1,25%,1,14.968590531063189,0.07032000000000001,376.78
10,2021-05-01 00:00:00,2021.0,5,VAR,A1,25%,1,14.613800821190527,0.07039,180.72
10,2021-06-01 00:00:00,2021.0,6,VAR,A1,25%,1,10.764104894189439,0.07046000000000001,99.46
10,2021-07-01 00:00:00,2021.0,7,VAR,A1,25%,1,6.325056535259567,0.07053,42.33
10,2021-08-01 00:00:00,2021.0,8,VAR,A1,25%,1,4.218742375399495,0.0706,1.97
10,2021-09-01 00:00:00,2021.0,9,VAR,A1,25%,1,5.71760422133663,0.07067000000000001,88.02
10,2021-10-01 00:00:00,2021.0,10,VAR,A1,25%,1,10.436810299027544,0.07074,224.74
10,2021-11-01 00:00:00,2021.0,11,VAR,A1,25%,1,14.262776630014432,0.07081,432.55
10,2021-12-01 00:00:00,2021.0,12,VAR,A1,25%,1,13.264740084231539,0.07088,241.66
11,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,7.7559464219008,0.02478,70.39
11,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,6.2333354208353535,0.02481,122.81
11,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,5.605157031453822,0.02484,46.71
11,2020-04-01 00:00:00,2020.0,4,VAR,A1,25%,1,12.226660860254615,0.02486,179.06
11,2020-05-01 00:00:00,2020.0,5,VAR,A1,25%,1,17.134863789465772,0.02489,187.77
11,2020-06-01 00:00:00,2020.0,6,VAR,A1,25%,1,12.8202904224338,0.024919999999999998,30.8
11,2020-07-01 00:00:00,2020.0,7,VAR,A1,25%,1,9.396299380564956,0.02495,67.67
11,2020-08-01 00:00:00,2020.0,8,VAR,A1,25%,1,6.352441310341077,0.02497,29.39
11,2020-09-01 00:00:00,2020.0,9,VAR,A1,25%,1,7.7970262816674545,0.025,77.5
11,2020-10-01 00:00:00,2020.0,10,VAR,A1,25%,1,11.111195817344049,0.02503,104.83
11,2020-11-01 00:00:00,2020.0,11,VAR,A1,25%,1,13.81376215532811,0.02506,72.82
11,2020-12-01 00:00:00,2020.0,12,VAR,A1,25%,1,12.473887859862847,0.02508,9.08
11,2021-01-01 00:00:00,2021.0,1,VAR,A1,25%,1,9.826323312414429,0.02511,27.71
11,2021-02-01 00:00:00,2021.0,2,VAR,A1,25%,1,8.108680323445974,0.02514,49.52
11,2021-03-01 00:00:00,2021.0,3,VAR,A1,25%,1,8.673774161263202,0.025169999999999998,87.8
11,2021-04-01 00:00:00,2021.0,4,VAR,A1,25%,1,10.573629033906736,0.02519,134.79
11,2021-05-01 00:00:00,2021.0,5,VAR,A1,25%,1,12.034478854944089,0.02522,152.1
11,2021-06-01 00:00:00,2021.0,6,VAR,A1,25%,1,11.580953906252313,0.02525,43.53
11,2021-07-01 00:00:00,2021.0,7,VAR,A1,25%,1,10.133496541155148,0.02528,36.5
11,2021-08-01 00:00:00,2021.0,8,VAR,A1,25%,1,9.038034375935107,0.0253,22.09
11,2021-09-01 00:00:00,2021.0,9,VAR,A1,25%,1,9.223504631099887,0.025330000000000002,76.1
11,2021-10-01 00:00:00,2021.0,10,VAR,A1,25%,1,10.22224378631994,0.02536,134.41
11,2021-11-01 00:00:00,2021.0,11,VAR,A1,25%,1,11.04730410491869,0.02539,167.08
11,2021-12-01 00:00:00,2021.0,12,VAR,A1,25%,1,10.9251048380474,0.02541,19.94
12,2020-01-01 00:00:00,2020.0,1,VAR,A1,25%,1,11.232906578273678,0.03197,78.41
12,2020-02-01 00:00:00,2020.0,2,VAR,A1,25%,1,27.713279958783165,0.032,52.01
12,2020-03-01 00:00:00,2020.0,3,VAR,A1,25%,1,44.16103343831402,0.03204,71.31
