mc,Bias,MAE,MSE,RMSE
1,-0.05675327321287212,0.6755121028005154,0.7738268220108355,0.8796742704040147
2,2.2368833992327475,8.351040433879938,110.94025028119385,10.532817774992305
3,-2.343674145638454,53.080048467869254,4371.424525211932,66.11674920329895
4,-2.9256411939425515,3.755090476149203,17.746660131604745,4.21267849848582
5,5.106669779932324,11.829023426509494,240.9784243226968,15.523479774931161
6,-0.4925945367233542,13.374931572338227,270.8665092175723,16.458022639964142
7,32.062987936294725,63.67632691066905,6869.88649520763,82.8847784288987
8,0.6362932673340908,12.722974866999616,231.38563056799694,15.211365177655717
9,1.9251092167552517,3.5280057348862655,23.133845262654916,4.809765614107918
10,1.8332075100535363,2.6089676203779337,19.31730664863828,4.395145805162587
11,0.9176947188586752,7.507825873726408,97.47142122103946,9.872761580279322
12,7.741712636696833,11.601672807496314,258.3630691686399,16.0736762804481
13,4.106622579249148,51.92167889367581,4164.819284627692,64.5354110905609
14,12.097479882650491,23.75562982193362,1080.557323888337,32.87183176959168
15,8.95380325056878,23.277354074307937,976.3683106587551,31.24689281606661
16,54.7276587735089,117.38841922520386,25588.034990453325,159.96260497520453
17,0.84994146105779,1.0772347648851037,2.114289793869746,1.454059762826049
18,-0.6099248312674023,6.431998556366325,69.96739659760898,8.364651612446808
19,-0.3534831849926423,3.0531682195417695,17.955422053572086,4.237383869036659
20,-12.756626525475378,40.49900361457258,2811.5480863271164,53.02403310129395
21,0.6226409001501922,1.7047980843296398,4.442823902542782,2.107800726478379
22,3.208142732137395,71.31899112682432,9068.249447445522,95.22735661271672
23,14.337128687206066,50.86053923195961,4222.547350379499,64.98113072561526
24,2.425566252820344,4.872782963170159,64.28476883277904,8.017778297806634
25,0.757444525238093,2.184087575649171,10.323791001897995,3.213065670336975
26,97.6675,97.66749999999998,47465.20249999999,217.8651016110657
27,-1.2878238066047483,8.080676551418536,178.39527316205718,13.35646933744308
28,4.881835667768848,17.710263353780356,611.2050492992598,24.72256154404838
29,0.8295964101656906,3.2233079484048694,16.547387989150273,4.06784807842553
30,1.3181406478989597,2.3980698440726296,12.773701881525264,3.5740316005213586
31,-0.9065122743163556,1.2757583036182487,2.502652658202631,1.581977451862899
32,-0.8247998750109904,7.907211706467319,89.89716932520922,9.481411779118615
33,0.4284465426951998,0.7884930984615938,1.113617327914246,1.0552806867910764
34,-9.892887344969395,47.481708643114615,3941.0015834162564,62.777397074235694
35,28.845532217891986,62.11813725664033,5995.514686423455,77.43070893659346
36,15.370209431012912,33.270362680901194,2439.9268473110537,49.39561566891391
37,-3.9826306856550833,37.266710316517255,2180.161274140152,46.692197144064146
38,4.017864433466215,8.743756444575167,132.12642320776618,11.494625840268407
39,111.58132789081743,140.02076204734882,33542.76596658186,183.14684263339583
40,107.28487511227553,270.1869886360394,130233.82895422845,360.87924428294355
41,154.18388031689685,548.9890480742389,620239.9557133821,787.5531446914438
42,58.483740773516764,630.6694915145401,583375.3436962253,763.7901175691037
43,109.93526998590733,203.71197232698572,58075.94639231191,240.98951510867005
44,167.66090481299162,485.9658672072307,383341.7908421879,619.1460173837735
45,150.19019968498966,292.3113546310598,296133.3588169808,544.1813657384648
46,343.8372127053481,514.2034620681053,479044.2443551522,692.1302221079153
47,225.9153895420292,716.5895461174631,938535.8861324474,968.7806181651486
48,284.314482019173,871.0904843063282,1093223.4976773665,1045.5732866123572
