date,year,month,mc,v_flow_mean_forecast,v_flow_mean,v_loss_cover,v_rainfall_total,scenario
2020-01-01,2020,1,1,3.4287221,0,0.07693,210.44,Def_25%_P_A1
2020-02-01,2020,2,1,3.0126288,0,0.07702,135.49,Def_25%_P_A1
2020-03-01,2020,3,1,2.9643567,0,0.0771,259.4,Def_25%_P_A1
2020-04-01,2020,4,1,2.3609545,0,0.07718,61.71,Def_25%_P_A1
2020-05-01,2020,5,1,3.4040754,0,0.07726,202.86,Def_25%_P_A1
2020-06-01,2020,6,1,2.612273,0,0.07735,137.33,Def_25%_P_A1
2020-07-01,2020,7,1,2.705172,0,0.07743,14.2,Def_25%_P_A1
2020-08-01,2020,8,1,2.662155,0,0.07751,20.29,Def_25%_P_A1
2020-09-01,2020,9,1,2.344858,0,0.07759,3.46,Def_25%_P_A1
2020-10-01,2020,10,1,2.6199708,0,0.07768,78.47,Def_25%_P_A1
2020-11-01,2020,11,1,2.4573517,0,0.07776,285.87,Def_25%_P_A1
2020-12-01,2020,12,1,2.6503842,0,0.07784,293.65,Def_25%_P_A1
2021-01-01,2021,1,1,2.8058338,0,0.07792,114.9,Def_25%_P_A1
2021-02-01,2021,2,1,2.7630541,0,0.07801,97.13,Def_25%_P_A1
2021-03-01,2021,3,1,2.7630541,0,0.07809,104.92,Def_25%_P_A1
2021-04-01,2021,4,1,2.5476213,0,0.07817,123.63,Def_25%_P_A1
2021-05-01,2021,5,1,3.3415177,0,0.07825,190.42,Def_25%_P_A1
2021-06-01,2021,6,1,3.5413017,0,0.07834,149.28,Def_25%_P_A1
2021-07-01,2021,7,1,3.1279616,0,0.07842,23.72,Def_25%_P_A1
2021-08-01,2021,8,1,2.9112291,0,0.0785,1.68,Def_25%_P_A1
2021-09-01,2021,9,1,2.392352,0,0.07858,0.84,Def_25%_P_A1
2021-10-01,2021,10,1,2.7133403,0,0.07867,38.94,Def_25%_P_A1
2021-11-01,2021,11,1,2.7630541,0,0.07875,102.93,Def_25%_P_A1
2021-12-01,2021,12,1,2.4573517,0,0.07883,288.84,Def_25%_P_A1
2020-01-01,2020,1,2,35.58607,0,0.06117,276.11,Def_25%_P_A1
2020-02-01,2020,2,2,12.06841,0,0.06123,152.33,Def_25%_P_A1
2020-03-01,2020,3,2,26.398296,0,0.06129,236.37,Def_25%_P_A1
2020-04-01,2020,4,2,13.356987,0,0.06135,192.22,Def_25%_P_A1
2020-05-01,2020,5,2,23.892712,0,0.06141,209.7,Def_25%_P_A1
2020-06-01,2020,6,2,29.211535,0,0.06147,381.38,Def_25%_P_A1
2020-07-01,2020,7,2,11.878924,0,0.06153,175.51,Def_25%_P_A1
2020-08-01,2020,8,2,9.122146,0,0.06159,102.94,Def_25%_P_A1
2020-09-01,2020,9,2,5.000043,0,0.06165,48.36,Def_25%_P_A1
2020-10-01,2020,10,2,12.799518,0,0.06171,169.3,Def_25%_P_A1
2020-11-01,2020,11,2,26.731775,0,0.06177,346.12,Def_25%_P_A1
2020-12-01,2020,12,2,26.604795,0,0.06183,441.01,Def_25%_P_A1
2021-01-01,2021,1,2,3.4745343,0,0.06189,43.3,Def_25%_P_A1
2021-02-01,2021,2,2,5.925345,0,0.06195,75.91,Def_25%_P_A1
2021-03-01,2021,3,2,26.597706,0,0.06201,219.32,Def_25%_P_A1
2021-04-01,2021,4,2,26.398296,0,0.06207,239.29,Def_25%_P_A1
2021-05-01,2021,5,2,17.970152,0,0.06213,251.85,Def_25%_P_A1
2021-06-01,2021,6,2,35.70607,0,0.06219,269.02,Def_25%_P_A1
2021-07-01,2021,7,2,8.27159,0,0.06225,97.03,Def_25%_P_A1
2021-08-01,2021,8,2,5.0151043,0,0.06231,87.37,Def_25%_P_A1
2021-09-01,2021,9,2,3.7049332,0,0.06237,0.0,Def_25%_P_A1
2021-10-01,2021,10,2,12.06841,0,0.06243,149.92,Def_25%_P_A1
2021-11-01,2021,11,2,22.115578,0,0.06249,245.41,Def_25%_P_A1
2021-12-01,2021,12,2,28.965,0,0.06255,307.34,Def_25%_P_A1
2020-01-01,2020,1,3,121.42176,0,0.02633,224.4,Def_25%_P_A1
2020-02-01,2020,2,3,117.99804,0,0.02636,129.95,Def_25%_P_A1
2020-03-01,2020,3,3,120.16166,0,0.02639,96.66,Def_25%_P_A1
2020-04-01,2020,4,3,117.05951,0,0.02642,162.37,Def_25%_P_A1
2020-05-01,2020,5,3,110.17308,0,0.02644,148.55,Def_25%_P_A1
2020-06-01,2020,6,3,120.16166,0,0.02647,94.65,Def_25%_P_A1
2020-07-01,2020,7,3,116.18068,0,0.0265,89.5,Def_25%_P_A1
2020-08-01,2020,8,3,113.53071,0,0.02653,85.97,Def_25%_P_A1
2020-09-01,2020,9,3,108.44531,0,0.02655,54.99,Def_25%_P_A1
2020-10-01,2020,10,3,120.84376,0,0.02658,98.27,Def_25%_P_A1
2020-11-01,2020,11,3,119.75141,0,0.02661,193.75,Def_25%_P_A1
2020-12-01,2020,12,3,116.05864,0,0.02664,231.14,Def_25%_P_A1
2021-01-01,2021,1,3,106.77847,0,0.02666,67.46,Def_25%_P_A1
2021-02-01,2021,2,3,110.17308,0,0.02669,152.65,Def_25%_P_A1
2021-03-01,2021,3,3,110.17308,0,0.02672,147.18,Def_25%_P_A1
2021-04-01,2021,4,3,118.50874,0,0.02675,236.31,Def_25%_P_A1
2021-05-01,2021,5,3,116.31127,0,0.02677,178.89,Def_25%_P_A1
2021-06-01,2021,6,3,131.72054,0,0.0268,278.46,Def_25%_P_A1
2021-07-01,2021,7,3,107.461754,0,0.02683,67.93,Def_25%_P_A1
2021-08-01,2021,8,3,108.44531,0,0.02686,55.34,Def_25%_P_A1
2021-09-01,2021,9,3,83.368324,0,0.02688,28.28,Def_25%_P_A1
2021-10-01,2021,10,3,83.368324,0,0.02691,28.85,Def_25%_P_A1
2021-11-01,2021,11,3,119.942055,0,0.02694,189.49,Def_25%_P_A1
2021-12-01,2021,12,3,119.942055,0,0.02697,184.89,Def_25%_P_A1
2020-01-01,2020,1,4,3.0639203,0,0.08302,159.41,Def_25%_P_A1
2020-02-01,2020,2,4,3.0931344,0,0.08311,143.0,Def_25%_P_A1
2020-03-01,2020,3,4,4.455251,0,0.0832,455.37,Def_25%_P_A1
2020-04-01,2020,4,4,5.6832037,0,0.08329,262.94,Def_25%_P_A1
2020-05-01,2020,5,4,4.6913233,0,0.08337,255.26,Def_25%_P_A1
2020-06-01,2020,6,4,4.7664533,0,0.08346,336.85,Def_25%_P_A1
2020-07-01,2020,7,4,3.122998,0,0.08355,138.25,Def_25%_P_A1
2020-08-01,2020,8,4,2.892695,0,0.08364,102.36,Def_25%_P_A1
2020-09-01,2020,9,4,2.6770322,0,0.08372,123.01,Def_25%_P_A1
2020-10-01,2020,10,4,4.389492,0,0.08381,228.52,Def_25%_P_A1
2020-11-01,2020,11,4,4.333908,0,0.0839,478.89,Def_25%_P_A1
2020-12-01,2020,12,4,4.4013023,0,0.08399,374.16,Def_25%_P_A1
2021-01-01,2021,1,4,2.947152,0,0.08407,164.06,Def_25%_P_A1
2021-02-01,2021,2,4,2.7064419,0,0.08416,124.54,Def_25%_P_A1
2021-03-01,2021,3,4,4.655407,0,0.08425,229.84,Def_25%_P_A1
2021-04-01,2021,4,4,5.940116,0,0.08434,276.73,Def_25%_P_A1
2021-05-01,2021,5,4,4.3864007,0,0.08442,386.84,Def_25%_P_A1
2021-06-01,2021,6,4,4.2567306,0,0.08451,435.33,Def_25%_P_A1
2021-07-01,2021,7,4,3.1207266,0,0.0846,151.02,Def_25%_P_A1
2021-08-01,2021,8,4,2.8674603,0,0.08469,111.41,Def_25%_P_A1
2021-09-01,2021,9,4,3.0272806,0,0.08477,56.94,Def_25%_P_A1
2021-10-01,2021,10,4,3.1121125,0,0.08486,182.76,Def_25%_P_A1
2021-11-01,2021,11,4,5.038215,0,0.08495,243.71,Def_25%_P_A1
2021-12-01,2021,12,4,4.420631,0,0.08504,358.07,Def_25%_P_A1
2020-01-01,2020,1,5,44.53977,0,0.03252,0.0,Def_25%_P_A1
2020-02-01,2020,2,5,46.007244,0,0.03255,31.55,Def_25%_P_A1
2020-03-01,2020,3,5,45.28312,0,0.03258,58.59,Def_25%_P_A1
2020-04-01,2020,4,5,43.91667,0,0.03261,57.61,Def_25%_P_A1
2020-05-01,2020,5,5,67.70599,0,0.03265,215.49,Def_25%_P_A1
2020-06-01,2020,6,5,67.03753,0,0.03268,191.01,Def_25%_P_A1
2020-07-01,2020,7,5,56.77079,0,0.03271,118.15,Def_25%_P_A1
2020-08-01,2020,8,5,57.130474,0,0.03274,130.88,Def_25%_P_A1
2020-09-01,2020,9,5,41.99842,0,0.03278,24.15,Def_25%_P_A1
2020-10-01,2020,10,5,46.190464,0,0.03281,34.25,Def_25%_P_A1
2020-11-01,2020,11,5,39.601757,0,0.03284,54.98,Def_25%_P_A1
2020-12-01,2020,12,5,47.51831,0,0.03287,27.68,Def_25%_P_A1
2021-01-01,2021,1,5,44.59342,0,0.03291,20.99,Def_25%_P_A1
2021-02-01,2021,2,5,41.43727,0,0.03294,47.97,Def_25%_P_A1
2021-03-01,2021,3,5,46.007244,0,0.03297,31.44,Def_25%_P_A1
2021-04-01,2021,4,5,48.703632,0,0.033,62.42,Def_25%_P_A1
2021-05-01,2021,5,5,67.03753,0,0.03304,193.15,Def_25%_P_A1
2021-06-01,2021,6,5,38.928318,0,0.03307,97.83,Def_25%_P_A1
2021-07-01,2021,7,5,62.572975,0,0.0331,103.58,Def_25%_P_A1
2021-08-01,2021,8,5,47.215164,0,0.03313,72.11,Def_25%_P_A1
2021-09-01,2021,9,5,42.51931,0,0.03317,9.91,Def_25%_P_A1
2021-10-01,2021,10,5,41.99842,0,0.0332,24.34,Def_25%_P_A1
2021-11-01,2021,11,5,44.937294,0,0.03323,80.97,Def_25%_P_A1
2021-12-01,2021,12,5,57.278427,0,0.03326,165.69,Def_25%_P_A1
2020-01-01,2020,1,6,20.21314,0,0.02084,238.88,Def_25%_P_A1
2020-02-01,2020,2,6,24.135513,0,0.02086,97.09,Def_25%_P_A1
2020-03-01,2020,3,6,18.329004,0,0.02088,165.44,Def_25%_P_A1
2020-04-01,2020,4,6,20.851944,0,0.0209,189.06,Def_25%_P_A1
2020-05-01,2020,5,6,20.879116,0,0.02093,191.26,Def_25%_P_A1
2020-06-01,2020,6,6,21.177124,0,0.02095,115.76,Def_25%_P_A1
2020-07-01,2020,7,6,19.825085,0,0.02097,80.11,Def_25%_P_A1
2020-08-01,2020,8,6,19.66853,0,0.02099,28.16,Def_25%_P_A1
2020-09-01,2020,9,6,17.732601,0,0.02102,41.51,Def_25%_P_A1
2020-10-01,2020,10,6,19.812572,0,0.02104,70.73,Def_25%_P_A1
2020-11-01,2020,11,6,13.786656,0,0.02106,366.13,Def_25%_P_A1
2020-12-01,2020,12,6,16.377672,0,0.02108,307.93,Def_25%_P_A1
2021-01-01,2021,1,6,18.422018,0,0.02111,12.47,Def_25%_P_A1
2021-02-01,2021,2,6,19.825085,0,0.02113,75.9,Def_25%_P_A1
2021-03-01,2021,3,6,19.628162,0,0.02115,158.16,Def_25%_P_A1
2021-04-01,2021,4,6,19.284836,0,0.02117,212.31,Def_25%_P_A1
2021-05-01,2021,5,6,18.329004,0,0.0212,173.23,Def_25%_P_A1
2021-06-01,2021,6,6,18.985807,0,0.02122,263.65,Def_25%_P_A1
2021-07-01,2021,7,6,22.024652,0,0.02124,104.96,Def_25%_P_A1
2021-08-01,2021,8,6,19.825085,0,0.02126,78.09,Def_25%_P_A1
2021-09-01,2021,9,6,14.2122345,0,0.02129,1.99,Def_25%_P_A1
2021-10-01,2021,10,6,19.023832,0,0.02131,87.53,Def_25%_P_A1
2021-11-01,2021,11,6,19.284836,0,0.02133,212.45,Def_25%_P_A1
2021-12-01,2021,12,6,20.445837,0,0.02135,263.98,Def_25%_P_A1
2020-01-01,2020,1,7,140.27965,0,0.03477,186.36,Def_25%_P_A1
2020-02-01,2020,2,7,157.50276,0,0.03481,213.38,Def_25%_P_A1
2020-03-01,2020,3,7,177.61662,0,0.03484,49.39,Def_25%_P_A1
2020-04-01,2020,4,7,227.7945,0,0.03488,438.88,Def_25%_P_A1
2020-05-01,2020,5,7,177.7332,0,0.03491,276.37,Def_25%_P_A1
2020-06-01,2020,6,7,136.90036,0,0.03495,116.48,Def_25%_P_A1
2020-07-01,2020,7,7,144.27238,0,0.03498,82.0,Def_25%_P_A1
2020-08-01,2020,8,7,171.43391,0,0.03502,19.57,Def_25%_P_A1
2020-09-01,2020,9,7,156.5466,0,0.03505,177.97,Def_25%_P_A1
2020-10-01,2020,10,7,223.2578,0,0.03509,480.81,Def_25%_P_A1
2020-11-01,2020,11,7,214.97905,0,0.03512,362.47,Def_25%_P_A1
2020-12-01,2020,12,7,146.58955,0,0.03516,52.18,Def_25%_P_A1
2021-01-01,2021,1,7,147.51796,0,0.03519,88.99,Def_25%_P_A1
2021-02-01,2021,2,7,143.14854,0,0.03523,155.61,Def_25%_P_A1
2021-03-01,2021,3,7,214.97905,0,0.03526,363.59,Def_25%_P_A1
2021-04-01,2021,4,7,232.63937,0,0.0353,408.13,Def_25%_P_A1
2021-05-01,2021,5,7,229.11064,0,0.03533,400.68,Def_25%_P_A1
2021-06-01,2021,6,7,184.59001,0,0.03537,41.93,Def_25%_P_A1
2021-07-01,2021,7,7,172.54485,0,0.0354,23.85,Def_25%_P_A1
2021-08-01,2021,8,7,148.78737,0,0.03544,1.86,Def_25%_P_A1
2021-09-01,2021,9,7,141.06827,0,0.03547,130.45,Def_25%_P_A1
2021-10-01,2021,10,7,143.14854,0,0.03551,157.48,Def_25%_P_A1
2021-11-01,2021,11,7,221.62753,0,0.03554,393.22,Def_25%_P_A1
2021-12-01,2021,12,7,185.15898,0,0.03558,246.93,Def_25%_P_A1
2020-01-01,2020,1,8,37.012447,0,0.02315,464.77,Def_25%_P_A1
2020-02-01,2020,2,8,26.798746,0,0.02318,157.52,Def_25%_P_A1
2020-03-01,2020,3,8,35.738026,0,0.0232,245.54,Def_25%_P_A1
2020-04-01,2020,4,8,43.31393,0,0.02323,297.8,Def_25%_P_A1
2020-05-01,2020,5,8,36.90376,0,0.02325,276.86,Def_25%_P_A1
2020-06-01,2020,6,8,29.359356,0,0.02328,60.69,Def_25%_P_A1
2020-07-01,2020,7,8,37.38721,0,0.0233,12.69,Def_25%_P_A1
2020-08-01,2020,8,8,36.845932,0,0.02333,40.86,Def_25%_P_A1
2020-09-01,2020,9,8,24.51482,0,0.02335,86.17,Def_25%_P_A1
2020-10-01,2020,10,8,34.482033,0,0.02338,230.07,Def_25%_P_A1
2020-11-01,2020,11,8,42.78816,0,0.0234,302.44,Def_25%_P_A1
2020-12-01,2020,12,8,28.202175,0,0.02343,55.69,Def_25%_P_A1
2021-01-01,2021,1,8,31.444534,0,0.02345,64.3,Def_25%_P_A1
2021-02-01,2021,2,8,27.516596,0,0.02348,158.17,Def_25%_P_A1
2021-03-01,2021,3,8,34.482033,0,0.0235,231.64,Def_25%_P_A1
2021-04-01,2021,4,8,39.108482,0,0.02353,378.41,Def_25%_P_A1
2021-05-01,2021,5,8,44.231754,0,0.02355,298.91,Def_25%_P_A1
2021-06-01,2021,6,8,37.38721,0,0.02358,14.83,Def_25%_P_A1
2021-07-01,2021,7,8,36.845932,0,0.0236,40.49,Def_25%_P_A1
2021-08-01,2021,8,8,37.02477,0,0.02363,0.0,Def_25%_P_A1
2021-09-01,2021,9,8,24.988096,0,0.02365,108.78,Def_25%_P_A1
2021-10-01,2021,10,8,34.482033,0,0.02368,230.35,Def_25%_P_A1
2021-11-01,2021,11,8,43.601692,0,0.0237,312.26,Def_25%_P_A1
2021-12-01,2021,12,8,38.71331,0,0.02373,408.16,Def_25%_P_A1
2020-01-01,2020,1,9,2.8935077,0,0.00641,13.26,Def_25%_P_A1
2020-02-01,2020,2,9,2.8408527,0,0.00641,11.37,Def_25%_P_A1
2020-03-01,2020,3,9,3.1750343,0,0.00642,59.69,Def_25%_P_A1
2020-04-01,2020,4,9,21.807909,0,0.00643,162.01,Def_25%_P_A1
2020-05-01,2020,5,9,27.983437,0,0.00644,178.11,Def_25%_P_A1
2020-06-01,2020,6,9,30.865135,0,0.00644,215.06,Def_25%_P_A1
2020-07-01,2020,7,9,28.662931,0,0.00645,197.06,Def_25%_P_A1
2020-08-01,2020,8,9,27.921911,0,0.00646,192.33,Def_25%_P_A1
2020-09-01,2020,9,9,12.3940735,0,0.00647,119.37,Def_25%_P_A1
2020-10-01,2020,10,9,15.265065,0,0.00647,99.48,Def_25%_P_A1
2020-11-01,2020,11,9,3.507204,0,0.00648,23.69,Def_25%_P_A1
2020-12-01,2020,12,9,2.0670493,0,0.00649,0.0,Def_25%_P_A1
2021-01-01,2021,1,9,2.2076316,0,0.0065,28.42,Def_25%_P_A1
2021-02-01,2021,2,9,2.187566,0,0.0065,6.63,Def_25%_P_A1
2021-03-01,2021,3,9,3.174332,0,0.00651,18.0,Def_25%_P_A1
2021-04-01,2021,4,9,7.410087,0,0.00652,54.95,Def_25%_P_A1
2021-05-01,2021,5,9,17.427977,0,0.00653,150.64,Def_25%_P_A1
2021-06-01,2021,6,9,32.803352,0,0.00653,237.8,Def_25%_P_A1
2021-07-01,2021,7,9,26.85012,0,0.00654,172.24,Def_25%_P_A1
2021-08-01,2021,8,9,28.073914,0,0.00655,187.59,Def_25%_P_A1
2021-09-01,2021,9,9,10.286673,0,0.00656,72.95,Def_25%_P_A1
2021-10-01,2021,10,9,7.410087,0,0.00656,54.95,Def_25%_P_A1
2021-11-01,2021,11,9,2.2076316,0,0.00657,30.32,Def_25%_P_A1
2021-12-01,2021,12,9,2.7669032,0,0.00658,8.53,Def_25%_P_A1
2020-01-01,2020,1,10,6.108579,0,0.06927,162.7,Def_25%_P_A1
2020-02-01,2020,2,10,23.856236,0,0.06934,399.9,Def_25%_P_A1
2020-03-01,2020,3,10,14.867441,0,0.06941,275.43,Def_25%_P_A1
2020-04-01,2020,4,10,17.648891,0,0.06948,296.17,Def_25%_P_A1
2020-05-01,2020,5,10,10.404391,0,0.06955,215.39,Def_25%_P_A1
2020-06-01,2020,6,10,3.7517066,0,0.06962,99.63,Def_25%_P_A1
2020-07-01,2020,7,10,3.1146953,0,0.06969,74.5,Def_25%_P_A1
2020-08-01,2020,8,10,4.3087344,0,0.06976,55.76,Def_25%_P_A1
2020-09-01,2020,9,10,3.1577349,0,0.06983,73.15,Def_25%_P_A1
2020-10-01,2020,10,10,26.249884,0,0.0699,520.27,Def_25%_P_A1
2020-11-01,2020,11,10,18.631,0,0.06997,306.64,Def_25%_P_A1
2020-12-01,2020,12,10,3.9300416,0,0.07004,86.05,Def_25%_P_A1
2021-01-01,2021,1,10,5.8554244,0,0.07011,137.92,Def_25%_P_A1
2021-02-01,2021,2,10,6.048033,0,0.07018,167.72,Def_25%_P_A1
2021-03-01,2021,3,10,6.025368,0,0.07025,169.15,Def_25%_P_A1
2021-04-01,2021,4,10,21.561842,0,0.07032,376.78,Def_25%_P_A1
2021-05-01,2021,5,10,9.856974,0,0.07039,180.72,Def_25%_P_A1
2021-06-01,2021,6,10,3.6973705,0,0.07046,99.46,Def_25%_P_A1
2021-07-01,2021,7,10,4.6851373,0,0.07053,42.33,Def_25%_P_A1
2021-08-01,2021,8,10,3.918799,0,0.0706,1.97,Def_25%_P_A1
2021-09-01,2021,9,10,3.9599438,0,0.07067,88.02,Def_25%_P_A1
2021-10-01,2021,10,10,10.65276,0,0.07074,224.74,Def_25%_P_A1
2021-11-01,2021,11,10,24.902697,0,0.07081,432.55,Def_25%_P_A1
2021-12-01,2021,12,10,9.7355585,0,0.07088,241.66,Def_25%_P_A1
2020-01-01,2020,1,11,11.385596,0,0.02478,70.39,Def_25%_P_A1
2020-02-01,2020,2,11,16.082005,0,0.02481,122.81,Def_25%_P_A1
2020-03-01,2020,3,11,16.025824,0,0.02484,46.71,Def_25%_P_A1
2020-04-01,2020,4,11,20.340284,0,0.02486,179.06,Def_25%_P_A1
2020-05-01,2020,5,11,14.247248,0,0.02489,187.77,Def_25%_P_A1
2020-06-01,2020,6,11,7.556322,0,0.02492,30.8,Def_25%_P_A1
2020-07-01,2020,7,11,11.33086,0,0.02495,67.67,Def_25%_P_A1
2020-08-01,2020,8,11,7.3447585,0,0.02497,29.39,Def_25%_P_A1
2020-09-01,2020,9,11,12.643099,0,0.025,77.5,Def_25%_P_A1
2020-10-01,2020,10,11,12.951194,0,0.02503,104.83,Def_25%_P_A1
2020-11-01,2020,11,11,12.601379,0,0.02506,72.82,Def_25%_P_A1
2020-12-01,2020,12,11,6.6985855,0,0.02508,9.08,Def_25%_P_A1
2021-01-01,2021,1,11,7.8566527,0,0.02511,27.71,Def_25%_P_A1
2021-02-01,2021,2,11,10.739188,0,0.02514,49.52,Def_25%_P_A1
2021-03-01,2021,3,11,11.192305,0,0.02517,87.8,Def_25%_P_A1
2021-04-01,2021,4,11,14.452177,0,0.02519,134.79,Def_25%_P_A1
2021-05-01,2021,5,11,14.169558,0,0.02522,152.1,Def_25%_P_A1
2021-06-01,2021,6,11,15.234066,0,0.02525,43.53,Def_25%_P_A1
2021-07-01,2021,7,11,15.9860525,0,0.02528,36.5,Def_25%_P_A1
2021-08-01,2021,8,11,7.6443257,0,0.0253,22.09,Def_25%_P_A1
2021-09-01,2021,9,11,12.559784,0,0.02533,76.1,Def_25%_P_A1
2021-10-01,2021,10,11,14.452177,0,0.02536,134.41,Def_25%_P_A1
2021-11-01,2021,11,11,20.48122,0,0.02539,167.08,Def_25%_P_A1
2021-12-01,2021,12,11,9.205639,0,0.02541,19.94,Def_25%_P_A1
2020-01-01,2020,1,12,5.1771445,0,0.03197,78.41,Def_25%_P_A1
2020-02-01,2020,2,12,4.3198743,0,0.032,52.01,Def_25%_P_A1
2020-03-01,2020,3,12,5.4455924,0,0.03204,71.31,Def_25%_P_A1
2020-04-01,2020,4,12,5.4703536,0,0.03207,120.16,Def_25%_P_A1
2020-05-01,2020,5,12,6.398449,0,0.03211,222.53,Def_25%_P_A1
2020-06-01,2020,6,12,6.1706557,0,0.03214,207.46,Def_25%_P_A1
2020-07-01,2020,7,12,6.314379,0,0.03218,301.13,Def_25%_P_A1
2020-08-01,2020,8,12,6.3365316,0,0.03221,275.62,Def_25%_P_A1
2020-09-01,2020,9,12,5.487924,0,0.03225,128.43,Def_25%_P_A1
2020-10-01,2020,10,12,5.587493,0,0.03228,145.73,Def_25%_P_A1
2020-11-01,2020,11,12,5.620197,0,0.03232,68.78,Def_25%_P_A1
2020-12-01,2020,12,12,5.4783134,0,0.03235,138.77,Def_25%_P_A1
2021-01-01,2021,1,12,5.1962333,0,0.03239,89.91,Def_25%_P_A1
2021-02-01,2021,2,12,4.328135,0,0.03242,44.64,Def_25%_P_A1
2021-03-01,2021,3,12,4.3198743,0,0.03246,52.11,Def_25%_P_A1
2021-04-01,2021,4,12,5.517134,0,0.03249,132.03,Def_25%_P_A1
2021-05-01,2021,5,12,5.5977077,0,0.03253,61.18,Def_25%_P_A1
2021-06-01,2021,6,12,5.469159,0,0.03256,115.81,Def_25%_P_A1
2021-07-01,2021,7,12,4.342027,0,0.0326,41.39,Def_25%_P_A1
2021-08-01,2021,8,12,3.9405239,0,0.03263,45.3,Def_25%_P_A1
2021-09-01,2021,9,12,3.813102,0,0.03267,8.45,Def_25%_P_A1
2021-10-01,2021,10,12,6.1899185,0,0.0327,189.1,Def_25%_P_A1
2021-11-01,2021,11,12,6.1899185,0,0.03274,191.69,Def_25%_P_A1
2021-12-01,2021,12,12,5.233163,0,0.03277,56.68,Def_25%_P_A1
2020-01-01,2020,1,13,185.80124,0,0.05786,391.64,Def_25%_P_A1
2020-02-01,2020,2,13,157.72522,0,0.05792,183.73,Def_25%_P_A1
2020-03-01,2020,3,13,280.3032,0,0.05798,274.9,Def_25%_P_A1
2020-04-01,2020,4,13,311.27295,0,0.05803,338.75,Def_25%_P_A1
2020-05-01,2020,5,13,314.92325,0,0.05809,634.11,Def_25%_P_A1
2020-06-01,2020,6,13,106.46144,0,0.05815,48.06,Def_25%_P_A1
2020-07-01,2020,7,13,106.48651,0,0.05821,112.57,Def_25%_P_A1
2020-08-01,2020,8,13,157.72522,0,0.05826,183.9,Def_25%_P_A1
2020-09-01,2020,9,13,269.32724,0,0.05832,309.11,Def_25%_P_A1
2020-10-01,2020,10,13,319.13327,0,0.05838,644.54,Def_25%_P_A1
2020-11-01,2020,11,13,218.55157,0,0.05844,450.19,Def_25%_P_A1
2020-12-01,2020,12,13,177.32906,0,0.05849,202.04,Def_25%_P_A1
2021-01-01,2021,1,13,158.03305,0,0.05855,193.57,Def_25%_P_A1
2021-02-01,2021,2,13,267.79224,0,0.05861,301.0,Def_25%_P_A1
2021-03-01,2021,3,13,276.63205,0,0.05867,507.11,Def_25%_P_A1
2021-04-01,2021,4,13,280.11774,0,0.05872,490.2,Def_25%_P_A1
2021-05-01,2021,5,13,272.85632,0,0.05878,302.33,Def_25%_P_A1
2021-06-01,2021,6,13,115.94762,0,0.05884,133.21,Def_25%_P_A1
2021-07-01,2021,7,13,120.97186,0,0.0589,157.31,Def_25%_P_A1
2021-08-01,2021,8,13,98.19267,0,0.05895,80.71,Def_25%_P_A1
2021-09-01,2021,9,13,311.8058,0,0.05901,369.7,Def_25%_P_A1
2021-10-01,2021,10,13,312.67264,0,0.05907,367.91,Def_25%_P_A1
2021-11-01,2021,11,13,312.46085,0,0.05913,358.89,Def_25%_P_A1
2021-12-01,2021,12,13,312.67264,0,0.05918,367.52,Def_25%_P_A1
2020-01-01,2020,1,14,80.79487,0,0.01751,94.94,Def_25%_P_A1
2020-02-01,2020,2,14,45.308273,0,0.01753,24.17,Def_25%_P_A1
2020-03-01,2020,3,14,69.647835,0,0.01754,188.52,Def_25%_P_A1
2020-04-01,2020,4,14,66.87643,0,0.01756,215.72,Def_25%_P_A1
2020-05-01,2020,5,14,122.11557,0,0.01758,330.81,Def_25%_P_A1
2020-06-01,2020,6,14,63.299995,0,0.0176,186.17,Def_25%_P_A1
2020-07-01,2020,7,14,72.79708,0,0.01761,239.79,Def_25%_P_A1
2020-08-01,2020,8,14,78.070786,0,0.01763,150.27,Def_25%_P_A1
2020-09-01,2020,9,14,63.049427,0,0.01765,154.63,Def_25%_P_A1
2020-10-01,2020,10,14,108.607376,0,0.01767,299.51,Def_25%_P_A1
2020-11-01,2020,11,14,93.11053,0,0.01768,110.36,Def_25%_P_A1
2020-12-01,2020,12,14,51.755356,0,0.0177,14.78,Def_25%_P_A1
2021-01-01,2021,1,14,43.831245,0,0.01772,56.79,Def_25%_P_A1
2021-02-01,2021,2,14,64.41977,0,0.01774,68.57,Def_25%_P_A1
2021-03-01,2021,3,14,84.66317,0,0.01775,104.07,Def_25%_P_A1
2021-04-01,2021,4,14,60.692616,0,0.01777,184.84,Def_25%_P_A1
2021-05-01,2021,5,14,94.417015,0,0.01779,290.51,Def_25%_P_A1
2021-06-01,2021,6,14,70.29739,0,0.01781,140.92,Def_25%_P_A1
2021-07-01,2021,7,14,60.558193,0,0.01782,158.18,Def_25%_P_A1
2021-08-01,2021,8,14,59.63636,0,0.01784,193.84,Def_25%_P_A1
2021-09-01,2021,9,14,66.87643,0,0.01786,215.45,Def_25%_P_A1
2021-10-01,2021,10,14,64.53484,0,0.01788,211.06,Def_25%_P_A1
2021-11-01,2021,11,14,85.60092,0,0.01789,80.57,Def_25%_P_A1
2021-12-01,2021,12,14,43.878536,0,0.01791,59.51,Def_25%_P_A1
2020-01-01,2020,1,15,25.902994,0,0.20571,113.78,Def_25%_P_A1
2020-02-01,2020,2,15,21.738546,0,0.20593,21.81,Def_25%_P_A1
