mc,Bias,MAE,MSE,RMSE
1,-0.4864020833333342,0.8528270833333341,1.1055871976041682,1.0514690664038426
2,-0.6883583333333588,8.167249999999997,99.99085788333326,9.999542883718899
3,-17.709754166666528,57.0937541666666,5147.011760465408,71.74267739961624
4,-3.749043750000009,4.24773958333334,22.70205909239591,4.764667784053355
5,1.9877604166667038,12.502152083333323,230.81258297364585,15.192517334979277
6,-3.450860416666655,14.313777083333335,301.2531063044794,17.35664444253207
7,10.008641536463314,59.18244544271764,5773.028448024309,75.98044780089354
8,-2.4766851562586516,13.144010546873352,245.65598347073117,15.673416458153952
9,0.42191946521626433,2.9627525846326535,16.3508039483305,4.0436127347126725
10,0.81904965711805,2.5498092664930523,16.647524484151905,4.080137802103246
11,-1.4549550321037927,7.624398053718214,87.8266868423758,9.371589344522935
12,7.092518750000001,11.62213125,256.36866165989596,16.011516532168212
13,-8.631775686886849,58.599235055340195,5026.351922799051,70.89676948069673
14,4.841062969833129,23.520253955074054,969.3104981794659,31.133751752390296
15,4.8547869433380555,22.718186583101303,919.7318358687447,30.327080899235007
16,8.245201541868722,103.57452331270143,20844.63044973851,144.376696352765
17,0.30107230143029406,0.8722863313803125,1.480048249309905,1.2165723362422414
18,-3.2633099836175226,7.114153190281713,78.47132978259498,8.858404471607455
19,-1.7160827574132014,3.0938555579057048,16.85605849376925,4.1056130472524135
20,-50.17722937825454,65.73347963867434,4973.152787142021,70.52058413783894
21,-0.21002083333333532,1.824600000000002,5.060116819166672,2.249470341917553
22,-46.51656545050427,77.2228105355934,9720.114354578332,98.59064029905848
23,-3.3390812499999796,52.39548541666665,3913.659356434057,62.55924677003438
24,0.346019613874797,4.958870880608239,60.37712527995984,7.770271892280208
25,-0.900070833333333,2.5856999999999997,10.238961341250002,3.199837705454763
26,80.48902916666667,83.08417916666666,43664.15772662041,208.9597035952636
27,-4.511587500000009,10.62015000000001,199.99479043500023,14.141951436594605
28,-10.522568560876733,23.528768970315525,659.1083566439266,25.67310570702202
29,-0.12956666666667527,3.0406333333333335,13.851259863958271,3.72172807496172
30,-1.3646668823867103,2.6868808433079425,17.40025946865315,4.171361824231164
31,-1.9451747916663091,2.075238411458069,6.388320530872016,2.5275127162631676
32,-2.117179166666666,7.669850000000004,93.43601715187505,9.666230762395188
33,-0.15477708333333515,0.708564583333333,0.7937523761458323,0.8909278175844731
34,-25.792621471166388,49.39682384133628,3925.650081618114,62.6550084320329
35,16.28855523710529,59.53118718152701,5560.168147353989,74.56653503652956
36,7.038570117183788,34.29534941405729,2432.468128740226,49.320058077218704
37,-23.717397120441277,38.429355000651334,2073.9681928040495,45.54084093211333
38,-1.401727808160337,10.619648344183998,260.52950819556924,16.14092649743407
39,82.50463428822088,129.46023255211043,30804.38338423388,175.51177562840016
40,57.78460868054888,255.04528463550665,123329.59720581131,351.18313912517397
41,-28.774980692957417,502.9025742416054,543643.6913620658,737.3219726564955
42,-93.11659440104643,583.1320935329871,564516.8692566445,751.3433763976658
43,71.33999333683441,188.56801502956372,48745.9807665491,220.78491969912506
44,21.809094051670257,464.04768965057843,301468.20756406063,549.0612056629576
45,84.65247057287866,291.4918278645271,255332.3469081272,505.3042122406335
46,203.74461480031923,518.3600550346899,460796.21672962693,678.8197232915577
47,114.86391914062217,675.0400516927199,820768.6115519713,905.9628091439357
48,204.18721213540934,870.5208762499973,1147109.8121803505,1071.032124719119
