COD;CAT;ELEV;CUENCA;X;Y
44037040;LG;600;258;-75,66638889;1,72525
44037050;LG;520;258;-75,52930556;1,56311111
44037060;LG;270;258;-75,61922222;1,62116667
44037080;LG;253;258;-75,72497222;1,49733333
44037100;LG;236;258;-75,48172222;1,52772222
44037120;LM;480;258;-75,64258333;1,64963889
44117010;LG;153;261;-74,66694444;-0,05747222
44127010;LM;139;261;-73,53;-0,49
44127020;LM;148;261;-74,29;-0,2
44137070;LM;133;284;-72,54999722;-0,7
44137080;LM;132;284;-72,47;-0,6
44140020;LM;137;284;-73,04;-0,52
44147020;LM;137;284;-72,38;-0,62
44157010;LG;123;284;-72,34475;-0,63844444
44157020;LM;116;284;-70,82;-1,31
44157030;LM;114;284;-70,61;-1,42
44157040;LM;109;284;-70,18;-1,53
44167010;LM;125;284;-71,78;-0,93
44167020;LM;118;284;-71,12;-1,1
44187030;LM;101;284;-69,47;-1,23
44197020;LG;102;284;-69,61925;-1,30952778
44197030;LM;95;219;-69,41666667;-1,4
46017010;LG;670;237;-74,77211111;2,11216667
46037010;LM;500;236;-75,21816667;1,74572222
46037060;LG;450;236;-75,15066667;1,91752778
47017010;LM;200;262;-76,48125;0,47363889
47017020;LG;285;262;-77,15722222;0,98972222
47017070;LG;145;262;-76,985;1,10630556
47017100;LM;265;262;-76,97888889;1,11638889
47017110;LG;165;262;-77,30694444;0,80777778
47017150;LG;350;262;-76,57930556;0,78875
47017160;LG;250;262;-76,57694444;0,58269444
47017580;LM;282;262;-77,14719444;1,13522222
47047020;LM;135;273;-74,0685;-1,0495
47047040;LM;125;273;-73,48552778;-1,61002778
47047050;LG;147;261;-74,78011111;-0,19972222
47057010;LM;125;279;-73,23975;-1,68866667
47067020;LM;120;281;-72,67277778;-2,44397222
47067030;LM;120;281;-72,66666667;-2,48333333
47077010;LM;160;282;-72,78958333;-1,44461111
47087020;LM;112;219;-70,96666667;-2,28333333
47107010;LG;98;281;-69,73555556;-2,89472222
47107020;LM;95;51;-69,58333333;-2,98333333
47107030;LM;72;51;-69,83169444;-2,86480556
48017010;LG;120;301;-69,94272222;-4,22252778
48017030;LG;119;301;-70,03608333;-4,12019444
48017060;LM;75;301;-69,73333333;-4,28333333
51027020;LM;1258;253;-77,98513889;1,20608333
51027040;LM;930;253;-78,05325;1,22372222
51027050;LG;420;253;-78,09722222;1,23694444
51027060;LG;2;253;-78,67027778;1,42388889
52017001;LG;525;243;-77,24638889;1,90888889
52017010;LG;450;243;-77,42936111;1,59427778
52017030;LG;700;243;-77,04666667;2,14777778
52017070;LG;740;243;-77,0575;2,21666667
52017080;LG;615;243;-77,21;1,97222222
52017100;LG;918;243;-76,84863889;2,35633333
52017110;LG;892;243;-76,84822222;2,32836111
52017120;LG;735;243;-77,00888889;2,20861111
52017130;LG;740;243;-77,00444444;2,21805556
52027010;LG;720;244;-77,00305556;2,04638889
52027020;LG;710;244;-77,00886111;1,967
52027030;LG;900;244;-76,899;2,1565
52037010;LG;175;245;-77,01472222;1,66566667
52047010;LG;25;246;-77,29294444;1,23433333
52047020;LG;760;246;-77,31033333;1,51747222
52047030;LG;274;246;-77,24777778;1,20138889
52047040;LG;125;246;-77,30055556;1,43194444
52057010;LG;178;42;-77,47280556;1,02177778
52057030;LG;480;42;-77,44197222;1,57438889
52057040;LG;292;42;-77,68588889;0,84416667
52057050;LG;850;42;-77,48227778;1,383
52057060;LG;145;42;-77,5835;1,35333333
52067030;LG;124;252;-77,64694444;1,52972222
52077010;LG;380;249;-77,47891667;1,62405556
52077020;LG;340;249;-77,53111111;1,74111111
53047010;LG;150;242;-77,69325;2,50736111
53077010;LG;120;238;-77,24102778;2,80122222
53077020;LM;100;238;-77,49138889;2,99361111
53077040;LG;980;238;-77,25;2,25
53077060;LM;100;238;-77,22369444;2,92005556
53087010;LG;100;216;-77,05;3,11666667
53087020;LM;350;216;-77,03333333;3,15
53107020;LM;480;314;-76,91666667;3,58333333
53107030;LG;875;313;-76,86666667;3,4
53107040;LG;69;313;-76,94416667;3,66922222
53107050;LG;875;313;-76,86666667;3,4
53107080;LG;228;313;-76,88333333;3,6
53107090;LG;670;313;-76,78333333;3,58333333
53107100;LG;640;313;-76,78333333;3,56666667
53117010;LG;220;214;-76,8;3,95
53117020;LG;13;313;-76,83333333;3,73333333
53117030;LG;139;215;-76,51666667;3,81666667
54017030;LG;68;207;-76,68286111;5,15416667
54017040;LG;95;207;-76,56275;5,26511111
54017060;LM;465;207;-76,11666667;5,3
54017070;LM;520;207;-76,1;5,26666667
54017080;LM;440;207;-76,1;5,33333333
54017090;LM;398;207;-76,11666667;5,3
54017100;LG;265;207;-76,03333333;5,26666667
54017110;LM;562;207;-76,1;5,28333333
54027020;LG;53;206;-76,683;5,10552778
54027030;LG;33;206;-76,8645;4,87255556
54027040;LG;81;206;-76,59047222;4,94886111
54037020;LG;670;211;-76,41666667;4,41666667
54077010;LG;22;214;-77,08436111;4,0695
54077040;LG;80;214;-76,8;4
54077050;LG;1478;214;-76,48333333;3,98333333
54077060;LG;466;214;-76,71666667;3,93333333
54077080;LG;806;214;-76,58333333;3,88333333
54077090;LM;534;214;-76,65;3,93333333
54077110;LG;2;214;-76,71666667;3,86666667
54077120;LG;125;214;-76,81666667;3,91666667
54077130;LG;18;214;-77,21638889;4,15444444
54077160;LG;1425;213;-76,58333333;4
54077170;LG;134;214;-76,65;3,86666667
54077190;LG;1173;214;-76,56666667;3,88333333
54097010;LG;14;214;-77,02436111;4,2905
57027010;LM;10;208;-78,17416667;2,96388889
12045010;CP;40;175;-76,43194444;8,84694444
13085010;CP;20;174;-75,89277778;9,29722222
13095020;CP;200;168;-75,35136111;9,53013889
14015010;CP;20;307;-75,26055556;10,79416667
14015030;CP;1000;307;-75,51611111;10,44722222
15015060;CP;2200;296;-74,05469444;11,11108333
15065040;CP;170;202;-72,82847222;10,89813889
15075030;CP;1;187;-72,4635;11,78105556
15085020;CP;85;185;-71,28388889;12,17888889
16015090;CP;2500;167;-72,44211111;7,42444444
16025010;CP;285;166;-72,56611111;7,84888889
16025030;CP;860;166;-72,83055556;7,77458333
16025040;CP;100;166;-72,46861111;8,16777778
16040050;CP;1800;165;-73,21166667;7,93444444
16055010;CP;1435;165;-73,3575;8,31527778
16055040;CP;1430;165;-73,22305556;8,08722222
21015030;CP;1800;86;-76,29497222;1,88847222
21055020;CP;1070;17;-75,89;2,38
21105050;CP;553;20;-75,41833333;2,60305556
21135030;CP;415;32;-75,109;3,57383333
21185030;CP;332;31;-74,98138889;4,00883333
21185040;CP;305;49;-74,798;4,27544444
21195120;CP;1460;46;-74,39613889;4,39577778
21205400;CP;2580;47;-73,86666667;5,11666667
21205410;CP;3100;47;-73,98333333;5,15
21205480;CP;2760;47;-73,71666667;5,03333333
21205570;CP;2590;47;-74,21666667;4,85
21205610;CP;2565;47;-74,25;4,55
21205620;CP;2625;42;-73,36666667;4,88333333
21205650;CP;2620;47;-73,93333333;4,76666667
21206290;CP;2673;47;-74,41666667;4,86666667
21206300;CP;2700;47;-74,16666667;4,5
21206310;CP;2570;47;-74,31666667;4,81666667
21206390;CP;1300;47;-74,43333333;4,63333333
21206400;CP;380;47;-74,6;4,46666667
21206410;CP;550;47;-74,58333333;4,51666667
21255080;CP;1139;56;-74,76794444;4,78375
21255090;CP;321;56;-74,89999167;5
21255140;CP;429;56;-74,92063889;4,8215
22065040;CP;1448;43;-75,48808333;3,90691667
23085050;CP;1875;83;-75,16666667;6,31666667
23085080;CP;859;83;-74,83669444;6,48358333
23085170;CP;1880;83;-75,21666667;6,23333333
23085220;CP;1113;83;-75,03891667;6,15766667
23085230;CP;1210;83;-74,96666667;6,33333333
23085240;CP;800;83;-74,83333333;6,1
23105040;CP;927;87;-74,75;6,65
23105050;CP;540;87;-74,56666667;6,7
23185010;CP;328;93;-73,53722222;7,45611111
23190130;CP;1910;93;-72,97055556;7,19611111
23195210;CP;1020;93;-73,03333333;7,06666667
24015120;CP;2580;89;-73,73480556;5,46727778
24015130;CP;2572;89;-73,85;5,5
24015180;CP;2545;89;-73,78333333;5,61666667
24015220;CP;2600;89;-73,49577778;5,50938889
24015300;CP;2215;89;-73,54394444;5,65583333
24015340;CP;2900;89;-73,9;5,28333333
24025030;CP;2700;89;-73,16389139;5,96638889
24025040;CP;1673;69;-72,96888889;6,47
24030680;CP;2394;68;-72,59083333;6,65333333
24035130;CP;2690;68;-73,36081306;5,5430775
24035150;CP;2530;68;-72,89430556;5,78158333
24035340;CP;2500;68;-72,96791667;5,67694444
25025020;CP;25;82;-74,83805556;9,73166667
25025090;CP;34;290;-73,97083333;9,04633333
25025100;CP;18;82;-74,84527778;9,28194444
25025240;CP;26;82;-74,62733333;8,54269444
25025330;CP;50;298;-73,63008333;8,95422222
26035060;CP;1700;243;-76,8;2,4
26105120;CP;1540;35;-75,91666667;4,28333333
26115040;CP;934;23;-76,06216667;4,53122222
26125080;CP;1250;53;-75,73333333;4,38333333
26125140;CP;1170;53;-75,83333333;4,33333333
26125240;CP;1350;53;-75,75;4,75
26125250;CP;1450;53;-75,76666667;4,6
26135050;CP;1400;24;-75,7;4,96666667
26155020;CP;1310;25;-75,58333333;4,98333333
26155090;CP;1010;25;-75,66666667;5,08333333
26155150;CP;4133;63;-75,35038889;4,93452778
26175030;CP;1153;54;-75,69091667;5,71733333
26205020;CP;1600;71;-75,71666667;5,93333333
27015080;CP;1860;77;-75,28333333;6,7
27015220;CP;2392;77;-75,56666667;6,5
27015230;CP;2580;77;-75,5;6,65
27015240;CP;2210;77;-75,4;6,51666667
27015250;CP;1500;77;-75,05;6,9
29035040;CP;13;102;-75,35138889;9,94416667
29035080;CP;10;96;-74,95463889;10,45358333
29045120;CP;8;97;-74,82083333;11,04
32035010;CP;248;162;-73,79333333;2,17611111
34015010;CP;171;125;-70,93011111;4,55394444
35035070;CP;340;304;-73,582;4,07672222
35035120;CP;3300;142;-73,66666667;4,45
35075020;CP;1930;42;-73,44916667;5,02227778
35075040;CP;1300;42;-73,31675;4,97436111
35095040;CP;3030;310;-72,93333333;5,48333333
37015020;CP;3214;37;-72,86861111;7,18694444
42075010;CP;180;224;-70,24;1,26
44015030;CP;2900;260;-76,66875;1,90041667
44055010;CP;219;258;-75,23611111;0,7375
44135010;CP;150;284;-72,38191667;-0,61636111
47015100;CP;2830;262;-77,16147222;1,15994444
47075010;CP;160;282;-72,78958333;-1,44461111
52055090;CP;2800;303;-77,38936111;1,10758333
54035030;CP;1400;211;-76,21666667;4,76666667
2319500159;CP;118;93;-73,12;7,14
11025010;CO;2018;198;-76,08433333;5,87830556
11030010;CO;72;197;-76,61311111;5,37502778
11045010;CO;75;311;-76,64377778;5,69055556
11050020;CO;25;193;-76,78002778;5,99472222
11075020;CO;1833;195;-76,14330556;6,29830556
11080010;CO;15;193;-76,88541667;6,55916667
11115020;CO;1294;191;-76,02966667;6,75802778
11115040;CO;1396;191;-76,20333333;6,77797222
11120040;CO;8;191;-77,11527778;7,43944444
12015010;CO;132;179;-76,48602778;7,33466667
12025030;CO;54;178;-76,67336111;8,54266667
12025040;CO;37;178;-76,71633333;8,09180556
12045020;CO;15;175;-76,22444444;9,07111111
13065020;CO;25;176;-75,88;8,41
13075010;CO;20;174;-75,62208333;9,15075
13075020;CO;40;174;-75,58222222;8,91388889
13085030;CO;22;174;-75,95;9,37
15045010;CO;20;204;-73,03027778;11,26388889
15085030;CO;118;185;-72,35994444;11,21675
15085040;CO;50;185;-71,83305556;11,68605556
16015030;CO;1760;167;-72,53388889;7,56972222
16015060;CO;1235;167;-72,6;7,58333333
16025060;CO;1000;166;-72,8;7,76666667
16055020;CO;1160;165;-73,28527778;8,44222222
16055060;CO;1500;165;-73,235;8,2175
21015020;CO;1320;86;-76,13027778;1,82483333
21035040;CO;1045;85;-75,83;1,87
21045010;CO;780;21;-75,70508333;2,28158333
21055030;CO;2085;17;-76,16;2,24
21065030;CO;1500;19;-75,55;2,36666667
21065040;CO;1270;19;-75,52944444;2,2525
21085030;CO;1030;18;-75,58;2,76
21095010;CO;460;73;-75,33116667;2,82880556
21105030;CO;1155;20;-75,32225;2,52169444
21105040;CO;680;20;-75,29888889;2,69680556
21115060;CO;400;22;-75,18405556;3,32922222
21115080;CO;430;22;-75,2475;3,18305556
21115100;CO;1100;22;-75,06638889;2,94263889
21125010;CO;1300;26;-75,58905556;2,93569444
21135020;CO;332;32;-75,01572222;3,85583333
21135050;CO;1691;32;-75,53002778;3,09877778
21145070;CO;1476;29;-74,70288889;3,31102778
21145080;CO;1410;29;-74,70294444;3,58977778
21165010;CO;321;44;-74,91702778;3,78761111
21185080;CO;591;49;-75,10461111;4,21645833
21195030;CO;1550;46;-74,41666667;4,35
21195060;CO;950;46;-74,48741667;4,19272222
21195100;CO;3200;147;-74,2;4,15
21195110;CO;250;46;-74,44375;3,96472222
21205090;CO;3050;47;-74,15;4,4
21205160;CO;2545;47;-74,18333333;4,71666667
21205240;CO;2682;47;-74,06666667;4,56666667
21205300;CO;3256;47;-74,05;4,51666667
21205340;CO;2585;47;-74,18333333;4,61666667
21205360;CO;3455;47;-74,13333333;4,35
21205370;CO;3000;47;-74,03333333;5,03333333
21205380;CO;2550;47;-74,13333333;4,63333333
21205390;CO;2675;47;-73,73333333;5,08333333
21205450;CO;2698;47;-73,96666667;4,98333333
21205470;CO;2518;47;-74,15;4,68333333
21205540;CO;2600;47;-74,06666667;4,63333333
21205550;CO;3260;47;-74,4;4,8
21205580;CO;2725;47;-74,06155556;4,59836111
21205660;CO;810;47;-74,52661111;4,58188889
21205670;CO;1915;47;-74,43763889;4,77088889
21205690;CO;2680;47;-74,1;4,61666667
21205700;CO;2750;47;-73,86811111;4,87986111
21205710;CO;2552;47;-74,10266667;4,66933333
21205720;CO;2900;47;-74,18927778;4,50575
21205740;CO;2709;47;-73,70141667;5,11772222
21205770;CO;2550;47;-74,2725;4,72880556
21205940;CO;2590;47;-74,38397222;4,83497222
21205980;CO;2560;47;-74,20091667;4,79238889
21206070;CO;1540;47;-74,3;4,56666667
21206080;CO;1250;47;-74,46666667;4,66666667
21206100;CO;2560;47;-73,78333333;5,08333333
21206180;CO;1850;47;-74,44347222;4,8055
21206260;CO;2570;47;-74,04972222;4,79863889
21206350;CO;2000;47;-74,43333333;4,5
21206420;CO;2795;145;-73,5;4,68333333
21206530;CO;2640;47;-74,2;4,6
21206590;CO;2675;47;-73,73333333;5,08333333
21215080;CO;432;51;-74,99536111;4,23152778
21215130;CO;2229;51;-75,51858333;4,34138889
21235010;CO;297;50;-74,70238889;4,56180556
21245010;CO;826;55;-75,20052222;4,42966667
21255110;CO;2817;55;-75,13183333;4,70175
21255120;CO;269;56;-75,11761111;5,01685278
21255130;CO;1430;56;-75,06666667;4,91666667
22015020;CO;1160;28;-75,63141667;3,52913889
22045010;CO;908;43;-75,50344444;3,72244444
22045020;CO;130;36;-75,58419444;3,65183333
22055020;CO;699;30;-75,53636111;3,45577778
22075030;CO;253;48;-75,41558333;4,20677778
23025010;CO;1420;58;-75,13333333;5,2
23025030;CO;1450;65;-75,06666667;5,3
23025040;CO;788;58;-74,90263889;5,28569722
23055040;CO;1532;65;-74,99922222;5,41944444
23065070;CO;1940;299;-74,2;5,16666667
23065110;CO;1347;299;-74,35458333;5,48416667
23065120;CO;20;299;-74,13936111;5,14155556
23065130;CO;1340;299;-74,36666667;5,46666667
23085030;CO;1712;83;-75,14338889;6,37625
23085110;CO;247;83;-75,24130556;6,21422222
23085140;CO;1325;83;-75,10069444;5,96380556
23085160;CO;1965;83;-75,25355556;6,31194444
23085190;CO;790;83;-74,85;6,21666667
23105030;CO;990;87;-74,79652778;6,77411111
23115010;CO;350;67;-74,56666667;5,97833333
23125050;CO;168;88;-74,06138889;6,64944444
23125060;CO;1690;88;-73,91333333;5,75833333
23125080;CO;1100;88;-74,18461111;5,66172222
23125120;CO;198;88;-73,95222222;6,30861111
23145020;CO;805;72;-73,51;6,69638889
23155040;CO;114;72;-73,76508333;6,85955556
23185020;CO;100;93;-73,86666667;7,26666667
23195090;CO;1725;93;-72,9875;7,36583333
23195100;CO;1935;93;-72,96666667;7,28333333
23195110;CO;777;93;-73,16722222;7,02555556
23195150;CO;785;93;-73,15;7,06666667
23195160;CO;2350;93;-72,96666667;7,2
23195180;CO;1882;93;-73,05166667;7,73527778
23195200;CO;1850;93;-72,99111111;7,47388889
23205020;CO;165;95;-73,92555556;7,475
23205030;CO;650;95;-74,05916667;7,96527778
23205050;CO;750;95;-74,24097222;7,88541667
24015020;CO;1700;89;-73,6;5,88333333
24015090;CO;2300;89;-73,60227778;5,71066667
24015110;CO;2610;89;-73,85175;5,30380556
24015150;CO;2860;47;-73,76666667;5,2
24015190;CO;2550;89;-73,78333333;5,33333333
24015200;CO;3360;89;-73,81666667;5,71666667
24015210;CO;2700;89;-73,85;5,25
24015250;CO;1400;89;-73,41538889;6,23716667
24015260;CO;190;89;-73,36833333;6,355
24015280;CO;1900;89;-73,34361111;5,94472222
24015310;CO;2600;89;-73,71666667;5,51666667
24025010;CO;1200;69;-73,13333333;6,56666667
24025050;CO;1350;69;-73,15055556;6,27416667
24035010;CO;2950;68;-72,54888889;6,24811111
24035020;CO;2575;68;-72,81061111;5,90727778
24035240;CO;3716;68;-72,37519444;6,41008333
24035250;CO;2888;68;-72,46633333;6,18833333
24035260;CO;1160;68;-72,69661111;6,52072222
24035310;CO;2350;68;-72,50472222;6,54952778
24035320;CO;2594;68;-72,70483333;6,11686111
24055030;CO;1810;75;-73,28275;6,79277778
24055040;CO;940;89;-73,292;6,54972222
25015010;CO;170;82;-75,63227778;8,18077778
25025160;CO;50;82;-75,40277778;8,00388889
25025170;CO;125;82;-75,49883333;8,74086111
25025190;CO;90;82;-75,58372222;8,39933333
25025210;CO;10;290;-74,45777778;8,91138889
25025250;CO;40;298;-73,59338889;9,36102778
25025300;CO;50;108;-74,32227778;9,68366667
26025070;CO;371;4;-76,28905556;2,50975
26025090;CO;185;4;-76,56183333;2,58475
26025100;CO;1822;5;-76,52633333;2,67447222
26045010;CO;983;6;-76,41447222;3,26280556
26055060;CO;970;15;-76,6;3,1
26055090;CO;1676;16;-76,65;3,31666667
26065010;CO;13;6;-76,34733333;3,26916667
26065020;CO;1133;6;-76,22305556;3,24566667
26075030;CO;1040;7;-76,28333333;3,35
26075050;CO;159;9;-76,27780556;3,57405556
26085070;CO;1560;13;-76,38333333;3,9
26085100;CO;1864;306;-76,63333333;3,45
26085110;CO;1380;61;-76,35;4,16666667
26085130;CO;1500;13;-76,56666667;3,58333333
26085140;CO;942;13;-76,31666667;4,01666667
26085150;CO;1950;306;-76,66666667;3,45
26095080;CO;2628;9;-76,07477778;3,72997222
26095100;CO;1100;9;-76,28333333;3,61666667
26095120;CO;1128;8;-76,25;3,76666667
26095130;CO;999;9;-76,3;3,66666667
26095140;CO;1000;9;-76,33333333;3,63333333
26095180;CO;1272;9;-76,2;3,55
26095190;CO;1270;9;-76,4;3,63333333
26095240;CO;1750;9;-76,18333333;3,55
26095250;CO;3520;9;-76,06666667;3,48333333
26095260;CO;2100;9;-76,15;3,5
26095310;CO;947;9;-76,41666667;3,68333333
26105070;CO;1233;76;-75,91666667;4,51666667
26105110;CO;954;35;-76,08452778;4,3245
26105140;CO;332;34;-75,88802778;4,03305556
26105150;CO;111;35;-76,03305556;4,23891667
26105190;CO;1014;33;-76,18333333;4,06666667
26105200;CO;1861;33;-76,05;3,98333333
26105230;CO;1119;33;-76,16852778;4,02833333
26125070;CO;1450;53;-75,66666667;4,51666667
26125100;CO;1320;53;-75,55;4,51666667
26125130;CO;1749;53;-75,83236111;4,18505556
26125170;CO;1950;53;-75,56666667;4,68333333
26125180;CO;1900;53;-75,76666667;4,53333333
26125190;CO;2200;53;-75,66666667;4,3
26125200;CO;980;53;-75,86666667;4,58333333
26125210;CO;2500;53;-75,5;4,63333333
26125220;CO;1550;53;-75,7;4,53333333
26125230;CO;1350;53;-75,78333333;4,51666667
26135060;CO;1600;24;-75,63333333;4,91666667
26135070;CO;2120;24;-75,53333333;4,78333333
26135100;CO;995;24;-75,87755556;4,87802778
26135140;CO;395;24;-75,4125;4,77641667
26135220;CO;1950;24;-75,6;4,78333333
26145020;CO;217;45;-75,80013889;5,27594444
26145030;CO;1736;45;-75,96705556;5,07936111
26145060;CO;900;23;-75,9;4,9
26155050;CO;2150;25;-75,48333333;5,05
26155140;CO;1020;25;-75,68333333;5,08333333
26175040;CO;604;71;-75,65097222;5,80025
26175070;CO;1320;54;-75,65;5,46666667
26175080;CO;1950;45;-75,78333333;5,38333333
26185020;CO;2408;64;-75,31863889;5,88636111
26185040;CO;2690;64;-75,37533333;5,37294444
26195010;CO;1570;57;-75,85;5,53333333
26195020;CO;1180;57;-75,88022222;5,691
26205050;CO;1330;71;-75,63333333;5,9
26215010;CO;26;70;-75,91952778;6,03955556
26255020;CO;2652;77;-75,56;6,78
27010810;CO;2550;77;-75,51675;6,19688889
27015010;CO;1175;77;-75,13333333;6,93333333
27015090;CO;1453;77;-75,55325;6,31969444
27015110;CO;2652;77;-75,55571944;6,78006389
27015180;CO;1800;77;-75,25;6,78333333
27015190;CO;1440;77;-75,14675;6,54038889
27025030;CO;1601;78;-75,15052778;7,07191667
28015070;CO;255;101;-73,01638889;10,56638889
28025020;CO;350;100;-73,13138889;10,27138889
28025090;CO;100;100;-73,26547222;9,85025
28035010;CO;70;100;-73,54738889;10,19066667
28035020;CO;110;100;-73,31944444;10,36305556
28035040;CO;50;100;-73,64752778;9,90491667
28045010;CO;1000;115;-73,63333333;10,36666667
28045050;CO;60;115;-74,06666667;10,18333333
29035030;CO;60;102;-75,33;9,88
29035110;CO;20;102;-75,25861111;10,04316667
29045110;CO;20;307;-75,04611111;10,83388889
29045140;CO;50;97;-74,78333333;11
29065020;CO;20;98;-74,19972222;10,72111111
31015010;CO;150;172;-72,64;2,37277778
31095020;CO;90;137;-70,66666667;4,01666667
32035020;CO;270;74;-73,93227778;2,43838889
32075050;CO;620;295;-74,04297222;3,38005556
32155010;CO;140;171;-70,53333333;2,8
34035010;CO;167;120;-67,85825;5,35313889
35025050;CO;2980;147;-74,03027778;4,48283333
35025060;CO;3195;147;-73,98141667;4,57541667
35035040;CO;2999;147;-73,9;4,48333333
35035050;CO;3800;147;-73,88333333;4,5
35045020;CO;305;144;-73,3575;4,30044444
35065010;CO;1752;145;-73,64647222;4,83038889
35075030;CO;2200;42;-73,34941667;5,42222222
35085020;CO;2120;128;-73,20361111;5,35841667
35085040;CO;1640;128;-73,14477778;5,19255556
35085050;CO;1300;128;-73,10366667;5,0345
35095030;CO;30;68;-72,94769444;5,57491389
35125010;CO;150;141;-72,15636111;4,34055556
35195020;CO;460;130;-72,86984056;5,02725778
35195030;CO;380;140;-72,54738889;5,17708333
35195050;CO;1550;140;-72,71722222;5,40727778
35235010;CO;3590;118;-72,52927778;6,01166667
36025010;CO;350;112;-71,74502778;6,45619444
37035010;CO;370;40;-72,11583333;7,00611111
38015040;CO;53;117;-67,45;6,2
44045010;CO;320;259;-75,9615;1,32513889
44045020;CO;270;259;-75,70447222;1,19525
44045030;CO;300;259;-75,80772222;1,30336111
46015020;CO;240;237;-74,78505556;1,73547222
46035010;CO;270;236;-75,16266667;1,64022222
47015040;CO;2100;262;-76,96097222;1,19827778
47015070;CO;362;262;-76,57044444;0,83897222
47015080;CO;1776;262;-77,30361111;0,80491667
47017170;CO;385;262;-76,84;0,49
47035020;CO;190;265;-75,85111111;0,13286111
47045010;CO;147;273;-74,77627778;-0,18061111
47067010;CO;120;235;-73,21;1,75
52025010;CO;1510;244;-77,00402778;1,82994444
52025020;CO;2300;244;-76,89166667;1,75333333
52045030;CO;2190;246;-77,03261111;1,53872222
52045040;CO;1875;246;-77,2675;1,54916667
52055030;CO;1493;303;-77,46511111;1,18436111
52055060;CO;1500;303;-77,58305556;1,37355556
52055070;CO;1700;303;-77,46666667;1,26666667
52065020;CO;32;252;-78,14;1,67
53105020;CO;1496;313;-76,75;3,53333333
53115030;CO;1360;215;-76,51666667;3,81666667
54010010;CO;78;207;-76,68922222;5,15875
54015010;CO;1505;207;-76,03163889;5,23344444
54020020;CO;71;206;-76,60555556;4,95569444
54025010;CO;111;206;-76,23236111;4,89808333
54035050;CO;1125;211;-76,2;4,68333333
54050010;CO;18;209;-76,91666667;4,71666667
54057010;CO;36;212;-76,93341667;4,67275
54075010;CO;50;214;-77,31666667;4,05
54075020;CO;66;214;-76,99044444;3,95355556
54075030;CO;1450;214;-76,55;3,9
54075040;CO;14;214;-77,27633333;4,2225
54075050;CO;1450;214;-76,55;3,9
54075080;CO;1145;214;-76,63333333;3,9
54075090;CO;1420;214;-76,45;3,88333333
54085010;CO;28;209;-76,93425;4,68819444
56015010;CO;4;200;-77,40444444;6,22333333
57015010;CO;100;;-81,60883333;4,096
11010010;PM;98;199;-76,54472222;5,45894444
11020010;PM;1850;198;-76,14208333;5,90852778
11020050;PM;715;198;-76,25086111;5,75766667
11030030;PM;64;197;-76,72813889;5,33416667
11030040;PM;35;197;-76,74086111;5,48161111
11035020;PM;53;197;-76,74972222;5,62616667
11040010;PM;54;196;-76,53780556;5,74361111
11050010;PM;20;194;-76,72702778;6,22177778
11050030;PM;25;193;-76,82136111;6,1025
11050060;PM;100;193;-76,91563889;6,10833333
11060010;PM;18;194;-76,77927778;6,42
11070020;PM;250;195;-76,22861111;6,33222222
11070030;PM;2150;195;-76,15861111;6,53944444
11090010;PM;50;189;-76,97272222;6,81252778
11100020;PM;11;191;-77,03;7,18
11110010;PM;1370;191;-76,13361111;6,76333333
11110030;PM;905;191;-76,25222222;6,85805556
11110130;PM;1500;191;-76,25;7,01666667
11150010;PM;11;183;-77,07583333;8,30805556
11150020;PM;2000;182;-77,04041667;8,16291667
11150030;PM;2000;183;-77,27694444;8,53083333
12010010;PM;20;179;-76,85527778;7,76638889
12010030;PM;18;179;-76,7;7,57
12010050;PM;15;179;-76,70305556;7,80805556
12010060;PM;10;179;-76,68916667;7,86305556
12010070;PM;18;179;-76,64777778;7,88444444
12010090;PM;4000;179;-76,71188889;7,74766667
12010100;PM;10;179;-76,61738889;7,94552778
12010110;PM;5000;178;-76,63852778;7,98741667
12010120;PM;130;179;-76,64908333;7,92383333
12020010;PM;10;178;-76,52;8,19999722
12030010;PM;4000;178;-76,53305556;8,75522222
12030020;PM;50;177;-76,38;8,62
12040010;PM;90;175;-76,22083333;8,90083333
12040020;PM;40;175;-76,23555556;8,78694444
13030010;PM;100;176;-76,05305556;8,18666667
13050010;PM;120;174;-76,04527778;8,84861111
13050020;PM;220;174;-76,12388889;8,6675
13050030;PM;100;174;-76,17527778;8,50194444
13060010;PM;75;176;-75,86111111;8,55777778
13060020;PM;55;176;-75,76527778;8,47583333
13060030;PM;60;176;-75,90388889;8,26611111
13070010;PM;3000;174;-75,9375;9,33611111
13070020;PM;20;174;-75,68805556;9,23444444
13070040;PM;19;174;-75,74247222;8,95061111
13070050;PM;20;174;-75,78625;8,89033333
13070070;PM;20;174;-75,85611111;8,82991667
13070090;PM;60;174;-75,70138889;8,79055556
13070100;PM;140;174;-75,60141667;8,74111111
13070110;PM;40;174;-75,75352778;8,68194444
13070120;PM;95;174;-75,67777778;8,6975
13070170;PM;9000;174;-75,74972222;8,77277778
13070180;PM;20;174;-75,83177778;8,98444444
13070190;PM;9000;174;-75,765;8,80472222
13070280;PM;10;174;-75,75138889;8,78861111
13070290;PM;20;174;-75,76722222;8,62472222
13070390;PM;25;174;-75,63;8,87
13070430;PM;50;174;-75,54111111;9,19527778
13070440;PM;40;168;-75,71888889;9,35222222
13070450;PM;75;168;-75,49166667;9,25111111
13080010;PM;50;174;-75,95333333;8,93586111
