cod_ah;cod_szh;cod_zh;nom_ah;nom_szh;nom_zh;objectid_1;ruleid;shape_area;shape_leng;HISTO_0;HISTO_1;HISTO_2;HISTO_3;HISTO_4;HISTO_5;HISTO_6;HISTO_7;HISTO_8;HISTO_9;HISTO_10;HISTO_11;HISTO_12;HISTO_13;HISTO_14;HISTO_15;HISTO_16;HISTO_17;HISTO_18;HISTO_19;Area Cuenca (ha);FCL 2001 (ha);FCL 2002 (ha);FCL 2003 (ha);FCL 2004 (ha);FCL 2005 (ha);FCL 2006 (ha);FCL 2007 (ha);FCL 2008 (ha);FCL 2009 (ha);FCL 2010 (ha);FCL 2011 (ha);FCL 2012 (ha);FCL 2013 (ha);FCL 2014 (ha);FCL 2015 (ha);FCL 2016 (ha);FCL 2017 (ha);FCL 2018 (ha);FCL 2019 (ha);FCL 2001 (%);FCL 2002 (%);FCL 2003 (%);FCL 2004 (%);FCL 2005 (%);FCL 2006 (%);FCL 2007 (%);FCL 2008 (%);FCL 2009 (%);FCL 2010 (%);FCL 2011 (%);FCL 2012 (%);FCL 2013 (%);FCL 2014 (%);FCL 2015 (%);FCL 2016 (%);FCL 2017 (%);FCL 2018 (%);FCL 2019 (%);FCL 2001 (% acum);FCL 2002 (% acum);FCL 2003 (% acum);FCL 2004 (% acum);FCL 2005 (% acum);FCL 2006 (% acum);FCL 2007 (% acum);FCL 2008 (% acum);FCL 2009 (% acum);FCL 2010 (% acum);FCL 2011 (% acum);FCL 2012 (% acum);FCL 2013 (% acum);FCL 2014 (% acum);FCL 2015 (% acum);FCL 2016 (% acum);FCL 2017 (% acum);FCL 2018 (% acum);FCL 2019 (% acum)
2;2701;27;Magdalena Cauca;R?o Porce;Nech?;77;3;0.427613268;5.78216254;6301274;18453;23590;16207;32189;25106;41263;23305;23409;29181;28680;29485;33141;15141;29269;17088;35929;54972;30293;33930;522847.582;1407.55;1799.39;1236.23;2455.30;1915.03;3147.44;1777.65;1785.58;2225.86;2187.64;2249.05;2527.92;1154.92;2232.57;1303.43;2740.58;4193.14;2310.68;2588.10;0.269%;0.344%;0.236%;0.470%;0.366%;0.602%;0.340%;0.342%;0.426%;0.418%;0.430%;0.483%;0.221%;0.427%;0.249%;0.524%;0.802%;0.442%;0.495%;0.269%;0.613%;0.850%;1.319%;1.686%;2.288%;2.628%;2.969%;3.395%;3.813%;4.243%;4.727%;4.948%;5.375%;5.624%;6.148%;6.950%;7.392%;7.887%
2;2702;27;Magdalena Cauca;Alto Nech?;Nech?;78;3;0.240414044;3.078604397;3514484;8299;10213;11309;18773;13660;22121;14459;14297;17959;16376;15391;21818;9330;12798;11252;22001;37998;25067;28988;293714.367;633.03;779.02;862.62;1431.96;1041.95;1687.34;1102.90;1090.54;1369.87;1249.12;1173.99;1664.23;711.67;976.20;858.28;1678.18;2898.40;1912.05;2211.14;0.216%;0.265%;0.294%;0.488%;0.355%;0.574%;0.376%;0.371%;0.466%;0.425%;0.400%;0.567%;0.242%;0.332%;0.292%;0.571%;0.987%;0.651%;0.753%;0.216%;0.481%;0.774%;1.262%;1.617%;2.191%;2.567%;2.938%;3.404%;3.830%;4.229%;4.796%;5.038%;5.371%;5.663%;6.234%;7.221%;7.872%;8.625%
2;2625;26;Magdalena Cauca;Directos al Cauca entre Pto Valdivia y R?o Nech?;Cauca;79;3;0.117731545;3.670606766;1695055;10016;10392;10846;13546;7159;16985;7239;8800;8492;7682;10253;8902;3840;7002;7368;12422;19579;9735;8449;143661.892;764.00;792.68;827.31;1033.26;546.07;1295.58;552.17;671.24;647.75;585.96;782.07;679.02;292.91;534.10;562.01;947.52;1493.44;742.56;644.47;0.532%;0.552%;0.576%;0.719%;0.380%;0.902%;0.384%;0.467%;0.451%;0.408%;0.544%;0.473%;0.204%;0.372%;0.391%;0.660%;1.040%;0.517%;0.449%;0.532%;1.084%;1.659%;2.379%;2.759%;3.661%;4.045%;4.512%;4.963%;5.371%;5.915%;6.388%;6.592%;6.964%;7.355%;8.014%;9.054%;9.571%;10.019%
2;2624;26;Magdalena Cauca;R?o Taraza - R?o Man;Cauca;80;3;0.211228421;3.134724633;3146055;23307;20123;16603;13928;10995;14451;7404;12306;7518;9755;9187;9699;3632;9988;10361;18187;19344;10954;5873;257791.816;1777.80;1534.94;1266.44;1062.40;838.67;1102.29;564.76;938.67;573.46;744.09;700.76;739.82;277.04;761.86;790.31;1387.26;1475.51;835.55;447.98;0.690%;0.595%;0.491%;0.412%;0.325%;0.428%;0.219%;0.364%;0.222%;0.289%;0.272%;0.287%;0.107%;0.296%;0.307%;0.538%;0.572%;0.324%;0.174%;0.690%;1.285%;1.776%;2.188%;2.514%;2.941%;3.160%;3.525%;3.747%;4.036%;4.307%;4.594%;4.702%;4.997%;5.304%;5.842%;6.415%;6.739%;6.912%
2;2501;25;Magdalena Cauca;Alto San Jorge;Bajo Magdalena- Cauca -San Jorge;81;3;0.324418231;3.583945485;4811755;29030;12306;13260;14283;15514;19582;15102;23100;20427;20614;27200;14707;9347;15738;12433;24439;35998;27312;28618;395763.688;2214.34;938.67;1011.44;1089.47;1183.37;1493.67;1151.95;1762.01;1558.12;1572.39;2074.75;1121.82;712.97;1200.46;948.36;1864.15;2745.84;2083.30;2182.91;0.560%;0.237%;0.256%;0.275%;0.299%;0.377%;0.291%;0.445%;0.394%;0.397%;0.524%;0.283%;0.180%;0.303%;0.240%;0.471%;0.694%;0.526%;0.552%;0.560%;0.797%;1.052%;1.328%;1.627%;2.004%;2.295%;2.740%;3.134%;3.531%;4.055%;4.339%;4.519%;4.822%;5.062%;5.533%;6.227%;6.753%;7.305%
2;2502;25;Magdalena Cauca;Bajo San Jorge - La Mojana;Bajo Magdalena- Cauca -San Jorge;82;3;1.412276334;7.065830484;21754655;101106;34357;24516;49206;35181;28644;27114;35409;57809;27580;46701;39642;17978;21613;31584;140513;64114;31324;27363;1718667.987;7712.13;2620.67;1870.02;3753.32;2683.52;2184.90;2068.19;2700.92;4409.53;2103.74;3562.24;3023.80;1371.32;1648.59;2409.15;10718.00;4890.47;2389.32;2087.19;0.449%;0.152%;0.109%;0.218%;0.156%;0.127%;0.120%;0.157%;0.257%;0.122%;0.207%;0.176%;0.080%;0.096%;0.140%;0.624%;0.285%;0.139%;0.121%;0.449%;0.601%;0.710%;0.928%;1.085%;1.212%;1.332%;1.489%;1.746%;1.868%;2.075%;2.251%;2.331%;2.427%;2.567%;3.191%;3.475%;3.614%;3.736%
2;2308;23;Magdalena Cauca;R?o Nare;Medio Magdalena;83;3;0.457408063;4.146638784;6844485;16480;14884;10535;26984;30464;33180;25214;33998;29131;26220;22155;25169;11880;19401;11826;21708;59536;29560;25689;559827.805;1257.06;1135.32;803.59;2058.28;2323.72;2530.89;1923.26;2593.29;2222.04;2000.00;1689.93;1919.83;906.18;1479.86;902.06;1655.84;4541.27;2254.77;1959.50;0.225%;0.203%;0.144%;0.368%;0.415%;0.452%;0.344%;0.463%;0.397%;0.357%;0.302%;0.343%;0.162%;0.264%;0.161%;0.296%;0.811%;0.403%;0.350%;0.225%;0.427%;0.571%;0.939%;1.354%;1.806%;2.149%;2.612%;3.009%;3.367%;3.669%;4.011%;4.173%;4.438%;4.599%;4.895%;5.706%;6.109%;6.459%
2;2102;21;Magdalena Cauca;R?o Timan? y otros directos al Magdalena;Alto Magdalena;84;3;0.031044145;1.316497595;466595;1305;1961;263;791;2107;1232;2419;2922;1644;1245;1465;3629;332;615;720;1184;1944;1654;2742;38189.689;99.54;149.58;20.06;60.34;160.72;93.97;184.52;222.88;125.40;94.97;111.75;276.81;25.32;46.91;54.92;90.31;148.28;126.16;209.15;0.261%;0.392%;0.053%;0.158%;0.421%;0.246%;0.483%;0.584%;0.328%;0.249%;0.293%;0.725%;0.066%;0.123%;0.144%;0.236%;0.388%;0.330%;0.548%;0.261%;0.652%;0.705%;0.863%;1.284%;1.530%;2.013%;2.597%;2.925%;3.174%;3.466%;4.191%;4.257%;4.380%;4.524%;4.760%;5.149%;5.479%;6.027%
2;2103;21;Magdalena Cauca;R?o Suaza;Alto Magdalena;85;3;0.115503601;2.152124576;1732922;4166;6107;714;1722;5011;4671;10825;5836;7163;4882;7600;10153;1807;3262;1875;4398;11807;10271;12844;142100.89;317.77;465.83;54.46;131.35;382.23;356.29;825.71;445.16;546.38;372.39;579.71;774.45;137.83;248.82;143.02;335.47;900.61;783.45;979.71;0.224%;0.328%;0.038%;0.092%;0.269%;0.251%;0.581%;0.313%;0.384%;0.262%;0.408%;0.545%;0.097%;0.175%;0.101%;0.236%;0.634%;0.551%;0.689%;0.224%;0.551%;0.590%;0.682%;0.951%;1.202%;1.783%;2.096%;2.481%;2.743%;3.151%;3.696%;3.793%;3.968%;4.069%;4.305%;4.938%;5.490%;6.179%
2;2101;21;Magdalena Cauca;Alto Magdalena;Alto Magdalena;86;3;0.203424985;2.880965074;3122434;4368;4848;1977;3883;4431;6442;6201;7526;7446;8103;9554;8478;2046;2995;1102;6564;19191;11276;15959;250263.608;333.18;369.79;150.80;296.19;337.99;491.38;473.00;574.07;567.96;618.08;728.76;646.68;156.06;228.45;84.06;500.69;1463.84;860.11;1217.32;0.133%;0.148%;0.060%;0.118%;0.135%;0.196%;0.189%;0.229%;0.227%;0.247%;0.291%;0.258%;0.062%;0.091%;0.034%;0.200%;0.585%;0.344%;0.486%;0.133%;0.281%;0.341%;0.460%;0.595%;0.791%;0.980%;1.209%;1.436%;1.683%;1.974%;2.233%;2.295%;2.386%;2.420%;2.620%;3.205%;3.549%;4.035%
2;2310;23;Magdalena Cauca;Ri? San Bartolo y otros directos al Magdalena Medio;Medio Magdalena;87;3;0.293989596;3.172196203;3881913;48866;30324;27687;66652;57109;51435;49189;33599;41296;63365;26546;34648;18953;32831;19168;36344;80932;51460;51477;359512.374;3727.38;2313.04;2111.90;5084.06;4356.14;3923.34;3752.02;2562.85;3149.96;4833.33;2024.87;2642.87;1445.69;2504.27;1462.09;2772.23;6173.30;3925.25;3926.54;1.037%;0.643%;0.587%;1.414%;1.212%;1.091%;1.044%;0.713%;0.876%;1.344%;0.563%;0.735%;0.402%;0.697%;0.407%;0.771%;1.717%;1.092%;1.092%;1.037%;1.680%;2.268%;3.682%;4.893%;5.985%;7.028%;7.741%;8.617%;9.962%;10.525%;11.260%;11.662%;12.359%;12.766%;13.537%;15.254%;16.346%;17.438%
2;2312;23;Magdalena Cauca;R?o Carare (Minero);Medio Magdalena;88;3;0.594831344;4.922857596;8658430;72666;49027;47962;84651;57887;68617;68498;37706;56784;40960;25996;26363;13442;23306;16443;26603;68341;44039;29565;728258.769;5542.79;3739.66;3658.43;6456.98;4415.48;5233.94;5224.87;2876.13;4331.35;3124.33;1982.91;2010.91;1025.32;1777.73;1254.23;2029.21;5212.89;3359.19;2255.15;0.761%;0.514%;0.502%;0.887%;0.606%;0.719%;0.717%;0.395%;0.595%;0.429%;0.272%;0.276%;0.141%;0.244%;0.172%;0.279%;0.716%;0.461%;0.310%;0.761%;1.275%;1.777%;2.664%;3.270%;3.989%;4.706%;5.101%;5.696%;6.125%;6.397%;6.673%;6.814%;7.058%;7.230%;7.509%;8.225%;8.686%;8.996%
2;2401;24;Magdalena Cauca;R?o Su?rez;Sogamoso;89;3;0.641471739;5.42410331;10063518;13325;7085;6522;10753;10395;15404;11685;8350;18253;22239;9632;19267;4264;6842;2965;5443;15044;8030;4530;785489.606;1016.40;540.43;497.48;820.21;792.91;1174.98;891.30;636.92;1392.30;1696.34;734.71;1469.64;325.25;521.89;226.16;415.18;1147.52;612.51;345.54;0.129%;0.069%;0.063%;0.104%;0.101%;0.150%;0.113%;0.081%;0.177%;0.216%;0.094%;0.187%;0.041%;0.066%;0.029%;0.053%;0.146%;0.078%;0.044%;0.129%;0.198%;0.262%;0.366%;0.467%;0.616%;0.730%;0.811%;0.988%;1.204%;1.298%;1.485%;1.526%;1.593%;1.622%;1.674%;1.820%;1.898%;1.942%
2;2704;27;Magdalena Cauca;Directos al Bajo Nech? (mi);Nech?;90;3;0.159951356;2.389043016;2249884;13474;11838;10226;14975;11568;20842;14886;21821;20768;13019;16470;15221;7040;17166;13573;21797;27841;19468;17369;195149.662;1027.77;902.97;780.02;1142.26;882.38;1589.78;1135.47;1664.45;1584.13;993.06;1256.29;1161.02;536.99;1309.38;1035.32;1662.62;2123.65;1484.97;1324.87;0.527%;0.463%;0.400%;0.585%;0.452%;0.815%;0.582%;0.853%;0.812%;0.509%;0.644%;0.595%;0.275%;0.671%;0.531%;0.852%;1.088%;0.761%;0.679%;0.527%;0.989%;1.389%;1.974%;2.427%;3.241%;3.823%;4.676%;5.488%;5.997%;6.640%;7.235%;7.510%;8.181%;8.712%;9.564%;10.652%;11.413%;12.092%
2;2703;27;Magdalena Cauca;Bajo Nech? (md);Nech?;91;3;0.367974212;3.70719052;4887530;32405;29261;17859;40352;20288;35151;42104;37104;46915;59062;54290;79716;31987;67695;48796;78222;126981;80149;71712;449129.719;2471.78;2231.96;1362.24;3077.96;1547.52;2681.24;3211.59;2830.21;3578.57;4505.11;4141.11;6080.55;2439.89;5163.62;3722.04;5966.59;9685.81;6113.58;5470.02;0.550%;0.497%;0.303%;0.685%;0.345%;0.597%;0.715%;0.630%;0.797%;1.003%;0.922%;1.354%;0.543%;1.150%;0.829%;1.328%;2.157%;1.361%;1.218%;0.550%;1.047%;1.351%;2.036%;2.380%;2.977%;3.693%;4.323%;5.119%;6.123%;7.045%;8.398%;8.942%;10.091%;10.920%;12.249%;14.405%;15.766%;16.984%
2;2317;23;Magdalena Cauca;R?o Cimitarra y otros directos al Magdalena;Medio Magdalena;92;3;0.406985024;3.926662527;5361695;47256;37348;23963;65174;45659;51240;81836;45731;60015;75683;29160;58277;37441;60468;57777;76922;129017;89741;77421;497237.491;3604.58;2848.82;1827.84;4971.32;3482.76;3908.47;6242.26;3488.25;4577.80;5772.92;2224.26;4445.23;2855.91;4612.36;4407.09;5867.43;9841.11;6845.23;5905.49;0.725%;0.573%;0.368%;1.000%;0.700%;0.786%;1.255%;0.702%;0.921%;1.161%;0.447%;0.894%;0.574%;0.928%;0.886%;1.180%;1.979%;1.377%;1.188%;0.725%;1.298%;1.665%;2.665%;3.366%;4.152%;5.407%;6.109%;7.029%;8.190%;8.638%;9.532%;10.106%;11.034%;11.920%;13.100%;15.079%;16.456%;17.643%
2;2319;23;Magdalena Cauca;R?o Lebrija y otros directos al Magdalena;Medio Magdalena;93;3;0.785745501;5.073587538;11740005;50069;44381;31748;42795;38004;44974;74388;43953;67769;40159;36481;70703;21410;36711;23171;39729;71630;27050;26777;958976.485;3819.15;3385.28;2421.66;3264.30;2898.86;3430.51;5674.14;3352.63;5169.26;3063.23;2782.68;5393.06;1633.10;2800.23;1767.43;3030.43;5463.77;2063.31;2042.49;0.398%;0.353%;0.253%;0.340%;0.302%;0.358%;0.592%;0.350%;0.539%;0.319%;0.290%;0.562%;0.170%;0.292%;0.184%;0.316%;0.570%;0.215%;0.213%;0.398%;0.751%;1.004%;1.344%;1.646%;2.004%;2.596%;2.945%;3.485%;3.804%;4.094%;4.657%;4.827%;5.119%;5.303%;5.619%;6.189%;6.404%;6.617%
2;2321;23;Magdalena Cauca;Quebrada El Carmen y Otros Directos al Magdalena;Medio Magdalena;94;3;0.244163644;2.558308834;3702631;9135;9601;6141;11933;6899;7454;19448;4680;10305;5852;6397;10271;5065;8060;8545;13043;28469;16459;16245;297371.652;696.80;732.34;468.42;910.22;526.24;568.57;1483.45;356.98;786.04;446.38;487.95;783.45;386.35;614.80;651.79;994.89;2171.55;1255.45;1239.13;0.234%;0.246%;0.158%;0.306%;0.177%;0.191%;0.499%;0.120%;0.264%;0.150%;0.164%;0.263%;0.130%;0.207%;0.219%;0.335%;0.730%;0.422%;0.417%;0.234%;0.481%;0.638%;0.944%;1.121%;1.312%;1.811%;1.931%;2.196%;2.346%;2.510%;2.773%;2.903%;3.110%;3.329%;3.664%;4.394%;4.816%;5.233%
2;2320;23;Magdalena Cauca;Directos al Magdalena (Brazo Morales);Medio Magdalena;95;3;0.582430245;4.368476418;8227095;61654;49328;38824;50265;51091;64457;57502;41395;57299;51358;35234;51503;42538;52384;45046;63611;117931;78946;81472;710110.399;4702.82;3762.62;2961.40;3834.10;3897.10;4916.63;4386.12;3157.51;4370.63;3917.47;2687.57;3928.53;3244.70;3995.73;3436.00;4852.10;8995.50;6021.82;6214.49;0.662%;0.530%;0.417%;0.540%;0.549%;0.692%;0.618%;0.445%;0.615%;0.552%;0.378%;0.553%;0.457%;0.563%;0.484%;0.683%;1.267%;0.848%;0.875%;0.662%;1.192%;1.609%;2.149%;2.698%;3.390%;4.008%;4.453%;5.068%;5.620%;5.998%;6.551%;7.008%;7.571%;8.055%;8.738%;10.005%;10.853%;11.728%
2;2903;29;Magdalena Cauca;Canal del Dique margen derecho;Bajo Magdalena;96;3;0.173696134;2.83386724;2657576;11030;2744;3339;8071;3307;3665;2826;11981;11980;1308;3438;8455;2829;3840;3869;12513;8912;7502;9956;210375.358;841.34;209.31;254.69;615.64;252.25;279.56;215.56;913.88;913.81;99.77;262.24;644.93;215.79;292.91;295.12;954.46;679.79;572.23;759.42;0.400%;0.099%;0.121%;0.293%;0.120%;0.133%;0.102%;0.434%;0.434%;0.047%;0.125%;0.307%;0.103%;0.139%;0.140%;0.454%;0.323%;0.272%;0.361%;0.400%;0.499%;0.620%;0.913%;1.033%;1.166%;1.268%;1.703%;2.137%;2.185%;2.309%;2.616%;2.718%;2.858%;2.998%;3.452%;3.775%;4.047%;4.408%
2;2904;29;Magdalena Cauca;Directos al Bajo Magdalena entre Calamar y desembocadura;Bajo Magdalena;97;3;0.095216585;1.951035008;1476946;3989;1110;433;4109;2324;1592;1109;7992;3200;388;1106;1951;1667;1858;1324;2772;2623;3529;3478;115222.497;304.27;84.67;33.03;313.42;177.27;121.43;84.59;609.61;244.09;29.60;84.36;148.82;127.15;141.72;100.99;211.44;200.08;269.18;265.29;0.264%;0.073%;0.029%;0.272%;0.154%;0.105%;0.073%;0.529%;0.212%;0.026%;0.073%;0.129%;0.110%;0.123%;0.088%;0.184%;0.174%;0.234%;0.230%;0.264%;0.338%;0.366%;0.638%;0.792%;0.897%;0.971%;1.500%;1.712%;1.737%;1.811%;1.940%;2.050%;2.173%;2.261%;2.444%;2.618%;2.852%;3.082%
2;2906;29;Magdalena Cauca;Cga Grande de Santa Marta;Bajo Magdalena;98;3;0.680009596;4.820003964;10258093;10780;6299;17006;15092;9619;11342;14394;33588;25967;11031;22187;35460;16672;33421;28762;70436;140349;73669;45984;822911.724;822.27;480.47;1297.18;1151.18;733.71;865.14;1097.94;2562.01;1980.70;841.42;1692.37;2704.81;1271.70;2549.28;2193.90;5372.69;10705.49;5619.30;3507.55;0.100%;0.058%;0.158%;0.140%;0.089%;0.105%;0.133%;0.311%;0.241%;0.102%;0.206%;0.329%;0.155%;0.310%;0.267%;0.653%;1.301%;0.683%;0.426%;0.100%;0.158%;0.316%;0.456%;0.545%;0.650%;0.784%;1.095%;1.336%;1.438%;1.643%;1.972%;2.127%;2.436%;2.703%;3.356%;4.657%;5.340%;5.766%
2;2901;29;Magdalena Cauca;Directos al Bajo Magdalena entre El Plato y Calamar;Bajo Magdalena;99;3;0.165832104;2.10221371;2368235;8318;4566;2151;8260;6071;10382;4875;9607;25678;10107;15190;12529;8572;14106;12557;36495;43519;33655;18471;201171.408;634.48;348.28;164.07;630.05;463.08;791.91;371.85;732.80;1958.66;770.94;1158.66;955.68;653.85;1075.97;957.82;2783.75;3319.53;2567.12;1408.92;0.315%;0.173%;0.082%;0.313%;0.230%;0.394%;0.185%;0.364%;0.974%;0.383%;0.576%;0.475%;0.325%;0.535%;0.476%;1.384%;1.650%;1.276%;0.700%;0.315%;0.489%;0.570%;0.883%;1.113%;1.507%;1.692%;2.056%;3.030%;3.413%;3.989%;4.464%;4.789%;5.324%;5.800%;7.184%;8.834%;10.110%;10.810%
2;2802;28;Magdalena Cauca;Medio Cesar;Cesar;100;3;0.682355229;4.179283732;10350520;20454;27630;61257;16932;23994;21549;45121;19763;27088;15560;21554;26040;21442;26760;21076;43932;60751;41209;25031;827379.425;1560.18;2107.55;4672.54;1291.53;1830.21;1643.71;3441.72;1507.48;2066.21;1186.88;1644.09;1986.27;1635.55;2041.19;1607.63;3351.03;4633.94;3143.33;1909.31;0.189%;0.255%;0.565%;0.156%;0.221%;0.199%;0.416%;0.182%;0.250%;0.143%;0.199%;0.240%;0.198%;0.247%;0.194%;0.405%;0.560%;0.380%;0.231%;0.189%;0.443%;1.008%;1.164%;1.385%;1.584%;2.000%;2.182%;2.432%;2.575%;2.774%;3.014%;3.212%;3.459%;3.653%;4.058%;4.618%;4.998%;5.229%
2;2801;28;Magdalena Cauca;Alto Cesar;Cesar;101;3;0.284354662;2.68015226;4395268;11368;5462;17204;6949;9005;9355;10580;10570;9388;3148;6930;7291;4819;5737;3951;7111;9641;7530;8367;344114.64;867.12;416.63;1312.28;530.05;686.88;713.58;807.02;806.25;716.09;240.12;528.60;556.14;367.58;437.60;301.37;542.41;735.39;574.37;638.22;0.252%;0.121%;0.381%;0.154%;0.200%;0.207%;0.235%;0.234%;0.208%;0.070%;0.154%;0.162%;0.107%;0.127%;0.088%;0.158%;0.214%;0.167%;0.185%;0.252%;0.373%;0.754%;0.908%;1.108%;1.315%;1.550%;1.784%;1.992%;2.062%;2.216%;2.377%;2.484%;2.611%;2.699%;2.857%;3.070%;3.237%;3.423%
2;2905;29;Magdalena Cauca;Canal del Dique margen izquierda;Bajo Magdalena;102;3;0.189647845;3.56977443;2760259;2569;1949;1721;5576;2079;2275;1109;4066;6853;1617;10481;7125;17366;11554;8237;59760;76085;31307;22388;229935.686;195.96;148.67;131.27;425.32;158.58;173.53;84.59;310.14;522.73;123.34;799.47;543.48;1324.64;881.31;628.30;4558.35;5803.59;2388.02;1707.70;0.085%;0.065%;0.057%;0.185%;0.069%;0.075%;0.037%;0.135%;0.227%;0.054%;0.348%;0.236%;0.576%;0.383%;0.273%;1.982%;2.524%;1.039%;0.743%;0.085%;0.150%;0.207%;0.392%;0.461%;0.536%;0.573%;0.708%;0.935%;0.989%;1.337%;1.573%;2.149%;2.532%;2.806%;4.788%;7.312%;8.351%;9.093%
2;2627;26;Magdalena Cauca;R?o Piendamo;Cauca;103;3;0.048828441;1.876565921;747696;3602;1193;731;1531;1789;1114;949;1503;2045;956;3686;4413;613;1006;756;1217;3662;169;2576;60038.081;274.75;91.00;55.76;116.78;136.46;84.97;72.39;114.65;155.99;72.92;281.16;336.61;46.76;76.74;57.67;92.83;279.33;12.89;196.49;0.458%;0.152%;0.093%;0.195%;0.227%;0.142%;0.121%;0.191%;0.260%;0.121%;0.468%;0.561%;0.078%;0.128%;0.096%;0.155%;0.465%;0.021%;0.327%;0.458%;0.609%;0.702%;0.897%;1.124%;1.265%;1.386%;1.577%;1.837%;1.958%;2.427%;2.987%;3.065%;3.193%;3.289%;3.444%;3.909%;3.930%;4.258%
3;3705;37;Orinoco;Rio Banadia y otros Directos al R?o Arauca;Arauca;104;4;0.171755789;2.661280278;2524235;11557;7751;3944;7664;11910;6198;12895;10428;12592;9046;11700;16228;5801;8894;12126;23314;25008;12410;14356;209922.908;881.54;591.23;300.84;584.59;908.47;472.77;983.60;795.42;960.49;690.01;892.45;1237.83;442.49;678.41;924.94;1778.34;1907.55;946.61;1095.04;0.420%;0.282%;0.143%;0.278%;0.433%;0.225%;0.469%;0.379%;0.458%;0.329%;0.425%;0.590%;0.211%;0.323%;0.441%;0.847%;0.909%;0.451%;0.522%;0.420%;0.702%;0.845%;1.123%;1.556%;1.781%;2.250%;2.629%;3.086%;3.415%;3.840%;4.430%;4.641%;4.964%;5.404%;6.252%;7.160%;7.611%;8.133%
3;3605;36;Orinoco;Ca?o Aguaclarita;Casanare;105;4;0.201675988;2.250986635;3224279;41;69;23;56;30;82;161;229;362;91;54;150;33;55;97;182;304;148;359;246959.062;3.13;5.26;1.75;4.27;2.29;6.25;12.28;17.47;27.61;6.94;4.12;11.44;2.52;4.20;7.40;13.88;23.19;11.29;27.38;0.001%;0.002%;0.001%;0.002%;0.001%;0.003%;0.005%;0.007%;0.011%;0.003%;0.002%;0.005%;0.001%;0.002%;0.003%;0.006%;0.009%;0.005%;0.011%;0.001%;0.003%;0.004%;0.006%;0.007%;0.009%;0.014%;0.021%;0.033%;0.035%;0.037%;0.042%;0.043%;0.044%;0.047%;0.053%;0.062%;0.067%;0.078%
3;3805;38;Orinoco;Directos Orinoco entre r?os Tomo y Meta (mi);Orinoco Directos;106;4;0.338341733;3.959828117;5402233;260;380;213;586;251;754;1060;153;485;834;301;860;392;705;392;650;1179;608;1135;414431.339;19.83;28.99;16.25;44.70;19.15;57.51;80.85;11.67;36.99;63.62;22.96;65.60;29.90;53.78;29.90;49.58;89.93;46.38;86.58;0.005%;0.007%;0.004%;0.011%;0.005%;0.014%;0.020%;0.003%;0.009%;0.015%;0.006%;0.016%;0.007%;0.013%;0.007%;0.012%;0.022%;0.011%;0.021%;0.005%;0.012%;0.016%;0.026%;0.031%;0.045%;0.064%;0.067%;0.076%;0.092%;0.097%;0.113%;0.120%;0.133%;0.140%;0.152%;0.174%;0.185%;0.206%
3;3706;37;Orinoco;Directos R?o Arauca (md);Arauca;107;4;0.238749929;3.187462024;3739030;3169;3839;661;1471;2216;647;2378;4484;8803;1080;2690;3136;3019;2574;2961;7017;16923;9544;4487;291807.837;241.72;292.83;50.42;112.20;169.03;49.35;181.39;342.03;671.47;82.38;205.19;239.21;230.28;196.34;225.86;535.24;1290.85;727.99;342.26;0.083%;0.100%;0.017%;0.038%;0.058%;0.017%;0.062%;0.117%;0.230%;0.028%;0.070%;0.082%;0.079%;0.067%;0.077%;0.183%;0.442%;0.249%;0.117%;0.083%;0.183%;0.200%;0.239%;0.297%;0.314%;0.376%;0.493%;0.723%;0.751%;0.822%;0.904%;0.983%;1.050%;1.127%;1.311%;1.753%;2.003%;2.120%
2;2908;29;Magdalena Cauca;R?os Chimicuica y Corozal;Bajo Magdalena;108;3;0.304546572;2.586486673;4597983;32736;13373;30807;15024;5985;11898;7598;23632;23100;12042;3515;14174;3061;8232;12993;18044;13860;11824;12870;369590.987;2497.03;1020.06;2349.89;1146.00;456.52;907.55;579.56;1802.59;1762.01;918.54;268.12;1081.16;233.49;627.92;991.08;1376.35;1057.21;901.91;981.69;0.676%;0.276%;0.636%;0.310%;0.124%;0.246%;0.157%;0.488%;0.477%;0.249%;0.073%;0.293%;0.063%;0.170%;0.268%;0.372%;0.286%;0.244%;0.266%;0.676%;0.952%;1.587%;1.897%;2.021%;2.267%;2.423%;2.911%;3.388%;3.636%;3.709%;4.001%;4.065%;4.235%;4.503%;4.875%;5.161%;5.405%;5.671%
3;3303;33;Orinoco;R?o Muco;Vichada;109;4;0.362707109;4.678104211;5765719;1213;2237;1181;1503;1624;1339;1345;1542;822;1122;701;1440;588;919;1916;2440;7345;5199;2989;445169.62;92.52;170.63;90.08;114.65;123.87;102.14;102.59;117.62;62.70;85.58;53.47;109.84;44.85;70.10;146.15;186.12;560.26;396.57;227.99;0.021%;0.038%;0.020%;0.026%;0.028%;0.023%;0.023%;0.026%;0.014%;0.019%;0.012%;0.025%;0.010%;0.016%;0.033%;0.042%;0.126%;0.089%;0.051%;0.021%;0.059%;0.079%;0.105%;0.133%;0.156%;0.179%;0.205%;0.219%;0.239%;0.251%;0.275%;0.285%;0.301%;0.334%;0.376%;0.502%;0.591%;0.642%
