cod_ah;cod_szh;cod_zh;nom_ah;nom_szh;nom_zh;objectid_1;ruleid;shape_area;shape_leng;HISTO_0;HISTO_1;HISTO_2;HISTO_3;HISTO_4;HISTO_5;HISTO_6;HISTO_7;HISTO_8;HISTO_9;HISTO_10;HISTO_11;HISTO_12;HISTO_13;HISTO_14;HISTO_15;HISTO_16;HISTO_17;HISTO_18;HISTO_19;Area Cuenca (ha);FCL 2001 (ha);FCL 2002 (ha);FCL 2003 (ha);FCL 2004 (ha);FCL 2005 (ha);FCL 2006 (ha);FCL 2007 (ha);FCL 2008 (ha);FCL 2009 (ha);FCL 2010 (ha);FCL 2011 (ha);FCL 2012 (ha);FCL 2013 (ha);FCL 2014 (ha);FCL 2015 (ha);FCL 2016 (ha);FCL 2017 (ha);FCL 2018 (ha);FCL 2019 (ha);FCL 2001 (%);FCL 2002 (%);FCL 2003 (%);FCL 2004 (%);FCL 2005 (%);FCL 2006 (%);FCL 2007 (%);FCL 2008 (%);FCL 2009 (%);FCL 2010 (%);FCL 2011 (%);FCL 2012 (%);FCL 2013 (%);FCL 2014 (%);FCL 2015 (%);FCL 2016 (%);FCL 2017 (%);FCL 2018 (%);FCL 2019 (%);FCL 2001 (% acum);FCL 2002 (% acum);FCL 2003 (% acum);FCL 2004 (% acum);FCL 2005 (% acum);FCL 2006 (% acum);FCL 2007 (% acum);FCL 2008 (% acum);FCL 2009 (% acum);FCL 2010 (% acum);FCL 2011 (% acum);FCL 2012 (% acum);FCL 2013 (% acum);FCL 2014 (% acum);FCL 2015 (% acum);FCL 2016 (% acum);FCL 2017 (% acum);FCL 2018 (% acum);FCL 2019 (% acum)
1;1701;17;Caribe;San Andres;Islas Caribe;1;2;0.002232222;0.358010867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2683.774;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%
1;1702;17;Caribe;Providencia;Islas Caribe;2;2;0.001841503;0.294392564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2207.014;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%
1;1703;17;Caribe;Roncador y Quitasue?o;Islas Caribe;3;2;0.002259971;0.341056312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2696.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%;0.000%
2;2602;26;Magdalena Cauca;R?o Palac?;Cauca;4;3;0.075833975;1.709663012;1122387;8104;3127;3625;4918;6631;4022;3285;4008;6814;3701;8854;10564;1733;3391;2289;2749;7217;3066;2882;93254.343;618.15;238.52;276.51;375.13;505.80;306.79;250.57;305.72;519.76;282.30;675.36;805.80;132.19;258.66;174.60;209.69;550.50;233.87;219.83;0.663%;0.256%;0.297%;0.402%;0.542%;0.329%;0.269%;0.328%;0.557%;0.303%;0.724%;0.864%;0.142%;0.277%;0.187%;0.225%;0.590%;0.251%;0.236%;0.663%;0.919%;1.215%;1.617%;2.160%;2.489%;2.757%;3.085%;3.643%;3.945%;4.670%;5.534%;5.675%;5.953%;6.140%;6.365%;6.955%;7.206%;7.442%
2;2606;26;Magdalena Cauca;R?o Ovejas;Cauca;5;3;0.075014629;1.398527683;1136949;6565;3532;1636;3837;3662;2644;1091;3172;3616;841;7522;6728;1605;2285;1069;2990;5887;720;3885;92229.766;500.76;269.41;124.79;292.68;279.33;201.68;83.22;241.95;275.82;64.15;573.76;513.20;122.43;174.29;81.54;228.07;449.05;54.92;296.34;0.543%;0.292%;0.135%;0.317%;0.303%;0.219%;0.090%;0.262%;0.299%;0.070%;0.622%;0.556%;0.133%;0.189%;0.088%;0.247%;0.487%;0.060%;0.321%;0.543%;0.835%;0.970%;1.288%;1.591%;1.809%;1.899%;2.162%;2.461%;2.530%;3.153%;3.709%;3.842%;4.031%;4.119%;4.366%;4.853%;4.913%;5.234%
2;2604;26;Magdalena Cauca;R?o Palo;Cauca;6;3;0.134114819;2.115093657;2101529;6412;2020;1518;3566;4255;2295;1273;3046;3442;1073;2835;8261;945;1317;258;409;481;377;472;164855.304;489.09;154.08;115.79;272.01;324.56;175.06;97.10;232.34;262.55;81.85;216.25;630.13;72.08;100.46;19.68;31.20;36.69;28.76;36.00;0.297%;0.093%;0.070%;0.165%;0.197%;0.106%;0.059%;0.141%;0.159%;0.050%;0.131%;0.382%;0.044%;0.061%;0.012%;0.019%;0.022%;0.017%;0.022%;0.297%;0.390%;0.460%;0.625%;0.822%;0.928%;0.987%;1.128%;1.288%;1.337%;1.468%;1.851%;1.894%;1.955%;1.967%;1.986%;2.008%;2.026%;2.048%
2;2607;26;Magdalena Cauca;R?o Guachal (Bolo - Fraile y P?rraga);Cauca;7;3;0.096384344;1.672267214;1507596;4895;2095;589;4242;1852;1703;1152;2653;2632;1359;2114;3531;1314;2770;278;829;129;79;308;118436.221;373.38;159.80;44.93;323.57;141.27;129.90;87.87;202.36;200.76;103.66;161.25;269.34;100.23;211.29;21.21;63.23;9.84;6.03;23.49;0.315%;0.135%;0.038%;0.273%;0.119%;0.110%;0.074%;0.171%;0.170%;0.088%;0.136%;0.227%;0.085%;0.178%;0.018%;0.053%;0.008%;0.005%;0.020%;0.315%;0.450%;0.488%;0.761%;0.881%;0.990%;1.064%;1.235%;1.405%;1.492%;1.629%;1.856%;1.941%;2.119%;2.137%;2.190%;2.199%;2.204%;2.223%
2;2632;26;Magdalena Cauca;R?os Guabas,Sabaletas y Sonso;Cauca;8;3;0.045246401;1.027299665;696883;2383;705;546;1902;1896;3198;708;2702;2741;835;2420;1417;829;1186;401;1849;730;118;455;55577.483;181.77;53.78;41.65;145.08;144.62;243.94;54.00;206.10;209.08;63.69;184.59;108.09;63.23;90.47;30.59;141.04;55.68;9.00;34.71;0.327%;0.097%;0.075%;0.261%;0.260%;0.439%;0.097%;0.371%;0.376%;0.115%;0.332%;0.194%;0.114%;0.163%;0.055%;0.254%;0.100%;0.016%;0.062%;0.327%;0.424%;0.499%;0.760%;1.020%;1.459%;1.556%;1.927%;2.303%;2.418%;2.750%;2.944%;3.058%;3.221%;3.276%;3.530%;3.630%;3.646%;3.709%
2;2609;26;Magdalena Cauca;R?os Amaime y Cerrito;Cauca;9;3;0.091403291;1.708338121;1419655;4810;1472;785;4039;2936;2145;1115;3433;5361;2209;3117;2623;1172;2285;343;1415;1667;488;1364;112291.524;366.90;112.28;59.88;308.09;223.95;163.62;85.05;261.86;408.92;168.50;237.76;200.08;89.40;174.29;26.16;107.93;127.15;37.22;104.04;0.327%;0.100%;0.053%;0.274%;0.199%;0.146%;0.076%;0.233%;0.364%;0.150%;0.212%;0.178%;0.080%;0.155%;0.023%;0.096%;0.113%;0.033%;0.093%;0.327%;0.427%;0.480%;0.754%;0.954%;1.100%;1.175%;1.408%;1.773%;1.923%;2.134%;2.313%;2.392%;2.547%;2.571%;2.667%;2.780%;2.813%;2.906%
2;2633;26;Magdalena Cauca;R?os Guadalajara y San Pedro;Cauca;10;3;0.037664205;1.341141822;586883;1326;714;370;1667;1106;892;419;540;826;632;1025;1753;649;2513;247;466;293;80;219;46254.834;101.14;54.46;28.22;127.15;84.36;68.04;31.96;41.19;63.01;48.21;78.18;133.71;49.50;191.69;18.84;35.55;22.35;6.10;16.70;0.219%;0.118%;0.061%;0.275%;0.182%;0.147%;0.069%;0.089%;0.136%;0.104%;0.169%;0.289%;0.107%;0.414%;0.041%;0.077%;0.048%;0.013%;0.036%;0.219%;0.336%;0.397%;0.672%;0.855%;1.002%;1.071%;1.160%;1.296%;1.400%;1.569%;1.859%;1.966%;2.380%;2.421%;2.498%;2.546%;2.559%;2.595%
2;2601;26;Magdalena Cauca;Alto R?o Cauca;Cauca;11;3;0.069335605;1.687224054;1069375;3340;2259;454;2616;1318;1783;1031;1939;2754;936;3955;4847;2221;2297;1103;1381;2145;1433;2166;85276.333;254.77;172.31;34.63;199.54;100.53;136.00;78.64;147.90;210.07;71.40;301.68;369.72;169.41;175.21;84.13;105.34;163.62;109.31;165.22;0.299%;0.202%;0.041%;0.234%;0.118%;0.159%;0.092%;0.173%;0.246%;0.084%;0.354%;0.434%;0.199%;0.205%;0.099%;0.124%;0.192%;0.128%;0.194%;0.299%;0.501%;0.541%;0.775%;0.893%;1.053%;1.145%;1.318%;1.565%;1.649%;2.002%;2.436%;2.635%;2.840%;2.939%;3.062%;3.254%;3.382%;3.576%
2;2603;26;Magdalena Cauca;Rio Salado y otros directos Cauca;Cauca;12;3;0.101209543;2.358573113;1464314;4251;3956;4529;8517;6548;7034;2616;9738;10169;4809;13150;12301;6251;6138;6694;9340;18695;10280;10014;124451.292;324.26;301.75;345.46;649.66;499.47;536.54;199.54;742.79;775.67;366.82;1003.05;938.29;476.81;468.19;510.60;712.43;1426.01;784.13;763.84;0.261%;0.242%;0.278%;0.522%;0.401%;0.431%;0.160%;0.597%;0.623%;0.295%;0.806%;0.754%;0.383%;0.376%;0.410%;0.572%;1.146%;0.630%;0.614%;0.261%;0.503%;0.781%;1.303%;1.704%;2.135%;2.295%;2.892%;3.516%;3.810%;4.616%;5.370%;5.753%;6.130%;6.540%;7.112%;8.258%;8.888%;9.502%
2;2631;26;Magdalena Cauca;Rios Arroyohondo - Yumbo - Mulalo - Vijes - Yotoco;Cauca;13;3;0.051293114;2.113379207;792041;1909;924;235;1912;1857;3654;626;3054;1742;1747;2116;2647;622;1721;429;1339;1149;470;519;63001.251;145.61;70.48;17.93;145.84;141.65;278.72;47.75;232.95;132.88;133.26;161.40;201.91;47.44;131.27;32.72;102.14;87.64;35.85;39.59;0.231%;0.112%;0.028%;0.231%;0.225%;0.442%;0.076%;0.370%;0.211%;0.212%;0.256%;0.320%;0.075%;0.208%;0.052%;0.162%;0.139%;0.057%;0.063%;0.231%;0.343%;0.371%;0.603%;0.828%;1.270%;1.346%;1.716%;1.927%;2.138%;2.394%;2.715%;2.790%;2.998%;3.050%;3.213%;3.352%;3.409%;3.471%
2;2628;26;Magdalena Cauca;R?o Quinamayo y otros directos al Cauca;Cauca;14;3;0.065830838;1.569225634;1020390;2492;1225;912;2872;2049;1678;339;1903;2432;1406;1672;3267;851;1877;1400;1883;2528;707;1410;80921.429;190.08;93.44;69.57;219.07;156.29;127.99;25.86;145.16;185.51;107.25;127.54;249.20;64.91;143.17;106.79;143.63;192.83;53.93;107.55;0.235%;0.115%;0.086%;0.271%;0.193%;0.158%;0.032%;0.179%;0.229%;0.133%;0.158%;0.308%;0.080%;0.177%;0.132%;0.177%;0.238%;0.067%;0.133%;0.235%;0.350%;0.436%;0.707%;0.900%;1.058%;1.090%;1.270%;1.499%;1.631%;1.789%;2.097%;2.177%;2.354%;2.486%;2.664%;2.902%;2.969%;3.101%
2;2605;26;Magdalena Cauca;R?o Timba;Cauca;15;3;0.039364391;1.132277005;594637;1844;1487;648;1206;1766;2025;851;2232;1811;961;2169;2757;1454;1939;930;2513;3785;1592;3233;48385.421;140.66;113.42;49.43;91.99;134.71;154.46;64.91;170.25;138.14;73.30;165.45;210.30;110.91;147.90;70.94;191.69;288.71;121.43;246.61;0.291%;0.234%;0.102%;0.190%;0.278%;0.319%;0.134%;0.352%;0.285%;0.151%;0.342%;0.435%;0.229%;0.306%;0.147%;0.396%;0.597%;0.251%;0.510%;0.291%;0.525%;0.627%;0.817%;1.096%;1.415%;1.549%;1.901%;2.187%;2.338%;2.680%;3.115%;3.344%;3.650%;3.796%;4.192%;4.789%;5.040%;5.550%
2;2629;26;Magdalena Cauca;R?os Claro y Jamund?;Cauca;16;3;0.054292314;1.3749816;849061;1521;504;338;1655;1289;1652;478;1064;1572;702;1547;1761;413;1993;344;752;1312;286;439;66724.055;116.02;38.44;25.78;126.24;98.32;126.01;36.46;81.16;119.91;53.55;118.00;134.32;31.50;152.02;26.24;57.36;100.08;21.82;33.49;0.174%;0.058%;0.039%;0.189%;0.147%;0.189%;0.055%;0.122%;0.180%;0.080%;0.177%;0.201%;0.047%;0.228%;0.039%;0.086%;0.150%;0.033%;0.050%;0.174%;0.231%;0.270%;0.459%;0.607%;0.796%;0.850%;0.972%;1.152%;1.232%;1.409%;1.610%;1.657%;1.885%;1.924%;2.010%;2.160%;2.193%;2.243%
2;2105;21;Magdalena Cauca;R?o P?ez;Alto Magdalena;17;3;0.422657534;3.919302978;6590804;8381;10218;3767;5118;11404;5444;12150;11503;11735;10830;8373;18009;3450;4940;1289;5825;25931;6230;7171;519749.963;639.28;779.41;287.34;390.39;869.87;415.26;926.77;877.42;895.12;826.09;638.67;1373.68;263.16;376.81;98.32;444.32;1977.96;475.21;546.99;0.123%;0.150%;0.055%;0.075%;0.167%;0.080%;0.178%;0.169%;0.172%;0.159%;0.123%;0.264%;0.051%;0.072%;0.019%;0.085%;0.381%;0.091%;0.105%;0.123%;0.273%;0.328%;0.403%;0.571%;0.651%;0.829%;0.998%;1.170%;1.329%;1.452%;1.716%;1.767%;1.839%;1.858%;1.944%;2.324%;2.416%;2.521%
2;2108;21;Magdalena Cauca;R?o Yaguar? y R?o Iquira;Alto Magdalena;18;3;0.076180973;1.442787615;1169679;2748;2388;571;2180;2471;2168;2215;2689;4273;1321;1613;8501;738;3137;695;2451;5399;1571;2113;93673.827;209.61;182.15;43.55;166.29;188.48;165.37;168.95;205.11;325.93;100.76;123.04;648.44;56.29;239.28;53.01;186.96;411.82;119.83;161.17;0.224%;0.194%;0.046%;0.178%;0.201%;0.177%;0.180%;0.219%;0.348%;0.108%;0.131%;0.692%;0.060%;0.255%;0.057%;0.200%;0.440%;0.128%;0.172%;0.224%;0.418%;0.465%;0.642%;0.843%;1.020%;1.200%;1.419%;1.767%;1.875%;2.006%;2.698%;2.758%;3.014%;3.071%;3.270%;3.710%;3.838%;4.010%
2;2106;21;Magdalena Cauca;R?os directos Magdalena (md);Alto Magdalena;19;3;0.093447302;2.219647377;1413933;2247;7043;1674;2827;6926;3612;6857;4145;7767;7534;2470;5182;793;1829;1770;5185;5257;5233;2839;114931.475;171.40;537.22;127.69;215.64;528.30;275.51;523.04;316.17;592.45;574.68;188.41;395.27;60.49;139.51;135.01;395.50;400.99;399.16;216.55;0.149%;0.467%;0.111%;0.188%;0.460%;0.240%;0.455%;0.275%;0.515%;0.500%;0.164%;0.344%;0.053%;0.121%;0.117%;0.344%;0.349%;0.347%;0.188%;0.149%;0.617%;0.728%;0.915%;1.375%;1.615%;2.070%;2.345%;2.860%;3.360%;3.524%;3.868%;3.921%;4.042%;4.160%;4.504%;4.853%;5.200%;5.388%
2;2110;21;Magdalena Cauca;Rio Neiva;Alto Magdalena;20;3;0.087035146;1.588390973;1316281;4214;3379;1915;2766;3329;3827;6215;3964;4794;4052;3061;4539;2666;4330;4800;3911;8306;4631;1602;107027.018;321.43;257.74;146.07;210.98;253.93;291.91;474.07;302.36;365.68;309.08;233.49;346.22;203.36;330.28;366.13;298.32;633.56;353.24;122.20;0.300%;0.241%;0.136%;0.197%;0.237%;0.273%;0.443%;0.283%;0.342%;0.289%;0.218%;0.323%;0.190%;0.309%;0.342%;0.279%;0.592%;0.330%;0.114%;0.300%;0.541%;0.678%;0.875%;1.112%;1.385%;1.828%;2.110%;2.452%;2.741%;2.959%;3.282%;3.472%;3.781%;4.123%;4.402%;4.994%;5.324%;5.438%
2;2104;21;Magdalena Cauca;R?os Directos al Magdalena (mi);Alto Magdalena;21;3;0.125373493;2.884083315;1933252;2414;4439;1335;1986;5801;2737;4311;4197;4177;2586;3276;7918;1532;3044;1616;4671;8027;3420;5137;154216.212;184.13;338.60;101.83;151.49;442.49;208.77;328.83;320.14;318.61;197.25;249.89;603.97;116.86;232.19;123.26;356.29;612.28;260.87;391.84;0.119%;0.220%;0.066%;0.098%;0.287%;0.135%;0.213%;0.208%;0.207%;0.128%;0.162%;0.392%;0.076%;0.151%;0.080%;0.231%;0.397%;0.169%;0.254%;0.119%;0.339%;0.405%;0.503%;0.790%;0.926%;1.139%;1.346%;1.553%;1.681%;1.843%;2.235%;2.310%;2.461%;2.541%;2.772%;3.169%;3.338%;3.592%
2;2111;21;Magdalena Cauca;Rio Fortalecillas y otros;Alto Magdalena;22;3;0.175602176;2.418795493;2737891;3493;6000;3548;2983;3715;3717;6776;2249;12833;3878;2711;5011;2246;2617;2158;2444;3011;1326;1080;215857.701;266.44;457.67;270.63;227.54;283.37;283.52;516.86;171.55;978.87;295.80;206.79;382.23;171.32;199.62;164.61;186.42;229.67;101.14;82.38;0.123%;0.212%;0.125%;0.105%;0.131%;0.131%;0.239%;0.079%;0.453%;0.137%;0.096%;0.177%;0.079%;0.092%;0.076%;0.086%;0.106%;0.047%;0.038%;0.123%;0.335%;0.461%;0.566%;0.698%;0.829%;1.068%;1.148%;1.601%;1.738%;1.834%;2.011%;2.091%;2.183%;2.259%;2.346%;2.452%;2.499%;2.537%
2;2608;26;Magdalena Cauca;Rios Pescador - RUT - Chanco - Catarina y Ca?averal;Cauca;23;3;0.104899038;2.833156766;1595280;9618;5100;2057;5738;3444;7348;2346;2812;3277;5335;9063;7098;1423;1952;923;3674;6716;2194;2932;128701.744;733.64;389.02;156.90;437.68;262.70;560.49;178.95;214.49;249.96;406.94;691.30;541.42;108.54;148.89;70.40;280.24;512.28;167.35;223.65;0.570%;0.302%;0.122%;0.340%;0.204%;0.435%;0.139%;0.167%;0.194%;0.316%;0.537%;0.421%;0.084%;0.116%;0.055%;0.218%;0.398%;0.130%;0.174%;0.570%;0.872%;0.994%;1.334%;1.538%;1.974%;2.113%;2.280%;2.474%;2.790%;3.327%;3.748%;3.832%;3.948%;4.003%;4.220%;4.618%;4.748%;4.922%
2;2613;26;Magdalena Cauca;R?o Ot?n y otros directos al Cauca;Cauca;24;3;0.099469955;2.042174435;1465408;7725;8155;3751;8154;6402;6590;5120;4579;6138;4249;11113;6053;2647;4819;2575;9064;15007;7743;6227;122009.788;589.24;622.04;286.12;621.97;488.33;502.67;390.54;349.28;468.19;324.10;847.67;461.71;201.91;367.58;196.41;691.38;1144.70;590.62;474.98;0.483%;0.510%;0.235%;0.510%;0.400%;0.412%;0.320%;0.286%;0.384%;0.266%;0.695%;0.378%;0.165%;0.301%;0.161%;0.567%;0.938%;0.484%;0.389%;0.483%;0.993%;1.227%;1.737%;2.137%;2.549%;2.869%;3.156%;3.539%;3.805%;4.500%;4.878%;5.044%;5.345%;5.506%;6.073%;7.011%;7.495%;7.884%
2;2615;26;Magdalena Cauca;R?o Chinchin?;Cauca;25;3;0.085946565;1.601430392;1300338;3602;4284;3104;3747;2490;4011;2660;2414;5396;2488;5583;3072;2080;2579;1646;5732;8421;5873;5647;105396.072;274.75;326.77;236.77;285.81;189.93;305.95;202.90;184.13;411.59;189.78;425.86;234.32;158.66;196.72;125.55;437.22;642.33;447.98;430.74;0.261%;0.310%;0.225%;0.271%;0.180%;0.290%;0.193%;0.175%;0.391%;0.180%;0.404%;0.222%;0.151%;0.187%;0.119%;0.415%;0.609%;0.425%;0.409%;0.261%;0.571%;0.795%;1.067%;1.247%;1.537%;1.730%;1.904%;2.295%;2.475%;2.879%;3.101%;3.252%;3.438%;3.558%;3.972%;4.582%;5.007%;5.416%
2;2112;21;Magdalena Cauca;R?o Bach?;Alto Magdalena;26;3;0.094996163;1.851859241;1472009;2109;1861;906;1761;2228;4185;3258;2101;4175;1852;1596;8024;1121;3080;923;2125;3577;1758;1325;116778.876;160.87;141.95;69.11;134.32;169.95;319.22;248.51;160.26;318.46;141.27;121.74;612.05;85.51;234.94;70.40;162.09;272.85;134.10;101.07;0.138%;0.122%;0.059%;0.115%;0.146%;0.273%;0.213%;0.137%;0.273%;0.121%;0.104%;0.524%;0.073%;0.201%;0.060%;0.139%;0.234%;0.115%;0.087%;0.138%;0.259%;0.318%;0.434%;0.579%;0.852%;1.065%;1.202%;1.475%;1.596%;1.700%;2.224%;2.298%;2.499%;2.559%;2.698%;2.932%;3.046%;3.133%
2;2202;22;Magdalena Cauca;R?o At?;Salda?a;27;3;0.124786806;2.229421214;1935314;3144;3998;1556;4067;4817;2013;3919;3519;3518;2892;4556;7707;1266;1790;680;1569;4599;1892;3784;153380.882;239.82;304.96;118.69;310.22;367.43;153.55;298.93;268.42;268.34;220.59;347.52;587.87;96.57;136.54;51.87;119.68;350.80;144.32;288.63;0.156%;0.199%;0.077%;0.202%;0.240%;0.100%;0.195%;0.175%;0.175%;0.144%;0.227%;0.383%;0.063%;0.089%;0.034%;0.078%;0.229%;0.094%;0.188%;0.156%;0.355%;0.433%;0.635%;0.874%;0.974%;1.169%;1.344%;1.519%;1.663%;1.890%;2.273%;2.336%;2.425%;2.459%;2.537%;2.766%;2.860%;3.048%
2;2201;22;Magdalena Cauca;Alto Salda?a;Salda?a;28;3;0.210085797;2.415753426;3294928;4938;5544;2464;3211;3119;1857;3805;3791;4271;3154;3837;4015;2685;2000;1091;2251;8814;1852;3758;258146.102;376.66;422.88;187.95;244.93;237.91;141.65;290.24;289.17;325.78;240.58;292.68;306.25;204.81;152.56;83.22;171.70;672.31;141.27;286.65;0.146%;0.164%;0.073%;0.095%;0.092%;0.055%;0.112%;0.112%;0.126%;0.093%;0.113%;0.119%;0.079%;0.059%;0.032%;0.067%;0.260%;0.055%;0.111%;0.146%;0.310%;0.383%;0.477%;0.570%;0.624%;0.737%;0.849%;0.975%;1.068%;1.182%;1.300%;1.380%;1.439%;1.471%;1.537%;1.798%;1.853%;1.964%
2;2114;21;Magdalena Cauca;R?o Cabrera;Alto Magdalena;29;3;0.228335117;3.205504579;3581064;3437;5758;1879;2248;5006;3508;9493;2898;8212;4065;2012;5780;1718;1517;1386;2470;5054;3157;2718;280577.24;262.17;439.21;143.33;171.47;381.85;267.58;724.10;221.05;626.39;310.07;153.47;440.88;131.05;115.71;105.72;188.41;385.51;240.81;207.32;0.093%;0.157%;0.051%;0.061%;0.136%;0.095%;0.258%;0.079%;0.223%;0.111%;0.055%;0.157%;0.047%;0.041%;0.038%;0.067%;0.137%;0.086%;0.074%;0.093%;0.250%;0.301%;0.362%;0.498%;0.594%;0.852%;0.930%;1.154%;1.264%;1.319%;1.476%;1.523%;1.564%;1.602%;1.669%;1.806%;1.892%;1.966%
2;2203;22;Magdalena Cauca;Medio Salda?a;Salda?a;30;3;0.0491454;1.461372686;760296;1260;1018;334;1230;1588;1312;1156;1215;1853;842;1910;4054;647;1233;922;1298;1481;1197;1433;60384.719;96.11;77.65;25.48;93.82;121.13;100.08;88.18;92.68;141.34;64.23;145.69;309.23;49.35;94.05;70.33;99.01;112.97;91.30;109.31;0.159%;0.129%;0.042%;0.155%;0.201%;0.166%;0.146%;0.153%;0.234%;0.106%;0.241%;0.512%;0.082%;0.156%;0.116%;0.164%;0.187%;0.151%;0.181%;0.159%;0.288%;0.330%;0.485%;0.686%;0.852%;0.998%;1.151%;1.385%;1.492%;1.733%;2.245%;2.327%;2.482%;2.599%;2.763%;2.950%;3.101%;3.282%
2;2208;22;Magdalena Cauca;Bajo Salda?a;Salda?a;31;3;0.057470253;2.093642465;894630;1585;743;560;1367;588;1019;1320;803;3369;704;804;2378;1415;3674;1355;1035;1337;497;310;70585.624;120.90;56.67;42.72;104.27;44.85;77.73;100.69;61.25;256.98;53.70;61.33;181.39;107.93;280.24;103.36;78.95;101.98;37.91;23.65;0.171%;0.080%;0.061%;0.148%;0.064%;0.110%;0.143%;0.087%;0.364%;0.076%;0.087%;0.257%;0.153%;0.397%;0.146%;0.112%;0.144%;0.054%;0.033%;0.171%;0.252%;0.312%;0.460%;0.523%;0.633%;0.776%;0.863%;1.227%;1.303%;1.390%;1.647%;1.800%;2.197%;2.343%;2.455%;2.600%;2.653%;2.687%
2;2113;21;Magdalena Cauca;R?o Aipe, R?o Chenche y otros directos al Magdalena;Alto Magdalena;32;3;0.212077156;3.601541607;3318241;3046;2251;1231;2880;3908;3690;4626;2927;5837;3620;2921;9664;3930;8616;2268;3308;5245;3418;1649;260578.632;232.34;171.70;93.90;219.68;298.09;281.46;352.86;223.26;445.23;276.13;222.81;737.15;299.77;657.21;173.00;252.33;400.08;260.72;125.78;0.089%;0.066%;0.036%;0.084%;0.114%;0.108%;0.135%;0.086%;0.171%;0.106%;0.086%;0.283%;0.115%;0.252%;0.066%;0.097%;0.154%;0.100%;0.048%;0.089%;0.155%;0.191%;0.275%;0.390%;0.498%;0.633%;0.719%;0.890%;0.996%;1.081%;1.364%;1.479%;1.731%;1.798%;1.895%;2.048%;2.148%;2.196%
2;2610;26;Magdalena Cauca;R?os Tulua y Morales;Cauca;33;3;0.087703603;1.618246637;1379256;3720;939;247;2179;1574;1587;757;1363;1740;1369;1404;1978;1087;1831;319;297;639;499;493;107706.673;283.75;71.62;18.84;166.21;120.06;121.05;57.74;103.97;132.72;104.42;107.09;150.88;82.91;139.66;24.33;22.65;48.74;38.06;37.60;0.263%;0.066%;0.017%;0.154%;0.111%;0.112%;0.054%;0.097%;0.123%;0.097%;0.099%;0.140%;0.077%;0.130%;0.023%;0.021%;0.045%;0.035%;0.035%;0.263%;0.330%;0.347%;0.502%;0.613%;0.726%;0.779%;0.876%;0.999%;1.096%;1.195%;1.335%;1.412%;1.542%;1.565%;1.586%;1.631%;1.666%;1.701%
2;2635;26;Magdalena Cauca;R?o Bugalagrande;Cauca;34;3;0.067925491;1.901938402;1051208;4133;1481;325;3120;2924;2846;1038;1560;2150;1877;2104;2920;1164;1662;408;645;3023;853;1319;83402.342;315.26;112.97;24.79;237.99;223.04;217.09;79.18;118.99;164.00;143.17;160.49;222.73;88.79;126.77;31.12;49.20;230.59;65.06;100.61;0.378%;0.135%;0.030%;0.285%;0.267%;0.260%;0.095%;0.143%;0.197%;0.172%;0.192%;0.267%;0.106%;0.152%;0.037%;0.059%;0.276%;0.078%;0.121%;0.378%;0.513%;0.543%;0.829%;1.096%;1.356%;1.451%;1.594%;1.790%;1.962%;2.155%;2.422%;2.528%;2.680%;2.717%;2.776%;3.053%;3.131%;3.251%
