date,basin_id,year,loss_cover,month,type
2001-01-31,1.0,2001,,1,interpolate
2001-02-28,1.0,2001,,2,interpolate
2001-03-31,1.0,2001,,3,interpolate
2001-04-30,1.0,2001,,4,interpolate
2001-05-31,1.0,2001,,5,interpolate
2001-06-30,1.0,2001,,6,interpolate
2001-07-31,1.0,2001,,7,interpolate
2001-08-31,1.0,2001,,8,interpolate
2001-09-30,1.0,2001,,9,interpolate
2001-10-31,1.0,2001,,10,interpolate
2001-11-30,1.0,2001,,11,interpolate
2001-12-31,1.0,2001,0.0,12,real
2002-01-31,1.0,2002,0.0,1,interpolate
2002-02-28,1.0,2002,0.0,2,interpolate
2002-03-31,1.0,2002,0.0,3,interpolate
2002-04-30,1.0,2002,0.0,4,interpolate
2002-05-31,1.0,2002,0.0,5,interpolate
2002-06-30,1.0,2002,0.0,6,interpolate
2002-07-31,1.0,2002,0.0,7,interpolate
2002-08-31,1.0,2002,0.0,8,interpolate
2002-09-30,1.0,2002,0.0,9,interpolate
2002-10-31,1.0,2002,0.0,10,interpolate
2002-11-30,1.0,2002,0.0,11,interpolate
2002-12-31,1.0,2002,0.0,12,real
2003-01-31,1.0,2003,0.0,1,interpolate
2003-02-28,1.0,2003,0.0,2,interpolate
2003-03-31,1.0,2003,0.0,3,interpolate
2003-04-30,1.0,2003,0.0,4,interpolate
2003-05-31,1.0,2003,0.0,5,interpolate
2003-06-30,1.0,2003,0.0,6,interpolate
2003-07-31,1.0,2003,0.0,7,interpolate
2003-08-31,1.0,2003,0.0,8,interpolate
2003-09-30,1.0,2003,0.0,9,interpolate
2003-10-31,1.0,2003,0.0,10,interpolate
2003-11-30,1.0,2003,0.0,11,interpolate
2003-12-31,1.0,2003,0.0,12,real
2004-01-31,1.0,2004,0.0,1,interpolate
2004-02-29,1.0,2004,0.0,2,interpolate
2004-03-31,1.0,2004,0.0,3,interpolate
2004-04-30,1.0,2004,0.0,4,interpolate
2004-05-31,1.0,2004,0.0,5,interpolate
2004-06-30,1.0,2004,0.0,6,interpolate
2004-07-31,1.0,2004,0.0,7,interpolate
2004-08-31,1.0,2004,0.0,8,interpolate
2004-09-30,1.0,2004,0.0,9,interpolate
2004-10-31,1.0,2004,0.0,10,interpolate
2004-11-30,1.0,2004,0.0,11,interpolate
2004-12-31,1.0,2004,0.0,12,real
2005-01-31,1.0,2005,0.0,1,interpolate
2005-02-28,1.0,2005,0.0,2,interpolate
2005-03-31,1.0,2005,0.0,3,interpolate
2005-04-30,1.0,2005,0.0,4,interpolate
2005-05-31,1.0,2005,0.0,5,interpolate
2005-06-30,1.0,2005,0.0,6,interpolate
2005-07-31,1.0,2005,0.0,7,interpolate
2005-08-31,1.0,2005,0.0,8,interpolate
2005-09-30,1.0,2005,0.0,9,interpolate
2005-10-31,1.0,2005,0.0,10,interpolate
2005-11-30,1.0,2005,0.0,11,interpolate
2005-12-31,1.0,2005,0.0,12,real
2006-01-31,1.0,2006,0.0,1,interpolate
2006-02-28,1.0,2006,0.0,2,interpolate
2006-03-31,1.0,2006,0.0,3,interpolate
2006-04-30,1.0,2006,0.0,4,interpolate
2006-05-31,1.0,2006,0.0,5,interpolate
2006-06-30,1.0,2006,0.0,6,interpolate
2006-07-31,1.0,2006,0.0,7,interpolate
2006-08-31,1.0,2006,0.0,8,interpolate
2006-09-30,1.0,2006,0.0,9,interpolate
2006-10-31,1.0,2006,0.0,10,interpolate
2006-11-30,1.0,2006,0.0,11,interpolate
2006-12-31,1.0,2006,0.0,12,real
2007-01-31,1.0,2007,0.0,1,interpolate
2007-02-28,1.0,2007,0.0,2,interpolate
2007-03-31,1.0,2007,0.0,3,interpolate
2007-04-30,1.0,2007,0.0,4,interpolate
2007-05-31,1.0,2007,0.0,5,interpolate
2007-06-30,1.0,2007,0.0,6,interpolate
2007-07-31,1.0,2007,0.0,7,interpolate
2007-08-31,1.0,2007,0.0,8,interpolate
2007-09-30,1.0,2007,0.0,9,interpolate
2007-10-31,1.0,2007,0.0,10,interpolate
2007-11-30,1.0,2007,0.0,11,interpolate
2007-12-31,1.0,2007,0.0,12,real
2008-01-31,1.0,2008,0.0,1,interpolate
2008-02-29,1.0,2008,0.0,2,interpolate
2008-03-31,1.0,2008,0.0,3,interpolate
2008-04-30,1.0,2008,0.0,4,interpolate
2008-05-31,1.0,2008,0.0,5,interpolate
2008-06-30,1.0,2008,0.0,6,interpolate
2008-07-31,1.0,2008,0.0,7,interpolate
2008-08-31,1.0,2008,0.0,8,interpolate
2008-09-30,1.0,2008,0.0,9,interpolate
2008-10-31,1.0,2008,0.0,10,interpolate
2008-11-30,1.0,2008,0.0,11,interpolate
2008-12-31,1.0,2008,0.0,12,real
2009-01-31,1.0,2009,0.0,1,interpolate
2009-02-28,1.0,2009,0.0,2,interpolate
2009-03-31,1.0,2009,0.0,3,interpolate
2009-04-30,1.0,2009,0.0,4,interpolate
2009-05-31,1.0,2009,0.0,5,interpolate
2009-06-30,1.0,2009,0.0,6,interpolate
2009-07-31,1.0,2009,0.0,7,interpolate
2009-08-31,1.0,2009,0.0,8,interpolate
2009-09-30,1.0,2009,0.0,9,interpolate
2009-10-31,1.0,2009,0.0,10,interpolate
2009-11-30,1.0,2009,0.0,11,interpolate
2009-12-31,1.0,2009,0.0,12,real
2010-01-31,1.0,2010,0.0,1,interpolate
2010-02-28,1.0,2010,0.0,2,interpolate
2010-03-31,1.0,2010,0.0,3,interpolate
2010-04-30,1.0,2010,0.0,4,interpolate
2010-05-31,1.0,2010,0.0,5,interpolate
2010-06-30,1.0,2010,0.0,6,interpolate
2010-07-31,1.0,2010,0.0,7,interpolate
2010-08-31,1.0,2010,0.0,8,interpolate
2010-09-30,1.0,2010,0.0,9,interpolate
2010-10-31,1.0,2010,0.0,10,interpolate
2010-11-30,1.0,2010,0.0,11,interpolate
2010-12-31,1.0,2010,0.0,12,real
2011-01-31,1.0,2011,0.0,1,interpolate
2011-02-28,1.0,2011,0.0,2,interpolate
2011-03-31,1.0,2011,0.0,3,interpolate
2011-04-30,1.0,2011,0.0,4,interpolate
2011-05-31,1.0,2011,0.0,5,interpolate
2011-06-30,1.0,2011,0.0,6,interpolate
2011-07-31,1.0,2011,0.0,7,interpolate
2011-08-31,1.0,2011,0.0,8,interpolate
2011-09-30,1.0,2011,0.0,9,interpolate
2011-10-31,1.0,2011,0.0,10,interpolate
2011-11-30,1.0,2011,0.0,11,interpolate
2011-12-31,1.0,2011,0.0,12,real
2012-01-31,1.0,2012,0.0,1,interpolate
2012-02-29,1.0,2012,0.0,2,interpolate
2012-03-31,1.0,2012,0.0,3,interpolate
2012-04-30,1.0,2012,0.0,4,interpolate
2012-05-31,1.0,2012,0.0,5,interpolate
2012-06-30,1.0,2012,0.0,6,interpolate
2012-07-31,1.0,2012,0.0,7,interpolate
2012-08-31,1.0,2012,0.0,8,interpolate
2012-09-30,1.0,2012,0.0,9,interpolate
2012-10-31,1.0,2012,0.0,10,interpolate
2012-11-30,1.0,2012,0.0,11,interpolate
2012-12-31,1.0,2012,0.0,12,real
2013-01-31,1.0,2013,0.0,1,interpolate
2013-02-28,1.0,2013,0.0,2,interpolate
2013-03-31,1.0,2013,0.0,3,interpolate
2013-04-30,1.0,2013,0.0,4,interpolate
2013-05-31,1.0,2013,0.0,5,interpolate
2013-06-30,1.0,2013,0.0,6,interpolate
2013-07-31,1.0,2013,0.0,7,interpolate
2013-08-31,1.0,2013,0.0,8,interpolate
2013-09-30,1.0,2013,0.0,9,interpolate
2013-10-31,1.0,2013,0.0,10,interpolate
2013-11-30,1.0,2013,0.0,11,interpolate
2013-12-31,1.0,2013,0.0,12,real
2014-01-31,1.0,2014,0.0,1,interpolate
2014-02-28,1.0,2014,0.0,2,interpolate
2014-03-31,1.0,2014,0.0,3,interpolate
2014-04-30,1.0,2014,0.0,4,interpolate
2014-05-31,1.0,2014,0.0,5,interpolate
2014-06-30,1.0,2014,0.0,6,interpolate
2014-07-31,1.0,2014,0.0,7,interpolate
2014-08-31,1.0,2014,0.0,8,interpolate
2014-09-30,1.0,2014,0.0,9,interpolate
2014-10-31,1.0,2014,0.0,10,interpolate
2014-11-30,1.0,2014,0.0,11,interpolate
2014-12-31,1.0,2014,0.0,12,real
2015-01-31,1.0,2015,0.0,1,interpolate
2015-02-28,1.0,2015,0.0,2,interpolate
2015-03-31,1.0,2015,0.0,3,interpolate
2015-04-30,1.0,2015,0.0,4,interpolate
2015-05-31,1.0,2015,0.0,5,interpolate
2015-06-30,1.0,2015,0.0,6,interpolate
2015-07-31,1.0,2015,0.0,7,interpolate
2015-08-31,1.0,2015,0.0,8,interpolate
2015-09-30,1.0,2015,0.0,9,interpolate
2015-10-31,1.0,2015,0.0,10,interpolate
2015-11-30,1.0,2015,0.0,11,interpolate
2015-12-31,1.0,2015,0.0,12,real
2016-01-31,1.0,2016,0.0,1,interpolate
2016-02-29,1.0,2016,0.0,2,interpolate
2016-03-31,1.0,2016,0.0,3,interpolate
2016-04-30,1.0,2016,0.0,4,interpolate
2016-05-31,1.0,2016,0.0,5,interpolate
2016-06-30,1.0,2016,0.0,6,interpolate
2016-07-31,1.0,2016,0.0,7,interpolate
2016-08-31,1.0,2016,0.0,8,interpolate
2016-09-30,1.0,2016,0.0,9,interpolate
2016-10-31,1.0,2016,0.0,10,interpolate
2016-11-30,1.0,2016,0.0,11,interpolate
2016-12-31,1.0,2016,0.0,12,real
2017-01-31,1.0,2017,0.0,1,interpolate
2017-02-28,1.0,2017,0.0,2,interpolate
2017-03-31,1.0,2017,0.0,3,interpolate
2017-04-30,1.0,2017,0.0,4,interpolate
2017-05-31,1.0,2017,0.0,5,interpolate
2017-06-30,1.0,2017,0.0,6,interpolate
2017-07-31,1.0,2017,0.0,7,interpolate
2017-08-31,1.0,2017,0.0,8,interpolate
2017-09-30,1.0,2017,0.0,9,interpolate
2017-10-31,1.0,2017,0.0,10,interpolate
2017-11-30,1.0,2017,0.0,11,interpolate
2017-12-31,1.0,2017,0.0,12,real
2018-01-31,1.0,2018,0.0,1,interpolate
2018-02-28,1.0,2018,0.0,2,interpolate
2018-03-31,1.0,2018,0.0,3,interpolate
2018-04-30,1.0,2018,0.0,4,interpolate
2018-05-31,1.0,2018,0.0,5,interpolate
2018-06-30,1.0,2018,0.0,6,interpolate
2018-07-31,1.0,2018,0.0,7,interpolate
2018-08-31,1.0,2018,0.0,8,interpolate
2018-09-30,1.0,2018,0.0,9,interpolate
2018-10-31,1.0,2018,0.0,10,interpolate
2018-11-30,1.0,2018,0.0,11,interpolate
2018-12-31,1.0,2018,0.0,12,real
2019-01-31,1.0,2019,0.0,1,interpolate
2019-02-28,1.0,2019,0.0,2,interpolate
2019-03-31,1.0,2019,0.0,3,interpolate
2019-04-30,1.0,2019,0.0,4,interpolate
2019-05-31,1.0,2019,0.0,5,interpolate
2019-06-30,1.0,2019,0.0,6,interpolate
2019-07-31,1.0,2019,0.0,7,interpolate
2019-08-31,1.0,2019,0.0,8,interpolate
2019-09-30,1.0,2019,0.0,9,interpolate
2019-10-31,1.0,2019,0.0,10,interpolate
2019-11-30,1.0,2019,0.0,11,interpolate
2019-12-31,1.0,2019,0.0,12,real
2001-01-31,2.0,2001,,1,interpolate
2001-02-28,2.0,2001,,2,interpolate
2001-03-31,2.0,2001,,3,interpolate
2001-04-30,2.0,2001,,4,interpolate
2001-05-31,2.0,2001,,5,interpolate
2001-06-30,2.0,2001,,6,interpolate
2001-07-31,2.0,2001,,7,interpolate
2001-08-31,2.0,2001,,8,interpolate
2001-09-30,2.0,2001,,9,interpolate
2001-10-31,2.0,2001,,10,interpolate
2001-11-30,2.0,2001,,11,interpolate
2001-12-31,2.0,2001,0.0,12,real
2002-01-31,2.0,2002,0.0,1,interpolate
2002-02-28,2.0,2002,0.0,2,interpolate
2002-03-31,2.0,2002,0.0,3,interpolate
2002-04-30,2.0,2002,0.0,4,interpolate
2002-05-31,2.0,2002,0.0,5,interpolate
2002-06-30,2.0,2002,0.0,6,interpolate
2002-07-31,2.0,2002,0.0,7,interpolate
2002-08-31,2.0,2002,0.0,8,interpolate
2002-09-30,2.0,2002,0.0,9,interpolate
2002-10-31,2.0,2002,0.0,10,interpolate
2002-11-30,2.0,2002,0.0,11,interpolate
2002-12-31,2.0,2002,0.0,12,real
2003-01-31,2.0,2003,0.0,1,interpolate
2003-02-28,2.0,2003,0.0,2,interpolate
2003-03-31,2.0,2003,0.0,3,interpolate
2003-04-30,2.0,2003,0.0,4,interpolate
2003-05-31,2.0,2003,0.0,5,interpolate
2003-06-30,2.0,2003,0.0,6,interpolate
2003-07-31,2.0,2003,0.0,7,interpolate
2003-08-31,2.0,2003,0.0,8,interpolate
2003-09-30,2.0,2003,0.0,9,interpolate
2003-10-31,2.0,2003,0.0,10,interpolate
2003-11-30,2.0,2003,0.0,11,interpolate
2003-12-31,2.0,2003,0.0,12,real
2004-01-31,2.0,2004,0.0,1,interpolate
2004-02-29,2.0,2004,0.0,2,interpolate
2004-03-31,2.0,2004,0.0,3,interpolate
2004-04-30,2.0,2004,0.0,4,interpolate
2004-05-31,2.0,2004,0.0,5,interpolate
2004-06-30,2.0,2004,0.0,6,interpolate
2004-07-31,2.0,2004,0.0,7,interpolate
2004-08-31,2.0,2004,0.0,8,interpolate
2004-09-30,2.0,2004,0.0,9,interpolate
2004-10-31,2.0,2004,0.0,10,interpolate
2004-11-30,2.0,2004,0.0,11,interpolate
2004-12-31,2.0,2004,0.0,12,real
2005-01-31,2.0,2005,0.0,1,interpolate
2005-02-28,2.0,2005,0.0,2,interpolate
2005-03-31,2.0,2005,0.0,3,interpolate
2005-04-30,2.0,2005,0.0,4,interpolate
2005-05-31,2.0,2005,0.0,5,interpolate
2005-06-30,2.0,2005,0.0,6,interpolate
2005-07-31,2.0,2005,0.0,7,interpolate
2005-08-31,2.0,2005,0.0,8,interpolate
2005-09-30,2.0,2005,0.0,9,interpolate
2005-10-31,2.0,2005,0.0,10,interpolate
2005-11-30,2.0,2005,0.0,11,interpolate
2005-12-31,2.0,2005,0.0,12,real
2006-01-31,2.0,2006,0.0,1,interpolate
2006-02-28,2.0,2006,0.0,2,interpolate
2006-03-31,2.0,2006,0.0,3,interpolate
2006-04-30,2.0,2006,0.0,4,interpolate
2006-05-31,2.0,2006,0.0,5,interpolate
2006-06-30,2.0,2006,0.0,6,interpolate
2006-07-31,2.0,2006,0.0,7,interpolate
2006-08-31,2.0,2006,0.0,8,interpolate
2006-09-30,2.0,2006,0.0,9,interpolate
2006-10-31,2.0,2006,0.0,10,interpolate
2006-11-30,2.0,2006,0.0,11,interpolate
2006-12-31,2.0,2006,0.0,12,real
2007-01-31,2.0,2007,0.0,1,interpolate
2007-02-28,2.0,2007,0.0,2,interpolate
2007-03-31,2.0,2007,0.0,3,interpolate
2007-04-30,2.0,2007,0.0,4,interpolate
2007-05-31,2.0,2007,0.0,5,interpolate
2007-06-30,2.0,2007,0.0,6,interpolate
2007-07-31,2.0,2007,0.0,7,interpolate
2007-08-31,2.0,2007,0.0,8,interpolate
2007-09-30,2.0,2007,0.0,9,interpolate
2007-10-31,2.0,2007,0.0,10,interpolate
2007-11-30,2.0,2007,0.0,11,interpolate
2007-12-31,2.0,2007,0.0,12,real
2008-01-31,2.0,2008,0.0,1,interpolate
2008-02-29,2.0,2008,0.0,2,interpolate
2008-03-31,2.0,2008,0.0,3,interpolate
2008-04-30,2.0,2008,0.0,4,interpolate
2008-05-31,2.0,2008,0.0,5,interpolate
2008-06-30,2.0,2008,0.0,6,interpolate
2008-07-31,2.0,2008,0.0,7,interpolate
2008-08-31,2.0,2008,0.0,8,interpolate
2008-09-30,2.0,2008,0.0,9,interpolate
2008-10-31,2.0,2008,0.0,10,interpolate
2008-11-30,2.0,2008,0.0,11,interpolate
2008-12-31,2.0,2008,0.0,12,real
2009-01-31,2.0,2009,0.0,1,interpolate
2009-02-28,2.0,2009,0.0,2,interpolate
2009-03-31,2.0,2009,0.0,3,interpolate
2009-04-30,2.0,2009,0.0,4,interpolate
2009-05-31,2.0,2009,0.0,5,interpolate
2009-06-30,2.0,2009,0.0,6,interpolate
2009-07-31,2.0,2009,0.0,7,interpolate
2009-08-31,2.0,2009,0.0,8,interpolate
2009-09-30,2.0,2009,0.0,9,interpolate
2009-10-31,2.0,2009,0.0,10,interpolate
2009-11-30,2.0,2009,0.0,11,interpolate
2009-12-31,2.0,2009,0.0,12,real
2010-01-31,2.0,2010,0.0,1,interpolate
2010-02-28,2.0,2010,0.0,2,interpolate
2010-03-31,2.0,2010,0.0,3,interpolate
2010-04-30,2.0,2010,0.0,4,interpolate
2010-05-31,2.0,2010,0.0,5,interpolate
2010-06-30,2.0,2010,0.0,6,interpolate
2010-07-31,2.0,2010,0.0,7,interpolate
2010-08-31,2.0,2010,0.0,8,interpolate
2010-09-30,2.0,2010,0.0,9,interpolate
2010-10-31,2.0,2010,0.0,10,interpolate
2010-11-30,2.0,2010,0.0,11,interpolate
2010-12-31,2.0,2010,0.0,12,real
2011-01-31,2.0,2011,0.0,1,interpolate
2011-02-28,2.0,2011,0.0,2,interpolate
2011-03-31,2.0,2011,0.0,3,interpolate
2011-04-30,2.0,2011,0.0,4,interpolate
2011-05-31,2.0,2011,0.0,5,interpolate
2011-06-30,2.0,2011,0.0,6,interpolate
2011-07-31,2.0,2011,0.0,7,interpolate
2011-08-31,2.0,2011,0.0,8,interpolate
2011-09-30,2.0,2011,0.0,9,interpolate
2011-10-31,2.0,2011,0.0,10,interpolate
2011-11-30,2.0,2011,0.0,11,interpolate
2011-12-31,2.0,2011,0.0,12,real
2012-01-31,2.0,2012,0.0,1,interpolate
2012-02-29,2.0,2012,0.0,2,interpolate
2012-03-31,2.0,2012,0.0,3,interpolate
2012-04-30,2.0,2012,0.0,4,interpolate
2012-05-31,2.0,2012,0.0,5,interpolate
2012-06-30,2.0,2012,0.0,6,interpolate
2012-07-31,2.0,2012,0.0,7,interpolate
2012-08-31,2.0,2012,0.0,8,interpolate
2012-09-30,2.0,2012,0.0,9,interpolate
2012-10-31,2.0,2012,0.0,10,interpolate
2012-11-30,2.0,2012,0.0,11,interpolate
2012-12-31,2.0,2012,0.0,12,real
2013-01-31,2.0,2013,0.0,1,interpolate
2013-02-28,2.0,2013,0.0,2,interpolate
2013-03-31,2.0,2013,0.0,3,interpolate
2013-04-30,2.0,2013,0.0,4,interpolate
2013-05-31,2.0,2013,0.0,5,interpolate
2013-06-30,2.0,2013,0.0,6,interpolate
2013-07-31,2.0,2013,0.0,7,interpolate
2013-08-31,2.0,2013,0.0,8,interpolate
2013-09-30,2.0,2013,0.0,9,interpolate
2013-10-31,2.0,2013,0.0,10,interpolate
2013-11-30,2.0,2013,0.0,11,interpolate
2013-12-31,2.0,2013,0.0,12,real
2014-01-31,2.0,2014,0.0,1,interpolate
2014-02-28,2.0,2014,0.0,2,interpolate
2014-03-31,2.0,2014,0.0,3,interpolate
2014-04-30,2.0,2014,0.0,4,interpolate
2014-05-31,2.0,2014,0.0,5,interpolate
2014-06-30,2.0,2014,0.0,6,interpolate
2014-07-31,2.0,2014,0.0,7,interpolate
2014-08-31,2.0,2014,0.0,8,interpolate
2014-09-30,2.0,2014,0.0,9,interpolate
2014-10-31,2.0,2014,0.0,10,interpolate
2014-11-30,2.0,2014,0.0,11,interpolate
2014-12-31,2.0,2014,0.0,12,real
2015-01-31,2.0,2015,0.0,1,interpolate
2015-02-28,2.0,2015,0.0,2,interpolate
2015-03-31,2.0,2015,0.0,3,interpolate
2015-04-30,2.0,2015,0.0,4,interpolate
2015-05-31,2.0,2015,0.0,5,interpolate
2015-06-30,2.0,2015,0.0,6,interpolate
2015-07-31,2.0,2015,0.0,7,interpolate
2015-08-31,2.0,2015,0.0,8,interpolate
2015-09-30,2.0,2015,0.0,9,interpolate
2015-10-31,2.0,2015,0.0,10,interpolate
2015-11-30,2.0,2015,0.0,11,interpolate
2015-12-31,2.0,2015,0.0,12,real
2016-01-31,2.0,2016,0.0,1,interpolate
2016-02-29,2.0,2016,0.0,2,interpolate
2016-03-31,2.0,2016,0.0,3,interpolate
2016-04-30,2.0,2016,0.0,4,interpolate
2016-05-31,2.0,2016,0.0,5,interpolate
2016-06-30,2.0,2016,0.0,6,interpolate
2016-07-31,2.0,2016,0.0,7,interpolate
2016-08-31,2.0,2016,0.0,8,interpolate
2016-09-30,2.0,2016,0.0,9,interpolate
2016-10-31,2.0,2016,0.0,10,interpolate
2016-11-30,2.0,2016,0.0,11,interpolate
2016-12-31,2.0,2016,0.0,12,real
2017-01-31,2.0,2017,0.0,1,interpolate
2017-02-28,2.0,2017,0.0,2,interpolate
2017-03-31,2.0,2017,0.0,3,interpolate
2017-04-30,2.0,2017,0.0,4,interpolate
2017-05-31,2.0,2017,0.0,5,interpolate
2017-06-30,2.0,2017,0.0,6,interpolate
2017-07-31,2.0,2017,0.0,7,interpolate
2017-08-31,2.0,2017,0.0,8,interpolate
2017-09-30,2.0,2017,0.0,9,interpolate
2017-10-31,2.0,2017,0.0,10,interpolate
2017-11-30,2.0,2017,0.0,11,interpolate
2017-12-31,2.0,2017,0.0,12,real
2018-01-31,2.0,2018,0.0,1,interpolate
2018-02-28,2.0,2018,0.0,2,interpolate
2018-03-31,2.0,2018,0.0,3,interpolate
2018-04-30,2.0,2018,0.0,4,interpolate
2018-05-31,2.0,2018,0.0,5,interpolate
2018-06-30,2.0,2018,0.0,6,interpolate
2018-07-31,2.0,2018,0.0,7,interpolate
2018-08-31,2.0,2018,0.0,8,interpolate
2018-09-30,2.0,2018,0.0,9,interpolate
2018-10-31,2.0,2018,0.0,10,interpolate
2018-11-30,2.0,2018,0.0,11,interpolate
2018-12-31,2.0,2018,0.0,12,real
2019-01-31,2.0,2019,0.0,1,interpolate
2019-02-28,2.0,2019,0.0,2,interpolate
2019-03-31,2.0,2019,0.0,3,interpolate
2019-04-30,2.0,2019,0.0,4,interpolate
2019-05-31,2.0,2019,0.0,5,interpolate
2019-06-30,2.0,2019,0.0,6,interpolate
2019-07-31,2.0,2019,0.0,7,interpolate
2019-08-31,2.0,2019,0.0,8,interpolate
2019-09-30,2.0,2019,0.0,9,interpolate
2019-10-31,2.0,2019,0.0,10,interpolate
2019-11-30,2.0,2019,0.0,11,interpolate
2019-12-31,2.0,2019,0.0,12,real
2001-01-31,3.0,2001,,1,interpolate
2001-02-28,3.0,2001,,2,interpolate
2001-03-31,3.0,2001,,3,interpolate
2001-04-30,3.0,2001,,4,interpolate
2001-05-31,3.0,2001,,5,interpolate
2001-06-30,3.0,2001,,6,interpolate
2001-07-31,3.0,2001,,7,interpolate
2001-08-31,3.0,2001,,8,interpolate
2001-09-30,3.0,2001,,9,interpolate
2001-10-31,3.0,2001,,10,interpolate
2001-11-30,3.0,2001,,11,interpolate
2001-12-31,3.0,2001,0.0,12,real
2002-01-31,3.0,2002,0.0,1,interpolate
2002-02-28,3.0,2002,0.0,2,interpolate
2002-03-31,3.0,2002,0.0,3,interpolate
2002-04-30,3.0,2002,0.0,4,interpolate
2002-05-31,3.0,2002,0.0,5,interpolate
2002-06-30,3.0,2002,0.0,6,interpolate
2002-07-31,3.0,2002,0.0,7,interpolate
2002-08-31,3.0,2002,0.0,8,interpolate
2002-09-30,3.0,2002,0.0,9,interpolate
2002-10-31,3.0,2002,0.0,10,interpolate
2002-11-30,3.0,2002,0.0,11,interpolate
2002-12-31,3.0,2002,0.0,12,real
2003-01-31,3.0,2003,0.0,1,interpolate
2003-02-28,3.0,2003,0.0,2,interpolate
2003-03-31,3.0,2003,0.0,3,interpolate
2003-04-30,3.0,2003,0.0,4,interpolate
2003-05-31,3.0,2003,0.0,5,interpolate
2003-06-30,3.0,2003,0.0,6,interpolate
2003-07-31,3.0,2003,0.0,7,interpolate
2003-08-31,3.0,2003,0.0,8,interpolate
2003-09-30,3.0,2003,0.0,9,interpolate
2003-10-31,3.0,2003,0.0,10,interpolate
2003-11-30,3.0,2003,0.0,11,interpolate
2003-12-31,3.0,2003,0.0,12,real
2004-01-31,3.0,2004,0.0,1,interpolate
2004-02-29,3.0,2004,0.0,2,interpolate
2004-03-31,3.0,2004,0.0,3,interpolate
2004-04-30,3.0,2004,0.0,4,interpolate
2004-05-31,3.0,2004,0.0,5,interpolate
2004-06-30,3.0,2004,0.0,6,interpolate
2004-07-31,3.0,2004,0.0,7,interpolate
2004-08-31,3.0,2004,0.0,8,interpolate
2004-09-30,3.0,2004,0.0,9,interpolate
2004-10-31,3.0,2004,0.0,10,interpolate
2004-11-30,3.0,2004,0.0,11,interpolate
2004-12-31,3.0,2004,0.0,12,real
2005-01-31,3.0,2005,0.0,1,interpolate
2005-02-28,3.0,2005,0.0,2,interpolate
2005-03-31,3.0,2005,0.0,3,interpolate
2005-04-30,3.0,2005,0.0,4,interpolate
2005-05-31,3.0,2005,0.0,5,interpolate
2005-06-30,3.0,2005,0.0,6,interpolate
2005-07-31,3.0,2005,0.0,7,interpolate
2005-08-31,3.0,2005,0.0,8,interpolate
2005-09-30,3.0,2005,0.0,9,interpolate
2005-10-31,3.0,2005,0.0,10,interpolate
2005-11-30,3.0,2005,0.0,11,interpolate
2005-12-31,3.0,2005,0.0,12,real
2006-01-31,3.0,2006,0.0,1,interpolate
2006-02-28,3.0,2006,0.0,2,interpolate
2006-03-31,3.0,2006,0.0,3,interpolate
2006-04-30,3.0,2006,0.0,4,interpolate
2006-05-31,3.0,2006,0.0,5,interpolate
2006-06-30,3.0,2006,0.0,6,interpolate
2006-07-31,3.0,2006,0.0,7,interpolate
2006-08-31,3.0,2006,0.0,8,interpolate
2006-09-30,3.0,2006,0.0,9,interpolate
2006-10-31,3.0,2006,0.0,10,interpolate
2006-11-30,3.0,2006,0.0,11,interpolate
2006-12-31,3.0,2006,0.0,12,real
2007-01-31,3.0,2007,0.0,1,interpolate
2007-02-28,3.0,2007,0.0,2,interpolate
2007-03-31,3.0,2007,0.0,3,interpolate
2007-04-30,3.0,2007,0.0,4,interpolate
2007-05-31,3.0,2007,0.0,5,interpolate
2007-06-30,3.0,2007,0.0,6,interpolate
2007-07-31,3.0,2007,0.0,7,interpolate
2007-08-31,3.0,2007,0.0,8,interpolate
2007-09-30,3.0,2007,0.0,9,interpolate
2007-10-31,3.0,2007,0.0,10,interpolate
2007-11-30,3.0,2007,0.0,11,interpolate
2007-12-31,3.0,2007,0.0,12,real
2008-01-31,3.0,2008,0.0,1,interpolate
2008-02-29,3.0,2008,0.0,2,interpolate
2008-03-31,3.0,2008,0.0,3,interpolate
2008-04-30,3.0,2008,0.0,4,interpolate
2008-05-31,3.0,2008,0.0,5,interpolate
2008-06-30,3.0,2008,0.0,6,interpolate
2008-07-31,3.0,2008,0.0,7,interpolate
2008-08-31,3.0,2008,0.0,8,interpolate
2008-09-30,3.0,2008,0.0,9,interpolate
2008-10-31,3.0,2008,0.0,10,interpolate
2008-11-30,3.0,2008,0.0,11,interpolate
2008-12-31,3.0,2008,0.0,12,real
2009-01-31,3.0,2009,0.0,1,interpolate
2009-02-28,3.0,2009,0.0,2,interpolate
2009-03-31,3.0,2009,0.0,3,interpolate
2009-04-30,3.0,2009,0.0,4,interpolate
2009-05-31,3.0,2009,0.0,5,interpolate
2009-06-30,3.0,2009,0.0,6,interpolate
2009-07-31,3.0,2009,0.0,7,interpolate
2009-08-31,3.0,2009,0.0,8,interpolate
2009-09-30,3.0,2009,0.0,9,interpolate
2009-10-31,3.0,2009,0.0,10,interpolate
2009-11-30,3.0,2009,0.0,11,interpolate
2009-12-31,3.0,2009,0.0,12,real
2010-01-31,3.0,2010,0.0,1,interpolate
2010-02-28,3.0,2010,0.0,2,interpolate
2010-03-31,3.0,2010,0.0,3,interpolate
2010-04-30,3.0,2010,0.0,4,interpolate
