Date,MC,P_A1,P_A2,P_B1,P_B2,Def_25%,Def_50%,Def_75%,Def_100%
01/04/2020,45,493.14,491.77,506.0,497.12,0.185,0.18577,0.18654,0.18731
01/05/2020,45,432.72,431.52,444.0,436.21,0.1852,0.18616,0.18712,0.18808
01/06/2020,45,347.93,346.96,357.0,350.74,0.18539,0.18654,0.1877,0.18885
01/07/2020,45,470.73,469.42,483.0,474.53,0.18558,0.18692999999999999,0.18828,0.18962
01/08/2020,45,316.74,315.86,325.0,319.3,0.18577,0.18731,0.18885,0.19039
01/09/2020,45,146.19,145.78,150.0,147.37,0.18597,0.1877,0.18943,0.19116
01/10/2020,45,261.19,260.46,268.0,263.3,0.18616,0.18808,0.19000999999999998,0.19193
01/11/2020,45,74.07,73.86,76.0,74.67,0.18635,0.18847,0.19059,0.1927
01/12/2020,45,33.14,33.04,34.0,33.4,0.18654,0.18885,0.19116,0.19347
01/01/2021,45,53.6,53.45,55.0,54.04,0.18674000000000002,0.18924000000000002,0.19174000000000002,0.19424
01/02/2021,45,46.78,46.65,48.0,47.16,0.18692999999999999,0.18962,0.19232,0.19501
01/03/2021,45,205.64,205.07,211.0,207.3,0.18712,0.19000999999999998,0.1929,0.19577999999999998
01/04/2021,45,146.19,145.78,150.0,147.37,0.18731,0.19039,0.19347,0.19655
01/05/2021,45,272.89,272.13,280.0,275.09,0.18750999999999998,0.19078,0.19405,0.19732
01/06/2021,45,873.24,870.81,896.0,880.28,0.1877,0.19116,0.19463,0.19809000000000002
01/07/2021,45,339.16,338.21,348.0,341.9,0.18789,0.19155,0.19521,0.19885999999999998
01/08/2021,45,164.71,164.25,169.0,166.04,0.18808,0.19193,0.19577999999999998,0.19963
01/09/2021,45,184.2,183.69,189.0,185.68,0.18828,0.19232,0.19635999999999998,0.2004
01/10/2021,45,416.15,414.99,427.0,419.51,0.18847,0.1927,0.19694,0.20117000000000002
01/11/2021,45,331.36,330.44,340.0,334.04,0.18866,0.19309,0.19752,0.20194
01/12/2021,45,129.62,129.26,133.0,130.67,0.18885,0.19347,0.19809000000000002,0.20271
01/01/2020,46,93.71,96.35,95.4053,96.93,0.14612999999999998,0.14628,0.14643,0.14658
01/02/2020,46,8.47,8.71,8.6254,8.76,0.14628,0.14658,0.14687999999999998,0.14718
01/03/2020,46,150.53,154.77,153.2513,155.7,0.14643,0.14687999999999998,0.14733,0.14778
01/04/2020,46,487.76,501.48,496.5701,504.5,0.14658,0.14718,0.14778,0.14837999999999998
01/05/2020,46,463.23,476.26,471.5994,479.13,0.14673,0.14748,0.14823,0.14898
01/06/2020,46,421.66,433.52,429.2788,436.13,0.14687999999999998,0.14778,0.14868,0.14958
01/07/2020,46,497.38,511.37,506.3654,514.45,0.14703,0.14808,0.14912999999999998,0.15018
01/08/2020,46,200.18,205.81,203.7943,207.05,0.14718,0.14837999999999998,0.14958,0.15078
01/09/2020,46,172.23,177.08,175.3446,178.14,0.14733,0.14868,0.15003,0.15138
01/10/2020,46,201.58,207.25,205.2263,208.5,0.14748,0.14898,0.15048,0.15198
01/11/2020,46,113.21,116.4,115.2576,117.1,0.14762999999999998,0.14928,0.15093,0.15258
01/12/2020,46,31.85,32.75,32.4266,32.94,0.14778,0.14958,0.15138,0.15317999999999998
01/01/2021,46,30.7,31.56,31.2547,31.75,0.14793,0.14987999999999999,0.15183,0.15378
01/02/2021,46,60.28,61.98,61.3695,62.35,0.14808,0.15018,0.15228,0.15438
01/03/2021,46,156.96,161.37,159.7947,162.35,0.14823,0.15048,0.15273,0.15498
01/04/2021,46,282.67,290.62,287.7764,292.37,0.14837999999999998,0.15078,0.15317999999999998,0.15558
01/05/2021,46,326.23,335.41,332.1254,337.43,0.14853,0.15108,0.15363,0.15617999999999999
01/06/2021,46,556.66,572.32,566.7195,575.77,0.14868,0.15138,0.15408,0.15678
01/07/2021,46,290.2,298.36,295.4393,300.16,0.14883,0.15168,0.15453,0.15738
01/08/2021,46,166.22,170.9,169.2268,171.93,0.14898,0.15198,0.15498,0.15798
01/09/2021,46,158.17,162.62,161.0331,163.6,0.14912999999999998,0.15228,0.15542999999999998,0.15858
01/10/2021,46,295.61,303.92,300.9513,305.76,0.14928,0.15258,0.15588,0.15918
01/11/2021,46,258.44,265.71,263.1079,267.31,0.14943,0.15288,0.15633,0.15978
01/12/2021,46,107.59,110.62,109.5342,111.28,0.14958,0.15317999999999998,0.15678,0.16038
01/01/2020,47,100.23,102.95,99.5319,103.38,0.08063,0.08071,0.08079,0.08087000000000001
01/02/2020,47,11.71,12.02,11.6245,12.07,0.08071,0.08087000000000001,0.08102999999999999,0.08119
01/03/2020,47,176.25,181.03,175.0201,181.79,0.08079,0.08102999999999999,0.08127000000000001,0.08151
01/04/2020,47,513.42,527.36,509.8429,529.58,0.08087000000000001,0.08119,0.08151,0.08183
01/05/2020,47,459.9,472.38,456.6921,474.37,0.08095,0.08135,0.08175,0.08215
01/06/2020,47,426.95,438.54,423.9781,440.39,0.08102999999999999,0.08151,0.08199,0.08247
01/07/2020,47,510.5,524.35,506.9385,526.56,0.08111,0.08167,0.08223,0.08279
01/08/2020,47,230.63,236.89,229.02599999999998,237.89,0.08119,0.08183,0.08247,0.08311
01/09/2020,47,180.38,185.27,179.1193,186.05,0.08127000000000001,0.08199,0.08271,0.08342999999999999
01/10/2020,47,212.87,218.65,211.3906,219.57,0.08135,0.08215,0.08295,0.08375
01/11/2020,47,98.03,100.69,97.3501,101.12,0.08143,0.08231000000000001,0.08319,0.08407
01/12/2020,47,35.24,36.19,34.9927,36.35,0.08151,0.08247,0.08342999999999999,0.08438999999999999
01/01/2021,47,34.71,35.65,34.4694,35.8,0.08159,0.08263,0.08367000000000001,0.08471000000000001
01/02/2021,47,53.88,55.34,53.5064,55.58,0.08167,0.08279,0.08391,0.08503
01/03/2021,47,176.9,181.7,175.669,182.47,0.08175,0.08295,0.08415,0.08535
01/04/2021,47,291.89,299.82,289.8598,301.08,0.08183,0.08311,0.08438999999999999,0.08567000000000001
01/05/2021,47,344.36,353.71,341.9612,355.2,0.08191,0.08327000000000001,0.08463,0.08599
01/06/2021,47,608.2,624.71,603.9631,627.34,0.08199,0.08342999999999999,0.08487,0.08631
01/07/2021,47,304.6,312.87,302.4782,314.19,0.08207,0.08359,0.08511,0.08663
01/08/2021,47,187.35,192.44,186.0484,193.25,0.08215,0.08375,0.08535,0.08695
01/09/2021,47,174.39,179.13,173.1772,179.88,0.08223,0.08391,0.08559,0.08727
01/10/2021,47,292.7,300.65,290.6631,301.91,0.08231000000000001,0.08407,0.08582999999999999,0.08759
01/11/2021,47,260.09,267.15,258.2815,268.28,0.08238999999999999,0.08423,0.08607000000000001,0.08791
01/12/2021,47,111.0,114.01,110.2242,114.49,0.08247,0.08438999999999999,0.08631,0.08822999999999999
01/01/2020,48,100.27,103.08,99.4909,103.37,0.06639,0.06646,0.06652999999999999,0.06659
01/02/2020,48,12.08,12.42,11.987,12.45,0.06646,0.06659,0.06673,0.06686
01/03/2020,48,177.84,182.83,176.4622,183.35,0.06652999999999999,0.06673,0.06692999999999999,0.06713
01/04/2020,48,514.19,528.63,510.2134,530.13,0.06659,0.06686,0.06713,0.0674
01/05/2020,48,459.78,472.69,456.2193,474.03,0.06666,0.067,0.06734,0.06767000000000001
01/06/2020,48,426.67,438.66,423.3746,439.9,0.06673,0.06713,0.06754,0.06794
01/07/2020,48,510.75,525.09,506.79699999999997,526.58,0.0668,0.06727000000000001,0.06774,0.06821
01/08/2020,48,232.22,238.75,230.4278,239.42,0.06686,0.0674,0.06794,0.06848
01/09/2020,48,180.47,185.54,179.0763,186.07,0.06692999999999999,0.06754,0.06815,0.06875
01/10/2020,48,213.64,219.64,211.9861,220.26,0.067,0.06767000000000001,0.06835,0.06902
01/11/2020,48,97.47,100.21,96.7179,100.49,0.06707,0.06781000000000001,0.06855,0.06929
01/12/2020,48,35.33,36.33,35.0605,36.43,0.06713,0.06794,0.06875,0.06956
01/01/2021,48,34.98,35.96,34.7054,36.06,0.0672,0.06808,0.06896000000000001,0.06982999999999999
01/02/2021,48,53.67,55.18,53.2587,55.34,0.06727000000000001,0.06821,0.06916,0.0701
01/03/2021,48,177.72,182.71,176.3406,183.22,0.06734,0.06835,0.06936,0.07037
01/04/2021,48,291.19,299.37,288.9352,300.21,0.0674,0.06848,0.06956,0.07064
01/05/2021,48,344.46,354.14,341.7994,355.14,0.06747,0.06862,0.06977,0.07091
01/06/2021,48,611.83,629.02,607.1004,630.8,0.06754,0.06875,0.06997,0.07118
01/07/2021,48,305.44,314.02,303.0787,314.91,0.06761,0.06888999999999999,0.07017000000000001,0.07145
01/08/2021,48,187.91,193.19,186.4547,193.73,0.06767000000000001,0.06902,0.07037,0.07172
01/09/2021,48,174.97,179.89,173.6202,180.4,0.06774,0.06916,0.07057999999999999,0.07199
01/10/2021,48,293.68,301.93,291.4107,302.79,0.06781000000000001,0.06929,0.07078,0.07226
01/11/2021,48,260.84,268.17,258.8228,268.93,0.06788,0.06942999999999999,0.07098,0.07253
01/12/2021,48,111.25,114.37,110.3883,114.7,0.06794,0.06956,0.07118,0.0728
