Date,MC,P_A1,P_A2,P_B1,P_B2,Def_25%,Def_50%,Def_75%,Def_100%
01/01/2020,1,210.44,202.07,222.87,202.16,0.07693,0.07702,0.0771,0.07718
01/02/2020,1,135.49,130.1,143.49,130.16,0.07702,0.07718,0.07735,0.07751
01/03/2020,1,259.4,249.08,274.72,249.19,0.0771,0.07735,0.07758999999999999,0.07783999999999999
01/04/2020,1,61.71,59.25,65.35,59.28,0.07718,0.07751,0.07783999999999999,0.07817
01/05/2020,1,202.86,194.79,214.84,194.88,0.07726,0.07768,0.07808999999999999,0.0785
01/06/2020,1,137.33,131.87,145.44,131.93,0.07735,0.07783999999999999,0.07833999999999999,0.07883
01/07/2020,1,14.2,13.64,15.04,13.64,0.07743,0.07801,0.07858,0.07916000000000001
01/08/2020,1,20.29,19.48,21.49,19.49,0.07751,0.07817,0.07883,0.07948999999999999
01/09/2020,1,3.46,3.32,3.66,3.32,0.07758999999999999,0.07833999999999999,0.07908,0.07982
01/10/2020,1,78.47,75.34,83.1,75.38,0.07768,0.0785,0.07933,0.08015
01/11/2020,1,285.87,274.5,302.76,274.63,0.07776,0.07867,0.07957,0.08048
01/12/2020,1,293.65,281.97,311.0,282.1,0.07783999999999999,0.07883,0.07982,0.08081
01/01/2021,1,114.9,110.33,121.69,110.38,0.07792,0.079,0.08007,0.08114
01/02/2021,1,97.13,93.27,102.87,93.31,0.07801,0.07916000000000001,0.08032,0.08147
01/03/2021,1,104.92,100.75,111.12,100.8,0.07808999999999999,0.07933,0.08056,0.0818
01/04/2021,1,123.63,118.71,130.93,118.76,0.07817,0.07948999999999999,0.08081,0.08213
01/05/2021,1,190.42,182.85,201.67,182.93,0.07825,0.07966000000000001,0.08106000000000001,0.08246
01/06/2021,1,149.28,143.34,158.1,143.41,0.07833999999999999,0.07982,0.08131000000000001,0.08279
01/07/2021,1,23.72,22.78,25.12,22.79,0.07842,0.07998999999999999,0.08155,0.08312
01/08/2021,1,1.68,1.61,1.78,1.61,0.0785,0.08015,0.0818,0.08345
01/09/2021,1,0.84,0.81,0.89,0.81,0.07858,0.08032,0.08205,0.08378
01/10/2021,1,38.94,37.39,41.24,37.41,0.07867,0.08048,0.0823,0.08411
01/11/2021,1,102.93,98.84,109.01,98.88,0.07875,0.08065,0.08254,0.08444
01/12/2021,1,288.84,277.35,305.9,277.48,0.07883,0.08081,0.08279,0.08477
01/01/2020,2,276.11,273.43,300.21,271.36,0.06117,0.06122999999999999,0.06129,0.06135
01/02/2020,2,152.33,150.85,165.63,149.71,0.06122999999999999,0.06135,0.061470000000000004,0.06159
01/03/2020,2,236.37,234.07,257.0,232.3,0.06129,0.061470000000000004,0.06165,0.061829999999999996
01/04/2020,2,192.22,190.35,209.0,188.91,0.06135,0.06159,0.061829999999999996,0.06207000000000001
01/05/2020,2,209.7,207.66,228.0,206.09,0.06141,0.06171,0.06201,0.062310000000000004
01/06/2020,2,381.38,377.67,414.67,374.82,0.061470000000000004,0.061829999999999996,0.062189999999999995,0.06255
01/07/2020,2,175.51,173.8,190.83,172.49,0.061529999999999994,0.06195,0.06237,0.06279
01/08/2020,2,102.94,101.93,111.92,101.16,0.06159,0.06207000000000001,0.06255,0.06302999999999999
01/09/2020,2,48.36,47.89,52.58,47.53,0.06165,0.062189999999999995,0.06273,0.06327
01/10/2020,2,169.3,167.66,184.08,166.39,0.06171,0.062310000000000004,0.06291000000000001,0.06351
01/11/2020,2,346.12,342.75,376.33,340.16,0.061770000000000005,0.06242999999999999,0.06309,0.06375
01/12/2020,2,441.01,436.72,479.5,433.41,0.061829999999999996,0.06255,0.06327,0.06398999999999999
01/01/2021,2,43.3,42.88,47.08,42.56,0.06189,0.06267,0.06345,0.06423
01/02/2021,2,75.91,75.18,82.54,74.61,0.06195,0.06279,0.06362999999999999,0.06447
01/03/2021,2,219.32,217.18,238.46,215.54,0.06201,0.06291000000000001,0.06381,0.06471
01/04/2021,2,239.29,236.96,260.17,235.16,0.06207000000000001,0.06302999999999999,0.06398999999999999,0.06495
01/05/2021,2,251.85,249.4,273.83,247.51,0.06213,0.06315,0.06417,0.06519
01/06/2021,2,269.02,266.4,292.5,264.39,0.062189999999999995,0.06327,0.06435,0.06543
01/07/2021,2,97.03,96.09,105.5,95.36,0.06225,0.06339,0.06452999999999999,0.06567
01/08/2021,2,87.37,86.52,95.0,85.87,0.062310000000000004,0.06351,0.06471,0.06591
01/09/2021,2,0.0,0.0,0.0,0.0,0.06237,0.06362999999999999,0.06489,0.06615
01/10/2021,2,149.92,148.46,163.0,147.33,0.06242999999999999,0.06375,0.06507,0.06639
01/11/2021,2,245.41,243.02,266.83,241.18,0.06249,0.06387000000000001,0.06525,0.06663
01/12/2021,2,307.34,304.36,334.17,302.05,0.06255,0.06398999999999999,0.06543,0.06687
01/01/2020,3,224.4,222.9,240.15,220.91,0.026330000000000003,0.02636,0.026389999999999997,0.02642
01/02/2020,3,129.95,129.08,139.07,127.93,0.02636,0.02642,0.02647,0.02653
01/03/2020,3,96.66,96.02,103.45,95.16,0.026389999999999997,0.02647,0.02655,0.026639999999999997
01/04/2020,3,162.37,161.29,173.77,159.85,0.02642,0.02653,0.026639999999999997,0.02675
01/05/2020,3,148.55,147.56,158.98,146.24,0.026439999999999998,0.02658,0.026719999999999997,0.026860000000000002
01/06/2020,3,94.65,94.02,101.29,93.18,0.02647,0.026639999999999997,0.0268,0.026969999999999997
01/07/2020,3,89.5,88.9,95.78,88.11,0.0265,0.02669,0.02688,0.02708
01/08/2020,3,85.97,85.4,92.01,84.64,0.02653,0.02675,0.026969999999999997,0.02719
01/09/2020,3,54.99,54.62,58.85,54.14,0.02655,0.0268,0.02705,0.0273
01/10/2020,3,98.27,97.62,105.17,96.74,0.02658,0.026860000000000002,0.02713,0.027410000000000004
01/11/2020,3,193.75,192.46,207.35,190.74,0.02661,0.026910000000000003,0.02721,0.02752
01/12/2020,3,231.14,229.6,247.36,227.54,0.026639999999999997,0.026969999999999997,0.0273,0.027630000000000002
01/01/2021,3,67.46,67.02,72.2,66.42,0.026660000000000003,0.02702,0.02738,0.027739999999999997
01/02/2021,3,152.65,151.63,163.36,150.27,0.02669,0.02708,0.027460000000000002,0.02785
01/03/2021,3,147.18,146.2,157.51,144.89,0.026719999999999997,0.02713,0.02754,0.027960000000000002
01/04/2021,3,236.31,234.74,252.9,232.64,0.02675,0.02719,0.027630000000000002,0.028069999999999998
01/05/2021,3,178.89,177.7,191.45,176.11,0.02677,0.027239999999999997,0.027710000000000002,0.02818
01/06/2021,3,278.46,276.61,298.01,274.14,0.0268,0.0273,0.02779,0.02829
01/07/2021,3,67.93,67.48,72.7,66.88,0.02683,0.02735,0.02787,0.0284
01/08/2021,3,55.34,54.97,59.22,54.48,0.026860000000000002,0.027410000000000004,0.027960000000000002,0.02851
01/09/2021,3,28.28,28.09,30.26,27.84,0.02688,0.027460000000000002,0.02804,0.02862
01/10/2021,3,28.85,28.66,30.88,28.41,0.026910000000000003,0.02752,0.02812,0.028730000000000002
01/11/2021,3,189.49,188.23,202.79,186.54,0.02694,0.027569999999999997,0.0282,0.028839999999999998
01/12/2021,3,184.89,183.66,197.87,182.02,0.026969999999999997,0.027630000000000002,0.02829,0.02895
01/01/2020,4,159.41,154.4,169.02,154.31,0.08302000000000001,0.08311,0.0832,0.08329
01/02/2020,4,143.0,138.51,151.62,138.43,0.08311,0.08329,0.08346,0.08363999999999999
01/03/2020,4,455.37,441.05,482.81,440.8,0.0832,0.08346,0.08372,0.08399
01/04/2020,4,262.94,254.68,278.79,254.53,0.08329,0.08363999999999999,0.08399,0.08434
01/05/2020,4,255.26,247.23,270.64,247.09,0.08337,0.08381,0.08425,0.08469
01/06/2020,4,336.85,326.26,357.15,326.07,0.08346,0.08399,0.08451,0.08504
01/07/2020,4,138.25,133.9,146.58,133.82,0.08355,0.08416,0.08477,0.08539
01/08/2020,4,102.36,99.14,108.53,99.09,0.08363999999999999,0.08434,0.08504,0.08574
01/09/2020,4,123.01,119.14,130.42,119.07,0.08372,0.08451,0.0853,0.08609
01/10/2020,4,228.52,221.33,242.29,221.21,0.08381,0.08469,0.08556,0.08644
01/11/2020,4,478.89,463.83,507.75,463.57,0.0839,0.08486,0.08582000000000001,0.08678999999999999
01/12/2020,4,374.16,362.4,396.71,362.19,0.08399,0.08504,0.08609,0.08714
01/01/2021,4,164.06,158.9,173.95,158.81,0.08407,0.08521000000000001,0.08635,0.08749
01/02/2021,4,124.54,120.63,132.05,120.56,0.08416,0.08539,0.08661,0.08784
01/03/2021,4,229.84,222.61,243.69,222.48,0.08425,0.08556,0.08687,0.08819
01/04/2021,4,276.73,268.03,293.41,267.88,0.08434,0.08574,0.08714,0.08854
01/05/2021,4,386.84,374.68,410.15,374.46,0.08442000000000001,0.08591,0.0874,0.08889
01/06/2021,4,435.33,421.64,461.56,421.4,0.08451,0.08609,0.08766,0.08924
01/07/2021,4,151.02,146.27,160.12,146.19,0.0846,0.08626,0.08792,0.08959
01/08/2021,4,111.41,107.9,118.12,107.84,0.08469,0.08644,0.08819,0.08993999999999999
01/09/2021,4,56.94,55.15,60.37,55.12,0.08477,0.08661,0.08845,0.09029
01/10/2021,4,182.76,177.01,193.77,176.91,0.08486,0.08678999999999999,0.08871,0.09064
01/11/2021,4,243.71,236.05,258.4,235.91,0.08495,0.08696,0.08897000000000001,0.09099
01/12/2021,4,358.07,346.81,379.65,346.61,0.08504,0.08714,0.08924,0.09134
01/01/2020,5,0.0,0.0,0.0,0.0,0.03252,0.03255,0.03258,0.03261
01/02/2020,5,31.55,31.47,35.0,31.63,0.03255,0.03261,0.03268,0.03274
01/03/2020,5,58.59,58.45,65.0,58.73,0.03258,0.03268,0.032780000000000004,0.032869999999999996
01/04/2020,5,57.61,57.47,63.92,57.76,0.03261,0.03274,0.032869999999999996,0.033
01/05/2020,5,215.49,214.97,239.08,216.03,0.03265,0.03281,0.03297,0.03313
01/06/2020,5,191.01,190.55,211.92,191.49,0.03268,0.032869999999999996,0.03307,0.033260000000000005
01/07/2020,5,118.15,117.86,131.08,118.44,0.03271,0.03294,0.03317,0.033389999999999996
01/08/2020,5,130.88,130.57,145.21,131.21,0.03274,0.033,0.033260000000000005,0.03352
01/09/2020,5,24.15,24.09,26.79,24.21,0.032780000000000004,0.03307,0.03336,0.03365
01/10/2020,5,34.25,34.17,38.0,34.34,0.03281,0.03313,0.033460000000000004,0.033780000000000004
01/11/2020,5,54.98,54.85,61.0,55.12,0.03284,0.0332,0.03356,0.03391
01/12/2020,5,27.68,27.61,30.71,27.75,0.032869999999999996,0.033260000000000005,0.03365,0.03404
01/01/2021,5,20.99,20.94,23.29,21.04,0.03291,0.03333,0.03375,0.03417
01/02/2021,5,47.97,47.85,53.22,48.09,0.03294,0.033389999999999996,0.03385,0.0343
01/03/2021,5,31.44,31.36,34.88,31.52,0.03297,0.033460000000000004,0.03395,0.03443
01/04/2021,5,62.42,62.27,69.25,62.57,0.033,0.03352,0.03404,0.03456
01/05/2021,5,193.15,192.68,214.29,193.63,0.03304,0.033589999999999995,0.03414,0.03469
01/06/2021,5,97.83,97.59,108.54,98.08,0.03307,0.03365,0.03424,0.03482
01/07/2021,5,103.58,103.33,114.92,103.84,0.0331,0.03372,0.034339999999999996,0.03495
01/08/2021,5,72.11,71.93,80.0,72.29,0.03313,0.033780000000000004,0.03443,0.03508
01/09/2021,5,9.91,9.89,11.0,9.94,0.03317,0.03385,0.03453,0.035210000000000005
01/10/2021,5,24.34,24.28,27.0,24.4,0.0332,0.03391,0.03463,0.035339999999999996
01/11/2021,5,80.97,80.77,89.83,81.17,0.03323,0.03398,0.034730000000000004,0.03547
01/12/2021,5,165.69,165.29,183.83,166.11,0.033260000000000005,0.03404,0.03482,0.0356
01/01/2020,6,238.88,237.27,264.6,236.75,0.02084,0.02086,0.020880000000000003,0.0209
01/02/2020,6,97.09,96.43,107.54,96.22,0.02086,0.0209,0.02095,0.02099
01/03/2020,6,165.44,164.32,183.25,163.96,0.020880000000000003,0.02095,0.02102,0.02108
01/04/2020,6,189.06,187.79,209.42,187.38,0.0209,0.02099,0.02108,0.021169999999999998
01/05/2020,6,191.26,189.97,211.85,189.55,0.02093,0.02104,0.02115,0.02126
01/06/2020,6,115.76,114.98,128.22,114.72,0.02095,0.02108,0.02122,0.02135
01/07/2020,6,80.11,79.57,88.74,79.4,0.02097,0.02113,0.02129,0.02144
01/08/2020,6,28.16,27.97,31.19,27.91,0.02099,0.021169999999999998,0.02135,0.02153
01/09/2020,6,41.51,41.23,45.98,41.14,0.02102,0.02122,0.021419999999999998,0.02162
01/10/2020,6,70.73,70.26,78.35,70.1,0.02104,0.02126,0.021490000000000002,0.02171
01/11/2020,6,366.13,363.66,405.55,362.86,0.02106,0.02131,0.02156,0.0218
01/12/2020,6,307.93,305.86,341.09,305.19,0.02108,0.02135,0.02162,0.02189
01/01/2021,6,12.47,12.38,13.81,12.36,0.02111,0.0214,0.02169,0.02198
01/02/2021,6,75.9,75.39,84.07,75.22,0.02113,0.02144,0.021759999999999998,0.02207
01/03/2021,6,158.16,157.09,175.19,156.75,0.02115,0.021490000000000002,0.021830000000000002,0.02216
01/04/2021,6,212.31,210.88,235.17,210.42,0.021169999999999998,0.02153,0.02189,0.02225
01/05/2021,6,173.23,172.06,191.88,171.68,0.0212,0.021580000000000002,0.02196,0.022340000000000002
01/06/2021,6,263.65,261.87,292.04,261.3,0.02122,0.02162,0.02203,0.022430000000000002
01/07/2021,6,104.96,104.25,116.26,104.02,0.021240000000000002,0.02167,0.0221,0.02252
01/08/2021,6,78.09,77.56,86.5,77.4,0.02126,0.02171,0.02216,0.022609999999999998
01/09/2021,6,1.99,1.97,2.2,1.97,0.02129,0.021759999999999998,0.02223,0.0227
01/10/2021,6,87.53,86.94,96.96,86.75,0.02131,0.0218,0.0223,0.02279
01/11/2021,6,212.45,211.02,235.33,210.56,0.021330000000000002,0.02185,0.022369999999999998,0.02288
01/12/2021,6,263.98,262.2,292.41,261.63,0.02135,0.02189,0.022430000000000002,0.022969999999999997
01/01/2020,7,186.36,186.98,200.0,185.68,0.03477,0.03481,0.034839999999999996,0.03488
01/02/2020,7,213.38,214.09,229.0,212.61,0.03481,0.03488,0.03495,0.035019999999999996
01/03/2020,7,49.39,49.55,53.0,49.21,0.034839999999999996,0.03495,0.03505,0.035160000000000004
01/04/2020,7,438.88,440.34,471.0,437.29,0.03488,0.035019999999999996,0.035160000000000004,0.0353
01/05/2020,7,276.37,277.29,296.6,275.37,0.034910000000000004,0.035089999999999996,0.03526,0.03544
01/06/2020,7,116.48,116.86,125.0,116.05,0.03495,0.035160000000000004,0.03537,0.03558
01/07/2020,7,82.0,82.27,88.0,81.7,0.034980000000000004,0.035230000000000004,0.03547,0.03572
01/08/2020,7,19.57,19.63,21.0,19.5,0.035019999999999996,0.0353,0.03558,0.03586
01/09/2020,7,177.97,178.57,191.0,177.33,0.03505,0.03537,0.03568,0.036000000000000004
01/10/2020,7,480.81,482.41,516.0,479.06,0.035089999999999996,0.03544,0.035789999999999995,0.03614
01/11/2020,7,362.47,363.68,389.0,361.16,0.03512,0.03551,0.03589,0.03628
01/12/2020,7,52.18,52.35,56.0,51.99,0.035160000000000004,0.03558,0.036000000000000004,0.03642
01/01/2021,7,88.99,89.28,95.5,88.66,0.03519,0.03565,0.0361,0.03656
01/02/2021,7,155.61,156.13,167.0,155.05,0.035230000000000004,0.03572,0.03621,0.0367
01/03/2021,7,363.59,364.8,390.2,362.27,0.03526,0.035789999999999995,0.03631,0.03684
01/04/2021,7,408.13,409.49,438.0,406.65,0.0353,0.03586,0.03642,0.03698
01/05/2021,7,400.68,402.01,430.0,399.22,0.03533,0.035930000000000004,0.03652,0.03712
01/06/2021,7,41.93,42.07,45.0,41.78,0.03537,0.036000000000000004,0.03663,0.03726
01/07/2021,7,23.85,23.93,25.6,23.77,0.0354,0.03607,0.03673,0.0374
01/08/2021,7,1.86,1.87,2.0,1.86,0.03544,0.03614,0.03684,0.03754
01/09/2021,7,130.45,130.89,140.0,129.98,0.03547,0.03621,0.03694,0.03768
01/10/2021,7,157.48,158.0,169.0,156.9,0.03551,0.03628,0.03705,0.03782
01/11/2021,7,393.22,394.53,422.0,391.79,0.035539999999999995,0.03635,0.03715,0.03796
01/12/2021,7,246.93,247.75,265.0,246.03,0.03558,0.03642,0.03726,0.0381
01/01/2020,8,464.77,469.71,501.6,468.51,0.02315,0.023180000000000003,0.0232,0.02323
01/02/2020,8,157.52,159.19,170.0,158.78,0.023180000000000003,0.02323,0.023280000000000002,0.02333
01/03/2020,8,245.54,248.15,265.0,247.52,0.0232,0.023280000000000002,0.02335,0.02343
01/04/2020,8,297.8,300.97,321.4,300.2,0.02323,0.02333,0.02343,0.023530000000000002
01/05/2020,8,276.86,279.8,298.8,279.09,0.02325,0.02338,0.0235,0.02363
01/06/2020,8,60.69,61.34,65.5,61.18,0.023280000000000002,0.02343,0.02358,0.02373
01/07/2020,8,12.69,12.83,13.7,12.8,0.0233,0.02348,0.02365,0.02383
01/08/2020,8,40.86,41.3,44.1,41.19,0.02333,0.023530000000000002,0.02373,0.02393
01/09/2020,8,86.17,87.09,93.0,86.86,0.02335,0.02358,0.0238,0.024030000000000003
01/10/2020,8,230.07,232.51,248.3,231.92,0.02338,0.02363,0.023880000000000002,0.024130000000000002
01/11/2020,8,302.44,305.65,326.4,304.87,0.0234,0.02368,0.02395,0.02423
01/12/2020,8,55.69,56.28,60.1,56.14,0.02343,0.02373,0.024030000000000003,0.02433
01/01/2021,8,64.3,64.99,69.4,64.82,0.02345,0.023780000000000003,0.0241,0.02443
01/02/2021,8,158.17,159.85,170.7,159.44,0.02348,0.02383,0.02418,0.02453
01/03/2021,8,231.64,234.1,250.0,233.51,0.0235,0.023880000000000002,0.02425,0.024630000000000003
01/04/2021,8,378.41,382.43,408.4,381.46,0.023530000000000002,0.02393,0.02433,0.024730000000000002
01/05/2021,8,298.91,302.09,322.6,301.32,0.02355,0.02398,0.0244,0.02483
01/06/2021,8,14.83,14.98,16.0,14.94,0.02358,0.024030000000000003,0.024480000000000002,0.02493
01/07/2021,8,40.49,40.92,43.7,40.82,0.0236,0.02408,0.02455,0.02503
01/08/2021,8,0.0,0.0,0.0,0.0,0.02363,0.024130000000000002,0.024630000000000003,0.02513
01/09/2021,8,108.78,109.94,117.4,109.65,0.02365,0.02418,0.0247,0.025230000000000002
01/10/2021,8,230.35,232.79,248.6,232.2,0.02368,0.02423,0.02478,0.025330000000000002
01/11/2021,8,312.26,315.57,337.0,314.77,0.0237,0.02428,0.02485,0.02543
01/12/2021,8,408.16,412.49,440.5,411.44,0.02373,0.02433,0.02493,0.02553
01/01/2020,9,13.26,12.94,14.0,13.05,0.006409999999999999,0.006409999999999999,0.00642,0.00643
01/02/2020,9,11.37,11.09,12.0,11.18,0.006409999999999999,0.00643,0.00644,0.00646
01/03/2020,9,59.69,58.22,63.0,58.72,0.00642,0.00644,0.00647,0.006490000000000001
01/04/2020,9,162.01,158.01,171.0,159.37,0.00643,0.00646,0.006490000000000001,0.006520000000000001
01/05/2020,9,178.11,173.72,188.0,175.22,0.00644,0.00647,0.006509999999999999,0.00655
01/06/2020,9,215.06,209.76,227.0,211.57,0.00644,0.006490000000000001,0.006529999999999999,0.00658
01/07/2020,9,197.06,192.2,208.0,193.86,0.00645,0.0065,0.00656,0.0066099999999999996
01/08/2020,9,192.33,187.58,203.0,189.2,0.00646,0.006520000000000001,0.00658,0.006640000000000001
01/09/2020,9,119.37,116.43,126.0,117.43,0.00647,0.006529999999999999,0.0066,0.006670000000000001
01/10/2020,9,99.48,97.03,105.0,97.86,0.00647,0.00655,0.00662,0.0067
01/11/2020,9,23.69,23.1,25.0,23.3,0.00648,0.00656,0.00665,0.00673
01/12/2020,9,0.0,0.0,0.0,0.0,0.006490000000000001,0.00658,0.006670000000000001,0.0067599999999999995
01/01/2021,9,28.42,27.72,30.0,27.96,0.0065,0.00659,0.006690000000000001,0.006790000000000001
01/02/2021,9,6.63,6.47,7.0,6.52,0.0065,0.0066099999999999996,0.00671,0.0068200000000000005
01/03/2021,9,18.0,17.56,19.0,17.71,0.006509999999999999,0.00662,0.00674,0.00685
01/04/2021,9,54.95,53.59,58.0,54.06,0.006520000000000001,0.006640000000000001,0.0067599999999999995,0.00688
01/05/2021,9,150.64,146.92,159.0,148.19,0.006529999999999999,0.00665,0.00678,0.0069099999999999995
01/06/2021,9,237.8,231.94,251.0,233.94,0.006529999999999999,0.006670000000000001,0.0068,0.006940000000000001
01/07/2021,9,172.24,167.99,181.8,169.44,0.006540000000000001,0.006679999999999999,0.00683,0.0069700000000000005
01/08/2021,9,187.59,182.96,198.0,184.54,0.00655,0.0067,0.00685,0.006999999999999999
01/09/2021,9,72.95,71.15,77.0,71.77,0.00656,0.00671,0.00687,0.00703
01/10/2021,9,54.95,53.59,58.0,54.06,0.00656,0.00673,0.00689,0.0070599999999999994
01/11/2021,9,30.32,29.57,32.0,29.82,0.00657,0.00674,0.00692,0.007090000000000001
01/12/2021,9,8.53,8.32,9.0,8.39,0.00658,0.0067599999999999995,0.006940000000000001,0.0071200000000000005
01/01/2020,10,162.7,168.19,173.9013496,170.35,0.06927,0.06934,0.06941,0.06948
01/02/2020,10,399.9,413.39,427.43493380000007,418.7,0.06934,0.06948,0.06962,0.06976
01/03/2020,10,275.43,284.72,294.390533,288.38,0.06941,0.06962,0.06982999999999999,0.07003999999999999
01/04/2020,10,296.17,306.17,316.5662005,310.1,0.06948,0.06976,0.07003999999999999,0.07032000000000001
01/05/2020,10,215.39,222.66,230.225115,225.52,0.06955,0.0699,0.07025,0.0706
01/06/2020,10,99.63,102.99,106.4864352,104.31,0.06962,0.07003999999999999,0.07046000000000001,0.07088
01/07/2020,10,74.5,77.02,79.63399513,78.01,0.06969,0.07017999999999999,0.07067000000000001,0.07116
01/08/2020,10,55.76,57.64,59.59970657,58.38,0.06976,0.07032000000000001,0.07088,0.07144
01/09/2020,10,73.15,75.62,78.19063079,76.59,0.06982999999999999,0.07046000000000001,0.07109,0.07172
01/10/2020,10,520.27,537.82,556.0902687000001,544.73,0.0699,0.0706,0.0713,0.07200000000000001
01/11/2020,10,306.64,316.98,327.75089489999993,321.06,0.06997,0.07074,0.07151,0.07228
01/12/2020,10,86.05,88.95,91.9755208,90.1,0.07003999999999999,0.07088,0.07172,0.07256
01/01/2021,10,137.92,142.57,147.4152567,144.4,0.07011,0.07102,0.07193,0.07284
01/02/2021,10,167.72,173.38,179.2700048,175.61,0.07017999999999999,0.07116,0.07214,0.07312
01/03/2021,10,169.15,174.86,180.7977409,177.1,0.07025,0.0713,0.07235,0.0734
01/04/2021,10,376.78,389.49,402.7183669,394.49,0.07032000000000001,0.07144,0.07256,0.07368
01/05/2021,10,180.72,186.82,193.16712969999998,189.22,0.07039,0.07157999999999999,0.07277,0.07396
01/06/2021,10,99.46,102.82,106.3114524,104.14,0.07046000000000001,0.07172,0.07297999999999999,0.07424
01/07/2021,10,42.33,43.75,45.23983372,44.32,0.07053,0.07186000000000001,0.07318999999999999,0.07452
01/08/2021,10,1.97,2.04,2.1045867940000003,2.06,0.0706,0.07200000000000001,0.0734,0.0748
01/09/2021,10,88.02,90.99,94.08010759,92.16,0.07067000000000001,0.07214,0.07361000000000001,0.07508
01/10/2021,10,224.74,232.32,240.20892909999998,235.3,0.07074,0.07228,0.07382000000000001,0.07536
01/11/2021,10,432.55,447.14,462.33230319999996,452.89,0.07081,0.07242,0.07403,0.07564
01/12/2021,10,241.66,249.81,258.2983081,253.02,0.07088,0.07256,0.07424,0.07592
01/01/2020,11,70.39,72.2,75.2,74.14,0.02478,0.02481,0.02484,0.02486
01/02/2020,11,122.81,125.97,131.2,129.35,0.02481,0.02486,0.024919999999999998,0.02497
01/03/2020,11,46.71,47.91,49.9,49.2,0.02484,0.024919999999999998,0.025,0.02508
01/04/2020,11,179.06,183.68,191.3,188.6,0.02486,0.02497,0.02508,0.02519
01/05/2020,11,187.77,192.61,200.6,197.77,0.02489,0.02503,0.025169999999999998,0.0253
01/06/2020,11,30.8,31.59,32.9,32.44,0.024919999999999998,0.02508,0.02525,0.02541
01/07/2020,11,67.67,69.42,72.3,71.28,0.02495,0.02514,0.025330000000000002,0.025519999999999998
01/08/2020,11,29.39,30.15,31.4,30.96,0.02497,0.02519,0.02541,0.02563
01/09/2020,11,77.5,79.5,82.8,81.63,0.025,0.02525,0.0255,0.02574
01/10/2020,11,104.83,107.54,112.0,110.42,0.02503,0.0253,0.025580000000000002,0.02585
01/11/2020,11,72.82,74.7,77.8,76.7,0.02506,0.02536,0.025660000000000002,0.025960000000000004
01/12/2020,11,9.08,9.31,9.7,9.56,0.02508,0.02541,0.02574,0.02607
01/01/2021,11,27.71,28.42,29.6,29.18,0.02511,0.02547,0.025830000000000002,0.026180000000000002
01/02/2021,11,49.52,50.79,52.9,52.15,0.02514,0.025519999999999998,0.025910000000000002,0.026289999999999997
01/03/2021,11,87.8,90.06,93.8,92.48,0.025169999999999998,0.025580000000000002,0.02599,0.0264
01/04/2021,11,134.79,138.26,144.0,141.97,0.02519,0.02563,0.02607,0.026510000000000002
01/05/2021,11,152.1,156.03,162.5,160.2,0.02522,0.025689999999999998,0.026160000000000003,0.026619999999999998
01/06/2021,11,43.53,44.65,46.5,45.84,0.02525,0.02574,0.02624,0.02673
01/07/2021,11,36.5,37.45,39.0,38.45,0.02528,0.0258,0.02632,0.02684
01/08/2021,11,22.09,22.66,23.6,23.27,0.0253,0.02585,0.0264,0.02695
01/09/2021,11,76.1,78.06,81.3,80.15,0.025330000000000002,0.025910000000000002,0.026489999999999996,0.02706
01/10/2021,11,134.41,137.88,143.6,141.57,0.02536,0.025960000000000004,0.02657,0.02717
01/11/2021,11,167.08,171.39,178.5,175.98,0.02539,0.026019999999999998,0.02665,0.027280000000000002
01/12/2021,11,19.94,20.45,21.3,21.0,0.02541,0.02607,0.02673,0.027389999999999998
01/01/2020,12,78.41,76.45,83.56,77.18,0.03197,0.032,0.03204,0.03207
01/02/2020,12,52.01,50.71,55.43,51.2,0.032,0.03207,0.032139999999999995,0.03221
01/03/2020,12,71.31,69.52,75.99,70.19,0.03204,0.032139999999999995,0.03225,0.03235
01/04/2020,12,120.16,117.15,128.05,118.27,0.03207,0.03221,0.03235,0.03249
01/05/2020,12,222.53,216.95,237.14,219.03,0.03211,0.03228,0.03246,0.03263
01/06/2020,12,207.46,202.27,221.09,204.21,0.032139999999999995,0.03235,0.032560000000000006,0.03277
01/07/2020,12,301.13,293.59,320.91,296.4,0.03218,0.03242,0.03267,0.03291
01/08/2020,12,275.62,268.72,293.72,271.29,0.03221,0.03249,0.03277,0.03305
01/09/2020,12,128.43,125.21,136.86,126.41,0.03225,0.032560000000000006,0.03288,0.03319
01/10/2020,12,145.73,142.08,155.3,143.44,0.03228,0.03263,0.03298,0.03333
01/11/2020,12,68.78,67.06,73.3,67.7,0.03232,0.0327,0.033089999999999994,0.03347
01/12/2020,12,138.77,135.29,147.88,136.59,0.03235,0.03277,0.03319,0.03361
01/01/2021,12,89.91,87.66,95.82,88.5,0.032389999999999995,0.03284,0.0333,0.03375
01/02/2021,12,44.64,43.52,47.57,43.94,0.03242,0.03291,0.0334,0.033889999999999997
01/03/2021,12,52.11,50.8,55.53,51.29,0.03246,0.03298,0.033510000000000005,0.03403
01/04/2021,12,132.03,128.72,140.7,129.96,0.03249,0.03305,0.03361,0.03417
01/05/2021,12,61.18,59.65,65.2,60.22,0.03253,0.03312,0.03372,0.03431
01/06/2021,12,115.81,112.91,123.42,113.99,0.032560000000000006,0.03319,0.033819999999999996,0.03445
01/07/2021,12,41.39,40.36,44.11,40.74,0.0326,0.033260000000000005,0.03393,0.034589999999999996
