cuenca|area_hidrografica|zona_hidrografica|subzona_hidrografica|departamento|municipio|area_cuenca_ha|area_municipio_por_cuenca_ha|area_municipio_por_cuenca_porc
59|Magdalena Cauca|Cauca|Rio Tapias y otros directos al Cauca|CALDAS|MARMATO|140356.86|6.1|0
59|Magdalena Cauca|Cauca|Rio Tapias y otros directos al Cauca|CALDAS|NEIRA|140356.86|23384.61|16.66
59|Magdalena Cauca|Cauca|Rio Tapias y otros directos al Cauca|CALDAS|PALESTINA|140356.86|4.55|0
59|Magdalena Cauca|Cauca|Rio Tapias y otros directos al Cauca|ANTIOQUIA|CARAMANTA|140356.86|5.37|0
59|Magdalena Cauca|Cauca|Rio Tapias y otros directos al Cauca|ANTIOQUIA|VALPARAÍSO|140356.86|20.85|0.02
59|Magdalena Cauca|Cauca|Rio Tapias y otros directos al Cauca|CALDAS|RIOSUCIO|140356.86|9.35|0.01
59|Magdalena Cauca|Cauca|Rio Tapias y otros directos al Cauca|CALDAS|MANIZALES|140356.86|4973.05|3.54
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|HUILA|VILLAVIEJA|103575.69|351.37|0.34
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|COYAIMA|103575.69|168.1|0.16
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|FLANDES|103575.69|19.72|0.02
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|CUNDAY|103575.69|239.39|0.23
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|CUNDINAMARCA|RICAURTE|103575.69|3.5|0
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|GUAMO|103575.69|39.58|0.04
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|ESPINAL|103575.69|29.17|0.03
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|NATAGAIMA|103575.69|31676.86|30.58
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|ALPUJARRA|103575.69|13929.88|13.45
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|DOLORES|103575.69|18720.61|18.07
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|PRADO|103575.69|11940.86|11.53
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|PURIFICACIÓN|103575.69|7623.47|7.36
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|SUÁREZ|103575.69|18475.97|17.84
60|Magdalena Cauca|Alto Magdalena|Directos Magdalena entre ríos Cabrera y Sumapaz|TOLIMA|CARMEN DE APICALÁ|103575.69|357.21|0.35
61|Magdalena Cauca|Cauca|Río Frío|VALLE DEL CAUCA|BUGALAGRANDE|47542.23|31.22|0.07
61|Magdalena Cauca|Cauca|Río Frío|VALLE DEL CAUCA|ANDALUCÍA|47542.23|26.33|0.06
61|Magdalena Cauca|Cauca|Río Frío|VALLE DEL CAUCA|BOLÍVAR|47542.23|57.25|0.12
61|Magdalena Cauca|Cauca|Río Frío|VALLE DEL CAUCA|TRUJILLO|47542.23|24670.52|51.89
61|Magdalena Cauca|Cauca|Río Frío|VALLE DEL CAUCA|RIOFRÍO|47542.23|22682.69|47.71
61|Magdalena Cauca|Cauca|Río Frío|VALLE DEL CAUCA|TULUÁ|47542.23|34.35|0.07
61|Magdalena Cauca|Cauca|Río Frío|VALLE DEL CAUCA|CALIMA (El Darién)|47542.23|27.47|0.06
61|Magdalena Cauca|Cauca|Río Frío|CHOCÓ|EL LITORAL DEL SAN JUAN|47542.23|12.4|0.03
62|Orinoco|Arauca|Río Bojabá|BOYACÁ|CUBARÁ|113195.34|26166.16|23.12
62|Orinoco|Arauca|Río Bojabá|ARAUCA|TAME|113195.34|885.99|0.78
62|Orinoco|Arauca|Río Bojabá|ARAUCA|SARAVENA|113195.34|6732.67|5.95
62|Orinoco|Arauca|Río Bojabá|NORTE DE SANTANDER|TOLEDO|113195.34|95.28|0.08
62|Orinoco|Arauca|Río Bojabá|BOYACÁ|GÜICÁN|113195.34|70681.98|62.44
62|Orinoco|Arauca|Río Bojabá|ARAUCA|FORTUL|113195.34|8553.28|7.56
62|Orinoco|Arauca|Río Bojabá|BOYACÁ|CHISCAS|113195.34|79.98|0.07
63|Magdalena Cauca|Medio Magdalena|Río Gualí|CUNDINAMARCA|GUADUAS|87606.35|54.5|0.06
63|Magdalena Cauca|Medio Magdalena|Río Gualí|TOLIMA|PALOCABILDO|87606.35|1682.8|1.92
63|Magdalena Cauca|Medio Magdalena|Río Gualí|TOLIMA|MARIQUITA|87606.35|23813.44|27.18
63|Magdalena Cauca|Medio Magdalena|Río Gualí|TOLIMA|FRESNO|87606.35|14269.84|16.29
63|Magdalena Cauca|Medio Magdalena|Río Gualí|TOLIMA|HERVEO|87606.35|23259.52|26.55
63|Magdalena Cauca|Medio Magdalena|Río Gualí|TOLIMA|CASABIANCA|87606.35|12223.11|13.95
63|Magdalena Cauca|Medio Magdalena|Río Gualí|TOLIMA|VILLAHERMOSA|87606.35|2455.73|2.8
63|Magdalena Cauca|Medio Magdalena|Río Gualí|TOLIMA|MURILLO|87606.35|55.47|0.06
63|Magdalena Cauca|Medio Magdalena|Río Gualí|CALDAS|VILLAMARÍA|87606.35|200.33|0.23
63|Magdalena Cauca|Medio Magdalena|Río Gualí|TOLIMA|HONDA|87606.35|8361.01|9.54
63|Magdalena Cauca|Medio Magdalena|Río Gualí|TOLIMA|FALAN|87606.35|1220.08|1.39
63|Magdalena Cauca|Medio Magdalena|Río Gualí|CALDAS|MANIZALES|87606.35|10.53|0.01
64|Magdalena Cauca|Cauca|Río Arma|CALDAS|SALAMINA|185997.16|8574.86|4.61
64|Magdalena Cauca|Cauca|Río Arma|CALDAS|PÁCORA|185997.16|180.64|0.1
64|Magdalena Cauca|Cauca|Río Arma|CALDAS|AGUADAS|185997.16|32917|17.7
64|Magdalena Cauca|Cauca|Río Arma|CALDAS|PENSILVANIA|185997.16|668.59|0.36
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|ABEJORRAL|185997.16|51056.03|27.45
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|SONSÓN|185997.16|43643.83|23.47
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|NARIÑO|185997.16|4.34|0
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|ARGELIA|185997.16|0.15|0
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|LA CEJA|185997.16|4757.14|2.56
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|LA UNION|185997.16|16910.66|9.09
64|Magdalena Cauca|Cauca|Río Arma|CALDAS|MARULANDA|185997.16|10.53|0.01
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|CARMEN DE VIBORAL|185997.16|2312.73|1.24
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|LA PINTADA|185997.16|643.87|0.35
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|SANTA BÁRBARA|185997.16|9470.27|5.09
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|CALDAS|185997.16|0.17|0
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|RETIRO|185997.16|7260.04|3.9
64|Magdalena Cauca|Cauca|Río Arma|ANTIOQUIA|MONTEBELLO|185997.16|7586.3|4.08
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|CALDAS|SALAMINA|239968.18|1603.92|0.67
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|CALDAS|PENSILVANIA|239968.18|48880.19|20.37
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|CALDAS|SAMANÁ|239968.18|75673.27|31.54
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|CALDAS|NORCASIA|239968.18|22765.16|9.49
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|ANTIOQUIA|SONSÓN|239968.18|16510.96|6.88
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|ANTIOQUIA|NARIÑO|239968.18|31615.29|13.18
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|ANTIOQUIA|ARGELIA|239968.18|24313.93|10.13
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|CALDAS|VICTORIA|239968.18|4409.7|1.84
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|CALDAS|LA DORADA|239968.18|5380.38|2.24
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|CALDAS|MARQUETALIA|239968.18|6675.47|2.78
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|CALDAS|MANZANARES|239968.18|1957.51|0.82
65|Magdalena Cauca|Medio Magdalena|Río La Miel (Samaná)|CALDAS|MARULANDA|239968.18|182.4|0.08
66|Magdalena Cauca|Medio Magdalena|Directos Magdalena Medio entre ríos La Miel y Nare|BOYACÁ|PUERTO BOYACÁ|148424.2|727.57|0.49
66|Magdalena Cauca|Medio Magdalena|Directos Magdalena Medio entre ríos La Miel y Nare|ANTIOQUIA|SONSÓN|148424.2|40963.32|27.6
66|Magdalena Cauca|Medio Magdalena|Directos Magdalena Medio entre ríos La Miel y Nare|ANTIOQUIA|ARGELIA|148424.2|113.8|0.08
66|Magdalena Cauca|Medio Magdalena|Directos Magdalena Medio entre ríos La Miel y Nare|ANTIOQUIA|PUERTO NARE|148424.2|38863.56|26.18
66|Magdalena Cauca|Medio Magdalena|Directos Magdalena Medio entre ríos La Miel y Nare|ANTIOQUIA|PUERTO TRIUNFO|148424.2|36414.2|24.53
66|Magdalena Cauca|Medio Magdalena|Directos Magdalena Medio entre ríos La Miel y Nare|ANTIOQUIA|SAN FRANCISCO|148424.2|16605.16|11.19
66|Magdalena Cauca|Medio Magdalena|Directos Magdalena Medio entre ríos La Miel y Nare|ANTIOQUIA|SAN LUIS|148424.2|14736.6|9.93
67|Magdalena Cauca|Medio Magdalena|Directos al Magdalena Medio entre ríos Negro|SANTANDER|CIMITARRA|268468.36|101857.3|37.94
67|Magdalena Cauca|Medio Magdalena|Directos al Magdalena Medio entre ríos Negro|SANTANDER|BOLÍVAR|268468.36|31725.35|11.82
67|Magdalena Cauca|Medio Magdalena|Directos al Magdalena Medio entre ríos Negro|ANTIOQUIA|YONDÓ (Casabe)|268468.36|120.07|0.05
67|Magdalena Cauca|Medio Magdalena|Directos al Magdalena Medio entre ríos Negro|BOYACÁ|PUERTO BOYACÁ|268468.36|133517.84|49.73
67|Magdalena Cauca|Medio Magdalena|Directos al Magdalena Medio entre ríos Negro|CUNDINAMARCA|PUERTO SALGAR|268468.36|45.77|0.02
67|Magdalena Cauca|Medio Magdalena|Directos al Magdalena Medio entre ríos Negro|ANTIOQUIA|SONSÓN|268468.36|27.66|0.01
67|Magdalena Cauca|Medio Magdalena|Directos al Magdalena Medio entre ríos Negro|ANTIOQUIA|PUERTO NARE|268468.36|370.27|0.14
67|Magdalena Cauca|Medio Magdalena|Directos al Magdalena Medio entre ríos Negro|ANTIOQUIA|PUERTO BERRÍO|268468.36|345.29|0.13
67|Magdalena Cauca|Medio Magdalena|Directos al Magdalena Medio entre ríos Negro|ANTIOQUIA|PUERTO TRIUNFO|268468.36|436.2|0.16
67|Magdalena Cauca|Medio Magdalena|Directos al Magdalena Medio entre ríos Negro|CALDAS|LA DORADA|268468.36|22.61|0.01
68|Magdalena Cauca|Sogamoso|Río Chicamocha|ARAUCA|TAME|956934.53|88.31|0.01
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|GÜICÁN|956934.53|22507.42|2.35
68|Magdalena Cauca|Sogamoso|Río Chicamocha|CASANARE|LA SALINA|956934.53|65.95|0.01
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|MÁLAGA|956934.53|5613.98|0.59
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|ENCISO|956934.53|7419.59|0.78
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|MOLAGAVITA|956934.53|18057.39|1.89
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|SAN JOSÉ DE MIRANDA|956934.53|7656.94|0.8
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|ARATOCA|956934.53|16980.11|1.77
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|JORDÁN|956934.53|4042.44|0.42
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|ZAPATOCA|956934.53|1.51|0
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|VILLANUEVA|956934.53|2882.94|0.3
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|GÁMBITA|956934.53|20.1|0
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|ENCINO|956934.53|18.16|0
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|EL COCUY|956934.53|23700.34|2.48
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SAN MATEO|956934.53|12183.76|1.27
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|BOAVITA|956934.53|14701.88|1.54
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|LA UVITA|956934.53|15932.81|1.67
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|CHITA|956934.53|27309.89|2.85
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SUSACÓN|956934.53|18376.07|1.92
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SATIVANORTE|956934.53|16106.13|1.68
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|JERICÓ|956934.53|13133.73|1.37
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SOCOTÁ|956934.53|21625.31|2.26
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SOCHA|956934.53|15367.61|1.61
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|AQUITANIA|956934.53|27.57|0
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|IZA|956934.53|3471.71|0.36
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SOGAMOSO|956934.53|15106.05|1.58
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|MONGUA|956934.53|11178.54|1.17
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|GÁMEZA|956934.53|9207.14|0.96
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|CORRALES|956934.53|6216.37|0.65
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|BUSBANZÁ|956934.53|2686.86|0.28
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SANTA ROSA DE VITERBO|956934.53|9899.04|1.03
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|TASCO|956934.53|15251.66|1.59
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|BETÉITIVA|956934.53|10168.49|1.06
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|BELÉN|956934.53|15951.72|1.67
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|PAZ DE RIO|956934.53|12348.5|1.29
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|DUITAMA|956934.53|13133.65|1.37
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|TIBASOSA|956934.53|9383.53|0.98
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|PAIPA|956934.53|17686.81|1.85
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SOTAQUIRÁ|956934.53|20010.51|2.09
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|TUTA|956934.53|16233.02|1.7
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|CÓMBITA|956934.53|9150.26|0.96
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|TONA|956934.53|243.08|0.03
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|PIEDECUESTA|956934.53|20934.46|2.19
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|GUACA|956934.53|27178|2.84
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|SAN ANDRÉS|956934.53|28134.92|2.94
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|CERRITO|956934.53|16450.68|1.72
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|CONCEPCIÓN|956934.53|15981.26|1.67
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|MOGOTES|956934.53|11457.05|1.2
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|CURITÍ|956934.53|9528.22|1
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|CEPITÁ|956934.53|10794.47|1.13
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|PANQUEBA|956934.53|3928.74|0.41
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|GUACAMAYAS|956934.53|5891.69|0.62
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SATIVASUR|956934.53|5365.11|0.56
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|TOTA|956934.53|9936.36|1.04
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|PESCA|956934.53|16484.18|1.72
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|CUÍTIVA|956934.53|2332.7|0.24
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|FIRAVITOBA|956934.53|10900.59|1.14
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|NOBSA|956934.53|5399.83|0.56
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|MONGUÍ|956934.53|6679.96|0.7
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|TÓPAGA|956934.53|3379.01|0.35
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|FLORESTA|956934.53|8731.29|0.91
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|TUTAZÁ|956934.53|12414.56|1.3
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|CERINZA|956934.53|6359.32|0.67
68|Magdalena Cauca|Sogamoso|Río Chicamocha|NORTE DE SANTANDER|CHITAGÁ|956934.53|0.53|0
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|SANTA BÁRBARA|956934.53|18008.48|1.88
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|CARCASÍ|956934.53|24022.26|2.51
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|CAPITANEJO|956934.53|7979.92|0.83
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|MACARAVITA|956934.53|10520.24|1.1
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|SAN MIGUEL|956934.53|7467.02|0.78
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|ONZAGA|956934.53|48550.59|5.07
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|SAN JOAQUÍN|956934.53|14415.63|1.51
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|COROMORO|956934.53|58.42|0.01
68|Magdalena Cauca|Sogamoso|Río Chicamocha|SANTANDER|LOS SANTOS|956934.53|11364.7|1.19
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|CHISCAS|956934.53|21371.43|2.23
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|EL ESPINO|956934.53|6953.79|0.73
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|COVARACHÍA|956934.53|10224.84|1.07
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|TIPACOQUE|956934.53|7166.38|0.75
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SOATÁ|956934.53|12266.8|1.28
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|OICATÁ|956934.53|6083.03|0.64
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|TUNJA|956934.53|8328.3|0.87
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|CHIVATÁ|956934.53|4942.67|0.52
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|TOCA|956934.53|17004.11|1.78
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SIACHOQUE|956934.53|11650.6|1.22
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SORACÁ|956934.53|3354.49|0.35
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|VIRACACHÁ|956934.53|157.49|0.02
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|MOTAVITA|956934.53|4446.1|0.47
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|CHÍQUIZA|956934.53|7.37|0
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|BOYACÁ|956934.53|10.02|0
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|CUCAITA|956934.53|35.82|0
68|Magdalena Cauca|Sogamoso|Río Chicamocha|BOYACÁ|SORA|956934.53|1134.23|0.12
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|OCAMONTE|241004.64|7461.24|3.1
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|PÁRAMO|241004.64|7067.18|2.93
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|VALLE DE SAN JOSÉ|241004.64|8105.8|3.36
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|SAN GIL|241004.64|14309.26|5.94
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|ARATOCA|241004.64|28.14|0.01
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|OIBA|241004.64|2074.22|0.86
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|VILLANUEVA|241004.64|350.57|0.15
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|GÁMBITA|241004.64|0.02|0
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|ENCINO|241004.64|39298.61|16.31
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|CHARALÁ|241004.64|32163.65|13.35
69|Magdalena Cauca|Sogamoso|Río Fonce|BOYACÁ|SANTA ROSA DE VITERBO|241004.64|2809.68|1.17
69|Magdalena Cauca|Sogamoso|Río Fonce|BOYACÁ|BELÉN|241004.64|76.34|0.03
69|Magdalena Cauca|Sogamoso|Río Fonce|BOYACÁ|DUITAMA|241004.64|6224.51|2.58
69|Magdalena Cauca|Sogamoso|Río Fonce|BOYACÁ|PAIPA|241004.64|108.96|0.05
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|MOGOTES|241004.64|36867.85|15.3
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|CONFINES|241004.64|186.39|0.08
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|SOCORRO|241004.64|3535.4|1.47
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|PINCHOTE|241004.64|5458.84|2.27
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|CURITÍ|241004.64|14825.55|6.15
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|CABRERA|241004.64|1266.17|0.53
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|BARICHARA|241004.64|729.09|0.3
69|Magdalena Cauca|Sogamoso|Río Fonce|BOYACÁ|TUTAZÁ|241004.64|48.93|0.02
69|Magdalena Cauca|Sogamoso|Río Fonce|BOYACÁ|CERINZA|241004.64|36.64|0.02
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|ONZAGA|241004.64|249.71|0.1
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|SAN JOAQUÍN|241004.64|36.41|0.02
69|Magdalena Cauca|Sogamoso|Río Fonce|SANTANDER|COROMORO|241004.64|57685.5|23.94
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|VALDIVIA|341056.54|3660.15|1.07
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|TARAZÁ|341056.54|2828.18|0.83
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|VENECIA|341056.54|25.88|0.01
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|SALGAR|341056.54|2213.56|0.65
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|CONCORDIA|341056.54|23725.26|6.96
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|TITIRIBÍ|341056.54|95.68|0.03
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|CAICEDO|341056.54|19219.23|5.64
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|URRAO|341056.54|89.58|0.03
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|ABRIAQUÍ|341056.54|24.53|0.01
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|LIBORINA|341056.54|15.96|0.01
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|SABANALARGA|341056.54|24.6|0.01
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|BURITICÁ|341056.54|35762.73|10.49
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|CAÑASGORDAS|341056.54|48.42|0.01
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|URAMITA|341056.54|0.49|0
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|PEQUE|341056.54|43149.96|12.65
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|TOLEDO|341056.54|73.52|0.02
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|ITUANGO|341056.54|95329.63|27.95
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|BRICEÑO|341056.54|8.77|0
70|Magdalena Cauca|Cauca|Directos Río Cauca entre Río San Juan y Pto Valdia|ANTIOQUIA|BETULIA|341056.54|26879.94|7.88
