cuenca|area_hidrografica|zona_hidrografica|subzona_hidrografica|departamento|municipio|area_cuenca_ha|area_municipio_por_cuenca_ha|area_municipio_por_cuenca_porc
99|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|PLATO|201171.41|255.73|0.13
99|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|BOLÍVAR|EL GUAMO|201171.41|37559.19|18.67
99|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|PEDRAZA|201171.41|176.21|0.09
100|Magdalena Cauca|Cesar|Medio Cesar|LA GUAJIRA|LA JAGUA DEL PILAR|827379.43|5542.54|0.67
100|Magdalena Cauca|Cesar|Medio Cesar|CESAR|LA PAZ|827379.43|105910.39|12.8
100|Magdalena Cauca|Cesar|Medio Cesar|CESAR|MANAURE BALCÓN DEL CESAR|827379.43|13905.26|1.68
100|Magdalena Cauca|Cesar|Medio Cesar|CESAR|AGUSTÍN CODAZZI|827379.43|174223.93|21.06
100|Magdalena Cauca|Cesar|Medio Cesar|CESAR|EL COPEY|827379.43|5753.09|0.7
100|Magdalena Cauca|Cesar|Medio Cesar|CESAR|BECERRIL|827379.43|122251.63|14.78
100|Magdalena Cauca|Cesar|Medio Cesar|CESAR|LA JAGUA DE IBIRICO|827379.43|36080.17|4.36
100|Magdalena Cauca|Cesar|Medio Cesar|CESAR|PUEBLO BELLO|827379.43|24364.77|2.95
100|Magdalena Cauca|Cesar|Medio Cesar|CESAR|VALLEDUPAR|827379.43|245700.63|29.7
100|Magdalena Cauca|Cesar|Medio Cesar|CESAR|SAN DIEGO|827379.43|65414.46|7.91
100|Magdalena Cauca|Cesar|Medio Cesar|CESAR|BOSCONIA|827379.43|71.79|0.01
100|Magdalena Cauca|Cesar|Medio Cesar|CESAR|EL PASO|827379.43|23033.99|2.78
100|Magdalena Cauca|Cesar|Medio Cesar|LA GUAJIRA|URUMITA|827379.43|2748.1|0.33
100|Magdalena Cauca|Cesar|Medio Cesar|LA GUAJIRA|URUMITA|827379.43|2378.66|0.29
101|Magdalena Cauca|Cesar|Alto Cesar|LA GUAJIRA|DIBULLA|344114.64|122.36|0.04
101|Magdalena Cauca|Cesar|Alto Cesar|LA GUAJIRA|SAN JUAN DEL CESAR|344114.64|87375.29|25.39
101|Magdalena Cauca|Cesar|Alto Cesar|LA GUAJIRA|LA JAGUA DEL PILAR|344114.64|12222.51|3.55
101|Magdalena Cauca|Cesar|Alto Cesar|MAGDALENA|SANTA MARTA (Distrito Turístico Cultural e Histórico)|344114.64|0.25|0
101|Magdalena Cauca|Cesar|Alto Cesar|MAGDALENA|FUNDACIÓN|344114.64|0.08|0
101|Magdalena Cauca|Cesar|Alto Cesar|MAGDALENA|ARACATACA|344114.64|1348.12|0.39
101|Magdalena Cauca|Cesar|Alto Cesar|CESAR|LA PAZ|344114.64|2286.46|0.66
101|Magdalena Cauca|Cesar|Alto Cesar|CESAR|MANAURE BALCÓN DEL CESAR|344114.64|15.8|0.01
101|Magdalena Cauca|Cesar|Alto Cesar|CESAR|PUEBLO BELLO|344114.64|12444.04|3.62
101|Magdalena Cauca|Cesar|Alto Cesar|CESAR|VALLEDUPAR|344114.64|162012.5|47.08
101|Magdalena Cauca|Cesar|Alto Cesar|LA GUAJIRA|RIOHACHA|344114.64|79.4|0.02
101|Magdalena Cauca|Cesar|Alto Cesar|LA GUAJIRA|EL MOLINO|344114.64|18126.67|5.27
101|Magdalena Cauca|Cesar|Alto Cesar|LA GUAJIRA|VILLANUEVA|344114.64|26059.23|7.57
101|Magdalena Cauca|Cesar|Alto Cesar|LA GUAJIRA|URUMITA|344114.64|22016.43|6.4
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|SUCRE|SAN ONOFRE|229935.69|29344.7|12.76
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|CARTAGENA DE INDIAS (Distrito Turístico y Cultural)|229935.69|12523.46|5.45
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|SAN ESTANISLAO|229935.69|14.26|0.01
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|SOPLAVIENTO|229935.69|9156.25|3.98
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|MAHATES|229935.69|36881.09|16.04
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|ARJONA|229935.69|16325.77|7.1
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|TURBANA|229935.69|0.25|0
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|MARIA LA BAJA|229935.69|53194.87|23.14
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|SAN JUAN NEPOMUCENO|229935.69|18525.26|8.06
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|SAN JACINTO|229935.69|7268.24|3.16
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|EL CARMEN DE BOLÍVAR|229935.69|12853.93|5.59
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|SAN CRISTÓBAL|229935.69|4126.1|1.79
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|ARROYOHONDO|229935.69|16978.96|7.38
102|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|BOLÍVAR|CALAMAR|229935.69|12739.99|5.54
103|Magdalena Cauca|Cauca|Río Piendamo|CAUCA|SILVIA|60038.08|26644.54|44.38
103|Magdalena Cauca|Cauca|Río Piendamo|CAUCA|TOTORÓ|60038.08|1764.12|2.94
103|Magdalena Cauca|Cauca|Río Piendamo|CAUCA|INZÁ|60038.08|22.55|0.04
103|Magdalena Cauca|Cauca|Río Piendamo|CAUCA|PÁEZ (Belalcázar)|60038.08|40.4|0.07
103|Magdalena Cauca|Cauca|Río Piendamo|CAUCA|PIENDAMÓ|60038.08|5466.58|9.11
103|Magdalena Cauca|Cauca|Río Piendamo|CAUCA|BUENOS AIRES|60038.08|0.96|0
103|Magdalena Cauca|Cauca|Río Piendamo|CAUCA|SUÁREZ|60038.08|9254.87|15.42
103|Magdalena Cauca|Cauca|Río Piendamo|CAUCA|MORALES|60038.08|12668.85|21.1
103|Magdalena Cauca|Cauca|Río Piendamo|CAUCA|CAJIBÍO|60038.08|4175.22|6.95
104|Orinoco|Arauca|Rio Banadia y otros Directos al Río Arauca|ARAUCA|SARAVENA|209922.91|87625.56|41.74
104|Orinoco|Arauca|Rio Banadia y otros Directos al Río Arauca|ARAUCA|ARAUQUITA|209922.91|81530.79|38.84
104|Orinoco|Arauca|Rio Banadia y otros Directos al Río Arauca|ARAUCA|FORTUL|209922.91|40766.55|19.42
105|Orinoco|Casanare|Caño Aguaclarita|CASANARE|PAZ DE ARIPORO|246959.06|246959.06|100
106|Orinoco|Orinoco Directos|Directos Orinoco entre ríos Tomo y Meta (mi)|VICHADA|PUERTO CARREÑO|414431.34|414431.3|100
107|Orinoco|Arauca|Directos Río Arauca (md)|ARAUCA|ARAUQUITA|291807.84|2968.95|1.02
107|Orinoco|Arauca|Directos Río Arauca (md)|ARAUCA|ARAUCA|291807.84|288838.88|98.98
108|Magdalena Cauca|Bajo Magdalena|Ríos Chimicuica y Corozal|MAGDALENA|SABANAS DE SAN ÁNGEL (San Ángel)|369590.99|34933.16|9.45
108|Magdalena Cauca|Bajo Magdalena|Ríos Chimicuica y Corozal|BOLÍVAR|TALAIGUA NUEVO|369590.99|0.02|0
108|Magdalena Cauca|Bajo Magdalena|Ríos Chimicuica y Corozal|MAGDALENA|NUEVA GRANADA (Granada)|369590.99|85431.77|23.12
108|Magdalena Cauca|Bajo Magdalena|Ríos Chimicuica y Corozal|MAGDALENA|CHIVOLO|369590.99|23752.13|6.43
108|Magdalena Cauca|Bajo Magdalena|Ríos Chimicuica y Corozal|MAGDALENA|TENERIFE|369590.99|12379.43|3.35
108|Magdalena Cauca|Bajo Magdalena|Ríos Chimicuica y Corozal|MAGDALENA|PLATO|369590.99|87613.97|23.71
108|Magdalena Cauca|Bajo Magdalena|Ríos Chimicuica y Corozal|MAGDALENA|SANTA BARBARA DE PINTO|369590.99|12520.09|3.39
108|Magdalena Cauca|Bajo Magdalena|Ríos Chimicuica y Corozal|MAGDALENA|SANTA ANA|369590.99|77407.18|20.94
108|Magdalena Cauca|Bajo Magdalena|Ríos Chimicuica y Corozal|MAGDALENA|ARIGUANÍ (El Difícil)|369590.99|28613.71|7.74
108|Magdalena Cauca|Bajo Magdalena|Ríos Chimicuica y Corozal|MAGDALENA|PIJIÑO  DEL CARMEN|369590.99|6939.53|1.88
109|Orinoco|Vichada|Río Muco|VICHADA|CUMARIBO|445169.62|151803.35|34.1
109|Orinoco|Vichada|Río Muco|META|PUERTO GAITÁN|445169.62|293366.27|65.9
110|Orinoco|Vichada|Río Guarrojo|VICHADA|CUMARIBO|364824.26|192883.31|52.87
110|Orinoco|Vichada|Río Guarrojo|META|PUERTO GAITÁN|364824.26|171940.94|47.13
111|Orinoco|Orinoco Directos|Río Cinaruco y Directos Río Orinoco|ARAUCA|ARAUQUITA|454639.35|208.58|0.05
111|Orinoco|Orinoco Directos|Río Cinaruco y Directos Río Orinoco|ARAUCA|ARAUCA|454639.35|165788.88|36.47
111|Orinoco|Orinoco Directos|Río Cinaruco y Directos Río Orinoco|ARAUCA|CRAVO NORTE|454639.35|288641.89|63.49
112|Orinoco|Casanare|Río Casanare|VICHADA|LA PRIMAVERA|665114.86|1.73|0
112|Orinoco|Casanare|Río Casanare|ARAUCA|TAME|665114.86|339290.91|51.01
112|Orinoco|Casanare|Río Casanare|ARAUCA|PUERTO RONDÓN|665114.86|11273.16|1.7
112|Orinoco|Casanare|Río Casanare|ARAUCA|CRAVO NORTE|665114.86|44345.25|6.67
112|Orinoco|Casanare|Río Casanare|BOYACÁ|GÜICÁN|665114.86|762.1|0.12
112|Orinoco|Casanare|Río Casanare|CASANARE|TÁMARA|665114.86|290.88|0.04
112|Orinoco|Casanare|Río Casanare|CASANARE|SÁCAMA|665114.86|30504.92|4.59
112|Orinoco|Casanare|Río Casanare|CASANARE|LA SALINA|665114.86|19409.34|2.92
112|Orinoco|Casanare|Río Casanare|CASANARE|PAZ DE ARIPORO|665114.86|35.26|0.01
112|Orinoco|Casanare|Río Casanare|CASANARE|HATO COROZAL|665114.86|204420.95|30.74
112|Orinoco|Casanare|Río Casanare|ARAUCA|FORTUL|665114.86|187.9|0.03
112|Orinoco|Casanare|Río Casanare|BOYACÁ|EL COCUY|665114.86|551.97|0.08
112|Orinoco|Casanare|Río Casanare|BOYACÁ|CHITA|665114.86|14040.49|2.11
113|Orinoco|Casanare|Río Cravo Norte|ARAUCA|TAME|888110.99|197272.29|22.21
113|Orinoco|Casanare|Río Cravo Norte|ARAUCA|ARAUQUITA|888110.99|222724.28|25.08
113|Orinoco|Casanare|Río Cravo Norte|ARAUCA|PUERTO RONDÓN|888110.99|216907.53|24.42
113|Orinoco|Casanare|Río Cravo Norte|ARAUCA|ARAUCA|888110.99|97465.77|10.98
113|Orinoco|Casanare|Río Cravo Norte|ARAUCA|CRAVO NORTE|888110.99|88481.47|9.96
113|Orinoco|Casanare|Río Cravo Norte|ARAUCA|FORTUL|888110.99|65259.64|7.35
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|SABANAS DE SAN ÁNGEL (San Ángel)|247555.92|22056.29|8.91
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|PIVIJAY|247555.92|37447.87|15.13
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|BOLÍVAR|ZAMBRANO|247555.92|183.54|0.07
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|BOLÍVAR|CALAMAR|247555.92|657.72|0.27
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|ATLANTICO|CAMPO DE LA CRUZ|247555.92|62.9|0.03
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|ATLANTICO|SUAN|247555.92|311.51|0.13
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|CHIVOLO|247555.92|30174.33|12.19
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|ZAPAYÁN (Punta de Piedras)|247555.92|35407.63|14.3
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|CERRO DE SAN ANTONIO|247555.92|14716.03|5.95
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|TENERIFE|247555.92|33699.77|13.61
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|PLATO|247555.92|3252.96|1.31
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|EL PIÑÓN|247555.92|25619.53|10.35
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|BOLÍVAR|EL GUAMO|247555.92|1374.41|0.56
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|CONCORDIA|247555.92|11047.75|4.46
114|Magdalena Cauca|Bajo Magdalena|Directos al Bajo Magdalena entre El Plato y Calamar|MAGDALENA|PEDRAZA|247555.92|31543.67|12.74
115|Magdalena Cauca|Cesar|Río Ariguaní|MAGDALENA|FUNDACIÓN|533258.27|45408.81|8.52
115|Magdalena Cauca|Cesar|Río Ariguaní|MAGDALENA|ALGARROBO|533258.27|39957.63|7.49
115|Magdalena Cauca|Cesar|Río Ariguaní|MAGDALENA|SABANAS DE SAN ÁNGEL (San Ángel)|533258.27|62201.76|11.66
115|Magdalena Cauca|Cesar|Río Ariguaní|CESAR|EL COPEY|533258.27|90105.64|16.9
115|Magdalena Cauca|Cesar|Río Ariguaní|MAGDALENA|SANTA ANA|533258.27|18360.69|3.44
115|Magdalena Cauca|Cesar|Río Ariguaní|CESAR|PUEBLO BELLO|533258.27|29037.37|5.45
115|Magdalena Cauca|Cesar|Río Ariguaní|CESAR|VALLEDUPAR|533258.27|11798.68|2.21
115|Magdalena Cauca|Cesar|Río Ariguaní|CESAR|BOSCONIA|533258.27|57058|10.7
115|Magdalena Cauca|Cesar|Río Ariguaní|CESAR|EL PASO|533258.27|39103.33|7.33
115|Magdalena Cauca|Cesar|Río Ariguaní|CESAR|ASTREA|533258.27|33227.16|6.23
115|Magdalena Cauca|Cesar|Río Ariguaní|MAGDALENA|ARIGUANÍ (El Difícil)|533258.27|84926.63|15.93
115|Magdalena Cauca|Cesar|Río Ariguaní|MAGDALENA|PIJIÑO  DEL CARMEN|533258.27|22072.58|4.14
116|Orinoco|Casanare|Río Ariporo|ARAUCA|CRAVO NORTE|527072.74|0.26|0
116|Orinoco|Casanare|Río Ariporo|CASANARE|TÁMARA|527072.74|42863.36|8.13
116|Orinoco|Casanare|Río Ariporo|CASANARE|SÁCAMA|527072.74|867.53|0.17
116|Orinoco|Casanare|Río Ariporo|CASANARE|PAZ DE ARIPORO|527072.74|141132.43|26.78
116|Orinoco|Casanare|Río Ariporo|CASANARE|HATO COROZAL|527072.74|342209.16|64.93
117|Orinoco|Meta|Directos Bajo Meta entre ríos Casanare y Orinoco|VICHADA|LA PRIMAVERA|630096.34|353823.86|56.15
117|Orinoco|Meta|Directos Bajo Meta entre ríos Casanare y Orinoco|VICHADA|PUERTO CARREÑO|630096.34|249142.99|39.54
117|Orinoco|Meta|Directos Bajo Meta entre ríos Casanare y Orinoco|ARAUCA|CRAVO NORTE|630096.34|25998.44|4.13
117|Orinoco|Meta|Directos Bajo Meta entre ríos Casanare y Orinoco|CASANARE|PAZ DE ARIPORO|630096.34|1131.03|0.18
118|Orinoco|Meta|Río Pauto|VICHADA|SANTA ROSALÍA|800531.5|654.96|0.08
118|Orinoco|Meta|Río Pauto|VICHADA|LA PRIMAVERA|800531.5|533.39|0.07
118|Orinoco|Meta|Río Pauto|CASANARE|NUNCHÍA|800531.5|9041.2|1.13
118|Orinoco|Meta|Río Pauto|CASANARE|PORE|800531.5|77980.33|9.74
118|Orinoco|Meta|Río Pauto|CASANARE|TRINIDAD|800531.5|294515.89|36.79
118|Orinoco|Meta|Río Pauto|CASANARE|SAN LUIS DE PALENQUE|800531.5|27967.55|3.49
118|Orinoco|Meta|Río Pauto|CASANARE|TÁMARA|800531.5|53920.27|6.74
118|Orinoco|Meta|Río Pauto|CASANARE|SÁCAMA|800531.5|49.43|0.01
118|Orinoco|Meta|Río Pauto|CASANARE|PAZ DE ARIPORO|800531.5|286842.18|35.83
118|Orinoco|Meta|Río Pauto|BOYACÁ|CHITA|800531.5|32439.65|4.05
118|Orinoco|Meta|Río Pauto|BOYACÁ|SOCOTÁ|800531.5|16332.73|2.04
118|Orinoco|Meta|Río Pauto|BOYACÁ|PAYA|800531.5|9.48|0
118|Orinoco|Meta|Río Pauto|BOYACÁ|PISVA|800531.5|244.44|0.03
119|Orinoco|Meta|Directos al Río Meta entre ríos Cusiana y Carare|VICHADA|SANTA ROSALÍA|343458.57|102244.98|29.77
119|Orinoco|Meta|Directos al Río Meta entre ríos Cusiana y Carare|VICHADA|LA PRIMAVERA|343458.57|151779.52|44.19
119|Orinoco|Meta|Directos al Río Meta entre ríos Cusiana y Carare|META|PUERTO GAITÁN|343458.57|85271.48|24.83
119|Orinoco|Meta|Directos al Río Meta entre ríos Cusiana y Carare|CASANARE|TRINIDAD|343458.57|522.7|0.15
119|Orinoco|Meta|Directos al Río Meta entre ríos Cusiana y Carare|CASANARE|SAN LUIS DE PALENQUE|343458.57|94.96|0.03
119|Orinoco|Meta|Directos al Río Meta entre ríos Cusiana y Carare|CASANARE|MANÍ|343458.57|451.44|0.13
119|Orinoco|Meta|Directos al Río Meta entre ríos Cusiana y Carare|CASANARE|OROCUÉ|343458.57|2177.37|0.63
119|Orinoco|Meta|Directos al Río Meta entre ríos Cusiana y Carare|CASANARE|PAZ DE ARIPORO|343458.57|916.12|0.27
120|Orinoco|Tomo|Bajo Río Tomo|VICHADA|LA PRIMAVERA|406328.02|125308.67|30.84
120|Orinoco|Tomo|Bajo Río Tomo|VICHADA|PUERTO CARREÑO|406328.02|111916.77|27.54
120|Orinoco|Tomo|Bajo Río Tomo|VICHADA|CUMARIBO|406328.02|169102.52|41.62
121|Orinoco|Tomo|Caño Lioni o Terecay|VICHADA|LA PRIMAVERA|254661.96|207838.83|81.61
121|Orinoco|Tomo|Caño Lioni o Terecay|VICHADA|PUERTO CARREÑO|254661.96|46822.55|18.39
122|Orinoco|Orinoco Directos|Río Vita|VICHADA|LA PRIMAVERA|817718.67|433539.03|53.02
122|Orinoco|Orinoco Directos|Río Vita|VICHADA|PUERTO CARREÑO|817718.67|384179.64|46.98
123|Orinoco|Orinoco Directos|Río Tuparro|VICHADA|PUERTO CARREÑO|1146402.84|0.01|0
123|Orinoco|Orinoco Directos|Río Tuparro|VICHADA|CUMARIBO|1146402.84|1146402.82|100
124|Orinoco|Tomo|Río Elvita|VICHADA|SANTA ROSALÍA|554938.5|135163.91|24.36
124|Orinoco|Tomo|Río Elvita|VICHADA|LA PRIMAVERA|554938.5|419774.59|75.64
125|Orinoco|Tomo|Alto Río Tomo|VICHADA|SANTA ROSALÍA|801906.52|160002.27|19.95
125|Orinoco|Tomo|Alto Río Tomo|VICHADA|LA PRIMAVERA|801906.52|120909.65|15.08
125|Orinoco|Tomo|Alto Río Tomo|VICHADA|CUMARIBO|801906.52|479420.65|59.79
125|Orinoco|Tomo|Alto Río Tomo|META|PUERTO GAITÁN|801906.52|41573.96|5.18
126|Orinoco|Meta|Caño Guanápalo y otros directos al Meta|VICHADA|SANTA ROSALÍA|623190.54|1181.22|0.19
126|Orinoco|Meta|Caño Guanápalo y otros directos al Meta|META|PUERTO GAITÁN|623190.54|2750.34|0.44
126|Orinoco|Meta|Caño Guanápalo y otros directos al Meta|CASANARE|NUNCHÍA|623190.54|66446.31|10.66
126|Orinoco|Meta|Caño Guanápalo y otros directos al Meta|CASANARE|SAN LUIS DE PALENQUE|623190.54|251584.23|40.37
126|Orinoco|Meta|Caño Guanápalo y otros directos al Meta|CASANARE|OROCUÉ|623190.54|301228.44|48.34
127|Orinoco|Vichada|Directos Vichada Medio|VICHADA|CUMARIBO|497811.85|497811.85|100
128|Orinoco|Meta|Río Lengupá|CASANARE|SABANALARGA|187819.85|3.03|0
128|Orinoco|Meta|Río Lengupá|BOYACÁ|AQUITANIA|187819.85|870.37|0.46
128|Orinoco|Meta|Río Lengupá|BOYACÁ|BERBEO|187819.85|6194.83|3.3
128|Orinoco|Meta|Río Lengupá|BOYACÁ|SAN EDUARDO|187819.85|10487.49|5.58
128|Orinoco|Meta|Río Lengupá|BOYACÁ|MIRAFLORES|187819.85|25916.82|13.8
128|Orinoco|Meta|Río Lengupá|BOYACÁ|PÁEZ|187819.85|6925.62|3.69
128|Orinoco|Meta|Río Lengupá|BOYACÁ|CAMPOHERMOSO|187819.85|28259.14|15.05
128|Orinoco|Meta|Río Lengupá|BOYACÁ|SAN LUIS DE GACENO|187819.85|19496.76|10.38
128|Orinoco|Meta|Río Lengupá|BOYACÁ|SANTA MARÍA|187819.85|10352.85|5.51
128|Orinoco|Meta|Río Lengupá|BOYACÁ|GARAGOA|187819.85|7783.52|4.14
128|Orinoco|Meta|Río Lengupá|BOYACÁ|TOTA|187819.85|5001.63|2.66
128|Orinoco|Meta|Río Lengupá|BOYACÁ|PESCA|187819.85|11494.65|6.12
128|Orinoco|Meta|Río Lengupá|BOYACÁ|RAMIRIQUÍ|187819.85|2462.96|1.31
128|Orinoco|Meta|Río Lengupá|BOYACÁ|ZETAQUIRA|187819.85|25642.15|13.65
128|Orinoco|Meta|Río Lengupá|BOYACÁ|MACANAL|187819.85|6790.11|3.62
128|Orinoco|Meta|Río Lengupá|BOYACÁ|CHINAVITA|187819.85|1127.99|0.6
128|Orinoco|Meta|Río Lengupá|BOYACÁ|SIACHOQUE|187819.85|2733.63|1.46
128|Orinoco|Meta|Río Lengupá|BOYACÁ|VIRACACHÁ|187819.85|29.44|0.02
128|Orinoco|Meta|Río Lengupá|BOYACÁ|CIÉNEGA|187819.85|86.54|0.05
128|Orinoco|Meta|Río Lengupá|BOYACÁ|RONDÓN|187819.85|16160.33|8.6
129|Orinoco|Meta|Río Upía|META|BARRANCA DE UPÍA|182477.4|9336.42|5.12
129|Orinoco|Meta|Río Upía|META|CABUYARO|182477.4|15449.27|8.47
129|Orinoco|Meta|Río Upía|META|PUERTO LÓPEZ|182477.4|0.12|0
129|Orinoco|Meta|Río Upía|CASANARE|VILLANUEVA|182477.4|24744.49|13.56
129|Orinoco|Meta|Río Upía|CASANARE|SABANALARGA|182477.4|30487.33|16.71
129|Orinoco|Meta|Río Upía|CASANARE|MONTERREY|182477.4|3831.77|2.1
129|Orinoco|Meta|Río Upía|CASANARE|TAURAMENA|182477.4|22.88|0.01
129|Orinoco|Meta|Río Upía|CASANARE|RECETOR|182477.4|15.72|0.01
129|Orinoco|Meta|Río Upía|BOYACÁ|PAJARITO|182477.4|27.44|0.02
129|Orinoco|Meta|Río Upía|BOYACÁ|AQUITANIA|182477.4|47485.5|26.02
129|Orinoco|Meta|Río Upía|BOYACÁ|SAN EDUARDO|182477.4|36.9|0.02
129|Orinoco|Meta|Río Upía|BOYACÁ|PÁEZ|182477.4|27222.69|14.92
129|Orinoco|Meta|Río Upía|BOYACÁ|CAMPOHERMOSO|182477.4|1583.95|0.87
129|Orinoco|Meta|Río Upía|BOYACÁ|SAN LUIS DE GACENO|182477.4|12834.1|7.03
129|Orinoco|Meta|Río Upía|CASANARE|CHÁMEZA|182477.4|7444.14|4.08
129|Orinoco|Meta|Río Upía|BOYACÁ|TOTA|182477.4|15.82|0.01
129|Orinoco|Meta|Río Upía|BOYACÁ|ZETAQUIRA|182477.4|58.09|0.03
129|Orinoco|Meta|Río Upía|CUNDINAMARCA|PARATEBUENO|182477.4|1880.78|1.03
130|Orinoco|Meta|Río Túa y otros directos al Meta|META|PUERTO GAITÁN|497059.85|478.64|0.1
130|Orinoco|Meta|Río Túa y otros directos al Meta|CASANARE|MANÍ|497059.85|183120.81|36.84
130|Orinoco|Meta|Río Túa y otros directos al Meta|META|PUERTO LÓPEZ|497059.85|1467.19|0.3
130|Orinoco|Meta|Río Túa y otros directos al Meta|CASANARE|VILLANUEVA|497059.85|57556.55|11.58
130|Orinoco|Meta|Río Túa y otros directos al Meta|CASANARE|SABANALARGA|497059.85|10766.33|2.17
130|Orinoco|Meta|Río Túa y otros directos al Meta|CASANARE|MONTERREY|497059.85|74139.89|14.92
130|Orinoco|Meta|Río Túa y otros directos al Meta|CASANARE|TAURAMENA|497059.85|169428.22|34.09
130|Orinoco|Meta|Río Túa y otros directos al Meta|BOYACÁ|PÁEZ|497059.85|102.22|0.02
131|Caribe|Catatumbo|Bajo Catatumbo|NORTE DE SANTANDER|CONVENCIÓN|124959.87|75.6|0.06
131|Caribe|Catatumbo|Bajo Catatumbo|NORTE DE SANTANDER|TEORAMA|124959.87|42728.49|34.19
131|Caribe|Catatumbo|Bajo Catatumbo|NORTE DE SANTANDER|TIBÚ|124959.87|47857.03|38.3
131|Caribe|Catatumbo|Bajo Catatumbo|NORTE DE SANTANDER|EL TARRA|124959.87|34298.75|27.45
132|Caribe|Catatumbo|Río Socuavo del Norte y Río Socuavo Sur|NORTE DE SANTANDER|TIBÚ|96571.18|96571.18|100
133|Orinoco|Vichada|Alto Vichada|VICHADA|CUMARIBO|805649.5|101580.3|12.61
133|Orinoco|Vichada|Alto Vichada|META|PUERTO GAITÁN|805649.5|704069.2|87.39
134|Orinoco|Vichada|Bajo Vichada|VICHADA|CUMARIBO|496827.53|496827.53|100
135|Orinoco|Orinoco Directos|Caño Matavén|VICHADA|CUMARIBO|1041210.5|1041210.47|100
136|Orinoco|Guaviare|Caño Chupabe|VICHADA|CUMARIBO|480566.86|480566.86|100
137|Orinoco|Guaviare|Bajo Río Uvá|VICHADA|CUMARIBO|539966.66|539966.66|100
138|Orinoco|Meta|Río Cravo Sur|CASANARE|YOPAL|515552.04|197590.83|38.33
138|Orinoco|Meta|Río Cravo Sur|CASANARE|NUNCHÍA|515552.04|39389.25|7.64
138|Orinoco|Meta|Río Cravo Sur|CASANARE|SAN LUIS DE PALENQUE|515552.04|16786.34|3.26
138|Orinoco|Meta|Río Cravo Sur|CASANARE|OROCUÉ|515552.04|55742.92|10.81
138|Orinoco|Meta|Río Cravo Sur|CASANARE|TÁMARA|515552.04|3346.36|0.65
138|Orinoco|Meta|Río Cravo Sur|BOYACÁ|CHITA|515552.04|31.2|0.01
138|Orinoco|Meta|Río Cravo Sur|BOYACÁ|SOCOTÁ|515552.04|23909.05|4.64
138|Orinoco|Meta|Río Cravo Sur|BOYACÁ|SOCHA|515552.04|48.17|0.01
138|Orinoco|Meta|Río Cravo Sur|BOYACÁ|PAYA|515552.04|41533.62|8.06
138|Orinoco|Meta|Río Cravo Sur|BOYACÁ|PISVA|515552.04|46308.6|8.98
